PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt
77131,1,0,NaN,prac1,NaN,NaN,gain,1500,1000,NaN,NaN,NaN
77131,1,0,NaN,prac2,NaN,NaN,no-gain,1000,1500,NaN,NaN,NaN
77131,1,0,NaN,prac2,NaN,NaN,no-gain,2000,1000,NaN,NaN,NaN
77131,1,0,NaN,prac1,NaN,NaN,gain,1000,2000,NaN,NaN,NaN
77131,0,1,1,K,NaN,NaN,no_gain,1000,1500,NaN,NaN,NaN
77131,0,1,2,F,NaN,NaN,no_gain,3500,2000,NaN,NaN,NaN
77131,0,1,3,F,NaN,NaN,no_gain,1000,3000,NaN,NaN,NaN
77131,0,1,4,G,NaN,NaN,gain,2000,1000,NaN,NaN,NaN
77131,0,1,5,H,NaN,NaN,gain,1000,1500,NaN,NaN,NaN
77131,0,1,6,B,NaN,NaN,gain,1500,3500,NaN,NaN,NaN
77131,0,1,7,A,NaN,NaN,no_gain,1000,1500,NaN,NaN,NaN
77131,0,1,8,K,NaN,NaN,no_gain,1000,1000,NaN,NaN,NaN
77131,0,1,9,L,NaN,NaN,gain,1500,2000,NaN,NaN,NaN
77131,0,1,10,C,NaN,NaN,no_gain,1500,1000,NaN,NaN,NaN
77131,0,1,11,L,NaN,NaN,gain,3500,3000,NaN,NaN,NaN
77131,0,1,12,F,NaN,NaN,no_gain,3000,1500,NaN,NaN,NaN
77131,0,1,13,E,NaN,NaN,no_gain,1000,1000,NaN,NaN,NaN
77131,0,1,14,L,NaN,NaN,gain,1000,3000,NaN,NaN,NaN
77131,0,1,15,A,NaN,NaN,no_gain,1000,1000,NaN,NaN,NaN
77131,0,1,16,G,NaN,NaN,gain,3000,3000,NaN,NaN,NaN
77131,0,1,17,J,NaN,NaN,no_gain,2000,1500,NaN,NaN,NaN
77131,0,1,18,E,NaN,NaN,no_gain,3000,3000,NaN,NaN,NaN
77131,0,1,19,D,NaN,NaN,gain,2000,1500,NaN,NaN,NaN
77131,0,1,20,D,NaN,NaN,gain,1000,1000,NaN,NaN,NaN
77131,0,1,21,J,NaN,NaN,no_gain,1000,3000,NaN,NaN,NaN
77131,0,1,22,B,NaN,NaN,gain,1500,2000,NaN,NaN,NaN
77131,0,1,23,I,NaN,NaN,gain,3000,1000,NaN,NaN,NaN
77131,0,1,24,H,NaN,NaN,gain,1500,2000,NaN,NaN,NaN
77131,0,1,25,G,NaN,NaN,gain,1000,1000,NaN,NaN,NaN
