PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt
57383,1,0,NaN,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500,1000,NaN,NaN,NaN
57383,1,0,NaN,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000,1500,NaN,NaN,NaN
57383,1,0,NaN,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000,1000,NaN,NaN,NaN
57383,1,0,NaN,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000,2000,NaN,NaN,NaN
57383,0,1,1,K,36,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,no_gain,1000,1500,NaN,NaN,NaN
57383,0,1,2,F,35,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,no_gain,3500,2000,NaN,NaN,NaN
57383,0,1,3,F,35,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,no_gain,1000,3000,NaN,NaN,NaN
57383,0,1,4,G,50,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,gain,2000,1000,NaN,NaN,NaN
57383,0,1,5,H,34,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,gain,1000,1500,NaN,NaN,NaN
57383,0,1,6,B,14,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,gain,1500,3500,NaN,NaN,NaN
57383,0,1,7,A,16,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,no_gain,1000,1500,NaN,NaN,NaN
57383,0,1,8,K,36,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,no_gain,1000,1000,NaN,NaN,NaN
57383,0,1,9,L,42,Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,gain,1500,2000,NaN,NaN,NaN
57383,0,1,10,C,12,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,no_gain,1500,1000,NaN,NaN,NaN
57383,0,1,11,L,42,Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,gain,3500,3000,NaN,NaN,NaN
57383,0,1,12,F,35,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,no_gain,3000,1500,NaN,NaN,NaN
57383,0,1,13,E,53,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,no_gain,1000,1000,NaN,NaN,NaN
57383,0,1,14,L,42,Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,gain,1000,3000,NaN,NaN,NaN
