PID,trial,stimulus_index,rt,rating,category,stimulus,path,iti
22,1,45,876,50,body_parts,sincerely-media-7TBFwUQA6Xk-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN
22,2,23,156,50,outdoor_scenes,yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,NaN
22,3,16,156,50,outdoor_scenes,jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,NaN
22,4,38,225,50,body_parts,engin-akyurt-x_3gyC42btc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,NaN
22,5,59,163,50,objects,ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,NaN
22,6,55,164,50,objects,jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,NaN
22,7,19,160,50,outdoor_scenes,petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,NaN
22,8,20,164,50,outdoor_scenes,samsommer-vddccTqwal8-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,NaN
22,9,49,188,50,objects,alexander-andrews-VLGWE_SumrA-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,NaN
22,10,51,180,50,objects,art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,NaN
22,11,30,172,50,faces,good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,NaN
22,12,42,164,50,body_parts,lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,NaN
22,13,31,259,50,faces,jessica-radanavong-mrYkTuAesKE-unsplash.jpg,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,NaN
22,14,33,172,50,faces,leilani-angel-K84vnnzxmTQ-unsplash.jpg,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN
22,15,47,160,50,body_parts,tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,NaN
22,16,12,177,50,outdoor_scenes,aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,NaN
22,17,13,164,50,outdoor_scenes,ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,NaN
22,18,24,179,50,faces,abstral-official-cyOKLSgkgCE-unsplash.jpg,Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg,NaN
22,19,40,173,50,body_parts,klara-kulikova-TcUfF24fUMY-unsplash.jpg,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,NaN
22,20,28,164,50,faces,erik-lucatero-d2MSDujJl2g-unsplash.jpg,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,NaN
22,21,43,188,50,body_parts,megan-menegay-UojxG_BJxnI-unsplash.jpg,Stimuli/Experimental_stims/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg,NaN
22,22,35,172,50,faces,rikonavt-HQjfrvdTfak-unsplash.jpg,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,NaN
22,23,57,172,50,objects,kuiye-chen-NuOGFo4PudE-unsplash.jpg,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,NaN
