PID,trial,pair_id,stim_type,practice,run,block,left_category,right_category,left_stimulus,right_stimulus,left_path,right_path,left_rating,right_rating,iti,scramble_screen_time,scramble_instructed_side,scramble_acc,no_response,rt,left_chosen,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,chosen_path,unchosen_path
33158,1,prac1,original,1,0,0,NaN,NaN,NA,NA,Stimuli/Practice_stims/Deliberation/anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg,Stimuli/Practice_stims/Deliberation/becca-tapert-sY5RjMB1KkE-unsplash.jpg,NA,NA,1500,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,2,prac2,scramble,1,0,0,NaN,NaN,NA,NA,Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg,Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,NA,NA,2500,2559,left,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,3,prac3,scramble,1,0,0,NaN,NaN,NA,NA,Stimuli/Practice_stims/Deliberation/scramble/scrambled_anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg,Stimuli/Practice_stims/Deliberation/scramble/scrambled_becca-tapert-sY5RjMB1KkE-unsplash.jpg,NA,NA,3000,1450,right,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,4,prac4,original,1,0,0,NaN,NaN,NA,NA,Stimuli/Practice_stims/Deliberation/clay-banks-1KPfcPdbWFM-unsplash.jpg,Stimuli/Practice_stims/Deliberation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,NA,NA,2000,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,5,D,original,0,1,1,objects,faces,NA,NA,NaN,NaN,NA,NA,2000,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,6,K,original,0,1,1,body_parts,objects,NA,NA,NaN,NaN,NA,NA,1500,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,7,I,scramble,0,1,1,body_parts,outdoor_scenes,NA,NA,NaN,NaN,NA,NA,2000,561,right,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,8,L,scramble,0,1,1,body_parts,faces,NA,NA,NaN,NaN,NA,NA,1000,381,left,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,9,E,original,0,1,1,objects,body_parts,NA,NA,NaN,NaN,NA,NA,3000,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,10,G,scramble,0,1,1,objects,outdoor_scenes,NA,NA,NaN,NaN,NA,NA,3000,1791,right,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,11,H,original,0,1,1,faces,outdoor_scenes,NA,NA,NaN,NaN,NA,NA,2000,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,12,B,scramble,0,1,1,outdoor_scenes,faces,NA,NA,NaN,NaN,NA,NA,3500,1989,right,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,13,L,original,0,1,1,body_parts,faces,NA,NA,NaN,NaN,NA,NA,3000,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,14,C,scramble,0,1,1,outdoor_scenes,body_parts,NA,NA,NaN,NaN,NA,NA,1500,1727,left,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,15,A,original,0,1,1,outdoor_scenes,objects,NA,NA,NaN,NaN,NA,NA,1000,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,16,F,original,0,1,1,faces,body_parts,NA,NA,NaN,NaN,NA,NA,3500,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
33158,17,K,scramble,0,1,1,body_parts,objects,NA,NA,NaN,NaN,NA,NA,1500,414,left,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
