PID,trial,pair_id,stim_type,practice,run,block,left_category,right_category,left_stimulus,right_stimulus,left_path,right_path,left_rating,right_rating,iti,scramble_screen_time,scramble_instructed_side,scramble_acc,no_response,rt,left_chosen,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,chosen_path,unchosen_path
,11,D,scramble,0,1,1,objects,faces,52,28,Stimuli/Experimental_stims/scramble/objects/scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg,NaN,NaN,3500,1338,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,12,F,scramble,0,1,1,faces,body_parts,34,46,Stimuli/Experimental_stims/scramble/faces/scrambled_olena-sergienko-0TSd6uCKTKc-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg,NaN,NaN,1000,1613,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,13,H,original,0,1,1,faces,outdoor_scenes,35,20,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,50,50,1000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,14,K,original,0,1,1,body_parts,objects,47,57,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,50,50,1500,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,15,E,scramble,0,1,1,objects,body_parts,53,43,Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_megan-menegay-UojxG_BJxnI-unsplash.jpg,NaN,NaN,1000,1579,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,16,E,original,0,1,1,objects,body_parts,53,43,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg,50,50,2000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,17,A,original,0,1,1,outdoor_scenes,objects,12,56,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,50,50,1500,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,18,G,original,0,1,1,objects,outdoor_scenes,51,23,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,50,50,1000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,19,I,scramble,0,1,1,body_parts,outdoor_scenes,44,19,Stimuli/Experimental_stims/scramble/body_parts/scrambled_pure-julia-9lVaya31sMk-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,NaN,NaN,3000,1613,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,20,I,original,0,1,1,body_parts,outdoor_scenes,44,19,Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,50,50,3000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,21,H,scramble,0,1,1,faces,outdoor_scenes,35,20,Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_samsommer-vddccTqwal8-unsplash.jpg,NaN,NaN,1000,1871,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,22,F,original,0,1,1,faces,body_parts,34,46,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,50,50,3500,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,23,A,scramble,0,1,1,outdoor_scenes,objects,12,56,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,NaN,NaN,1000,1178,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,24,L,original,0,1,1,body_parts,faces,41,25,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,50,50,1000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,25,B,original,0,1,1,outdoor_scenes,faces,14,33,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,50,50,3000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,26,J,original,0,1,1,faces,objects,30,50,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,50,50,2000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,27,C,original,0,1,1,outdoor_scenes,body_parts,16,42,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,50,50,1500,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,28,C,scramble,0,1,1,outdoor_scenes,body_parts,16,42,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,NaN,NaN,2000,850,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,29,I,original,0,1,2,body_parts,outdoor_scenes,44,19,Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,50,50,1000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,30,I,scramble,0,1,2,body_parts,outdoor_scenes,44,19,Stimuli/Experimental_stims/scramble/body_parts/scrambled_pure-julia-9lVaya31sMk-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,NaN,NaN,1500,1836,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,31,H,scramble,0,1,2,faces,outdoor_scenes,35,20,Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_samsommer-vddccTqwal8-unsplash.jpg,NaN,NaN,3500,1299,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,32,C,scramble,0,1,2,outdoor_scenes,body_parts,16,42,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,NaN,NaN,2000,1188,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,33,H,original,0,1,2,faces,outdoor_scenes,35,20,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,50,50,1500,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,34,K,original,0,1,2,body_parts,objects,47,57,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,50,50,3000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,35,J,original,0,1,2,faces,objects,30,50,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,50,50,1000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,36,K,scramble,0,1,2,body_parts,objects,47,57,Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg,NaN,NaN,3000,1230,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,37,A,scramble,0,1,2,outdoor_scenes,objects,12,56,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,NaN,NaN,1000,1265,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,38,E,original,0,1,2,objects,body_parts,53,43,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg,50,50,1500,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,39,G,scramble,0,1,2,objects,outdoor_scenes,51,23,Stimuli/Experimental_stims/scramble/objects/scrambled_art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,NaN,NaN,1000,404,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,40,D,original,0,1,2,objects,faces,52,28,Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,50,50,1000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,41,F,scramble,0,1,2,faces,body_parts,34,46,Stimuli/Experimental_stims/scramble/faces/scrambled_olena-sergienko-0TSd6uCKTKc-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg,NaN,NaN,3000,1141,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,42,J,scramble,0,1,2,faces,objects,30,50,Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_andrew-petrov-TVJqDat4MAw-unsplash.jpg,NaN,NaN,1000,1034,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,43,B,scramble,0,1,2,outdoor_scenes,faces,14,33,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN,NaN,1500,1633,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,44,L,original,0,1,2,body_parts,faces,41,25,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,50,50,3000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,45,L,scramble,0,1,2,body_parts,faces,41,25,Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucaxx-freire-CacZwMexYdk-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,2000,1201,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,46,E,scramble,0,1,2,objects,body_parts,53,43,Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_megan-menegay-UojxG_BJxnI-unsplash.jpg,NaN,NaN,1500,1593,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,47,C,original,0,1,2,outdoor_scenes,body_parts,16,42,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,50,50,1000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,48,F,original,0,1,2,faces,body_parts,34,46,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,50,50,1500,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,49,D,scramble,0,1,2,objects,faces,52,28,Stimuli/Experimental_stims/scramble/objects/scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg,NaN,NaN,1000,1766,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,50,G,original,0,1,2,objects,outdoor_scenes,51,23,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,50,50,2000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,51,A,original,0,1,2,outdoor_scenes,objects,12,56,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,50,50,2000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,52,B,original,0,1,2,outdoor_scenes,faces,14,33,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,50,50,3500,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,53,C,original,0,2,3,outdoor_scenes,body_parts,16,42,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,50,50,3000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,54,A,scramble,0,2,3,outdoor_scenes,objects,12,56,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,NaN,NaN,1000,1576,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,55,F,original,0,2,3,faces,body_parts,34,46,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,50,50,2000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,56,E,scramble,0,2,3,objects,body_parts,53,43,Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_megan-menegay-UojxG_BJxnI-unsplash.jpg,NaN,NaN,3000,651,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,57,E,original,0,2,3,objects,body_parts,53,43,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg,50,50,3000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,58,I,scramble,0,2,3,body_parts,outdoor_scenes,44,19,Stimuli/Experimental_stims/scramble/body_parts/scrambled_pure-julia-9lVaya31sMk-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,NaN,NaN,1500,850,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,59,I,original,0,2,3,body_parts,outdoor_scenes,44,19,Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,50,50,2000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,60,G,scramble,0,2,3,objects,outdoor_scenes,51,23,Stimuli/Experimental_stims/scramble/objects/scrambled_art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,NaN,NaN,1000,1356,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,61,C,scramble,0,2,3,outdoor_scenes,body_parts,16,42,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,NaN,NaN,1000,1691,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,62,B,scramble,0,2,3,outdoor_scenes,faces,14,33,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN,NaN,1000,875,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,63,H,original,0,2,3,faces,outdoor_scenes,35,20,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,50,50,1000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,64,J,original,0,2,3,faces,objects,30,50,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,50,50,3500,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,65,D,scramble,0,2,3,objects,faces,52,28,Stimuli/Experimental_stims/scramble/objects/scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg,NaN,NaN,2000,998,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,66,B,original,0,2,3,outdoor_scenes,faces,14,33,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,50,50,1500,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,67,L,scramble,0,2,3,body_parts,faces,41,25,Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucaxx-freire-CacZwMexYdk-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,1500,1014,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,68,K,scramble,0,2,3,body_parts,objects,47,57,Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg,NaN,NaN,1500,1883,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,69,L,original,0,2,3,body_parts,faces,41,25,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,50,50,1500,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,70,F,scramble,0,2,3,faces,body_parts,34,46,Stimuli/Experimental_stims/scramble/faces/scrambled_olena-sergienko-0TSd6uCKTKc-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg,NaN,NaN,2000,1413,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,71,G,original,0,2,3,objects,outdoor_scenes,51,23,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,50,50,1000,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,72,J,scramble,0,2,3,faces,objects,30,50,Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_andrew-petrov-TVJqDat4MAw-unsplash.jpg,NaN,NaN,3000,1055,left,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
,73,H,scramble,0,2,3,faces,outdoor_scenes,35,20,Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg,Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_samsommer-vddccTqwal8-unsplash.jpg,NaN,NaN,3500,947,right,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
