PID,trial,rt,old_rating,new_rating,stimulus_index,type,category,stimulus,path,iti,stim_type,deliberated_stim,choice,outcome
30959,1,,NA,,85,scramble,faces,scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg,,scramble,deliberated,chosen,no_gain
30959,3,,50,,12,original,outdoor_scenes,aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,,original,not_deliberated,unchosen,no_gain
30959,4,,50,,53,original,objects,insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,,original,not_deliberated,unchosen,no_gain
30959,5,,NA,,97,scramble,body_parts,scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg,,scramble,deliberated,chosen,no_gain
30959,6,,50,,54,original,objects,jess-bailey-nOeVi8DsN8U-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,,original,deliberated,chosen,no_gain
30959,9,,50,,15,original,outdoor_scenes,henry-be-NLF6hTe4PAg-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,,original,deliberated,chosen,no_gain
30959,10,,50,,31,original,faces,jessica-radanavong-mrYkTuAesKE-unsplash.jpg,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,,original,deliberated,chosen,no_gain
30959,11,,NA,,117,scramble,objects,scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg,,scramble,deliberated,chosen,no_gain
30959,13,,50,,39,original,body_parts,jonathan-borba-hTwH8QFkPMs-unsplash.jpg,Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,,original,not_deliberated,unchosen,no_gain
30959,14,,NA,,119,scramble,objects,scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,,scramble,deliberated,unchosen,no_gain
30959,15,,50,,49,original,objects,alexander-andrews-VLGWE_SumrA-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,,original,not_deliberated,unchosen,no_gain
30959,16,,50,,44,original,body_parts,pure-julia-9lVaya31sMk-unsplash.jpg,Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg,,original,not_deliberated,unchosen,no_gain
30959,18,,50,,28,original,faces,erik-lucatero-d2MSDujJl2g-unsplash.jpg,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,,original,not_deliberated,unchosen,no_gain
30959,19,,50,,37,original,body_parts,engin-akyurt-Q2rfH3GW39c-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,,original,deliberated,chosen,no_gain
30959,20,,50,,42,original,body_parts,lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,,original,not_deliberated,unchosen,no_gain
30959,22,,NA,,87,scramble,faces,scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,,scramble,deliberated,chosen,no_gain
30959,24,,NA,,96,scramble,body_parts,scrambled_callum-skelton-3KLMq7y46nA-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_callum-skelton-3KLMq7y46nA-unsplash.jpg,,scramble,deliberated,unchosen,no_gain
30959,25,,NA,,98,scramble,body_parts,scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg,,scramble,deliberated,chosen,no_gain
30959,26,,50,,35,original,faces,rikonavt-HQjfrvdTfak-unsplash.jpg,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,,original,not_deliberated,unchosen,no_gain
30959,27,,50,,24,original,faces,abstral-official-cyOKLSgkgCE-unsplash.jpg,Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg,,original,not_deliberated,unchosen,no_gain
30959,28,,50,,25,original,faces,aiony-haust-jmATI5Q_YgY-unsplash.jpg,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,,original,deliberated,chosen,no_gain
30959,29,,NA,,91,scramble,faces,scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg,,scramble,deliberated,chosen,no_gain
30959,30,,NA,,105,scramble,body_parts,scrambled_sincerely-media-7TBFwUQA6Xk-unsplash.jpg,Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-7TBFwUQA6Xk-unsplash.jpg,,scramble,deliberated,unchosen,no_gain
30959,31,,50,,32,original,faces,justin-chen-J7Cf1Gch49E-unsplash.jpg,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,,original,deliberated,unchosen,no_gain
30959,33,,50,,40,original,body_parts,klara-kulikova-TcUfF24fUMY-unsplash.jpg,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,,original,not_deliberated,unchosen,no_gain
30959,34,,NA,,93,scramble,faces,scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg,Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg,,scramble,deliberated,unchosen,no_gain
30959,35,,50,,36,original,body_parts,callum-skelton-3KLMq7y46nA-unsplash.jpg,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,,original,deliberated,unchosen,no_gain
30959,36,,50,,22,original,outdoor_scenes,stephen-leonardi-gyIRjKPXupE-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,,original,deliberated,unchosen,no_gain
30959,38,,50,,23,original,outdoor_scenes,yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,,original,deliberated,unchosen,no_gain
30959,39,,50,,38,original,body_parts,engin-akyurt-x_3gyC42btc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,,original,deliberated,chosen,gain
30959,40,,50,,47,original,body_parts,tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,,original,not_deliberated,unchosen,no_gain
30959,41,,50,,58,original,objects,mockup-graphics-PNsj6RiHAF4-unsplash.jpg,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,,original,not_deliberated,unchosen,no_gain
30959,42,,50,,50,original,objects,andrew-petrov-TVJqDat4MAw-unsplash.jpg,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,,original,not_deliberated,unchosen,no_gain
