"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","responses","view_history","initial_locations","moves","final_locations","stimulus","button_pressed"
"true","fullscreen","0","2158","0.0-0.0","23.8.2023, 1:41:35","conditionB","","","","","","","",""
"","survey-text","1","2873","0.0-1.0","23.8.2023, 1:41:35","conditionB","711.6999999880791","{""Q0"":""""}","","","","","",""
"","instructions","2","6948","0.0-2.0","23.8.2023, 1:41:35","conditionB","4074.800000011921","","[{""page_index"":0,""viewing_time"":990.3000000119209},{""page_index"":1,""viewing_time"":552},{""page_index"":2,""viewing_time"":1232.300000011921},{""page_index"":3,""viewing_time"":1299.8999999761581}]","","","","",""
"","order","3","8628","0.0-3.0","23.8.2023, 1:41:35","conditionB","1679.199999988079","","","[""test_3"",""test_4"",""test_1"",""test_2""]","[]","[]","",""
"","instructions","4","9784","0.0-4.0","23.8.2023, 1:41:35","conditionB","1155.8999999761581","","[{""page_index"":0,""viewing_time"":1155.5999999642372}]","","","","",""
"","order","5","10984","0.0-5.0","23.8.2023, 1:41:35","conditionB","1198.9000000357628","","","[""7_3"",""7_1"",""7_4"",""7_2""]","[]","[]","",""
"","html-button-response","6","11884","0.0-6.0","23.8.2023, 1:41:35","conditionB","899.1000000238419","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","7","12640","0.0-7.0","23.8.2023, 1:41:35","conditionB","752.6000000238419","{""Q0"":""""}","","","","","",""
"","order","8","13740","0.0-8.0","23.8.2023, 1:41:35","conditionB","1099.2999999523163","","","[""2_5"",""2_6"",""2_7"",""2_8""]","[]","[]","",""
"","html-button-response","9","14540","0.0-9.0","23.8.2023, 1:41:35","conditionB","799.2999999523163","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","10","15392","0.0-10.0","23.8.2023, 1:41:35","conditionB","850.9000000357628","{""Q0"":""""}","","","","","",""
"","order","11","16312","0.0-11.0","23.8.2023, 1:41:35","conditionB","919.6000000238419","","","[""3_2"",""3_1"",""3_4"",""3_3""]","[]","[]","",""
"","html-button-response","12","17368","0.0-12.0","23.8.2023, 1:41:35","conditionB","1054.699999988079","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","13","18029","0.0-13.0","23.8.2023, 1:41:35","conditionB","660.1000000238419","{""Q0"":""""}","","","","","",""
"","order","14","19724","0.0-14.0","23.8.2023, 1:41:35","conditionB","1694.7000000476837","","","[""4_5"",""5_6"",""5_7"",""5_8""]","[]","[]","",""
"","html-button-response","15","20949","0.0-15.0","23.8.2023, 1:41:35","conditionB","1223.699999988079","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","16","21921","0.0-16.0","23.8.2023, 1:41:35","conditionB","970.8999999761581","{""Q0"":""""}","","","","","",""
"","order","17","23104","0.0-17.0","23.8.2023, 1:41:35","conditionB","1182.800000011921","","","[""9_1"",""9_2"",""9_3"",""9_4""]","[]","[]","",""
"","html-button-response","18","23912","0.0-18.0","23.8.2023, 1:41:35","conditionB","807.4000000357628","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","19","24660","0.0-19.0","23.8.2023, 1:41:35","conditionB","746.8000000119209","{""Q0"":""""}","","","","","",""
"","order","20","30188","0.0-20.0","23.8.2023, 1:41:35","conditionB","5526.800000011921","","","[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":316,""y"":397,""move_time"":1317},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":639,""y"":397,""move_time"":1271},{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":477,""y"":397,""move_time"":957},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":800,""y"":397,""move_time"":1041}]","[{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":316,""y"":397,""move_time"":1317},{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":477,""y"":397,""move_time"":957},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":639,""y"":397,""move_time"":1271},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":800,""y"":397,""move_time"":1041}]","",""
"","html-button-response","21","31549","0.0-21.0","23.8.2023, 1:41:35","conditionB","1359.800000011921","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","22","32252","0.0-22.0","23.8.2023, 1:41:35","conditionB","701.6000000238419","{""Q0"":""""}","","","","","",""
