"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","responses","view_history","initial_locations","moves","final_locations","stimulus","button_pressed"
"","order","23","39528","0.0-23.0","23.8.2023, 1:41:35","conditionB","7275.5","","","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":397,""move_time"":1321},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":800,""y"":397,""move_time"":1892},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":639,""y"":397,""move_time"":1937},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":477,""y"":397,""move_time"":1249}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":397,""move_time"":1321},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":477,""y"":397,""move_time"":1249},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":639,""y"":397,""move_time"":1937},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":800,""y"":397,""move_time"":1892}]","",""
"","html-button-response","24","40568","0.0-24.0","23.8.2023, 1:41:35","conditionB","1039.3999999761581","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","25","41756","0.0-25.0","23.8.2023, 1:41:35","conditionB","1186.7999999523163","{""Q0"":""""}","","","","","",""
"","order","26","43724","0.0-26.0","23.8.2023, 1:41:35","conditionB","1966.800000011921","","","[""6_5"",""6_6"",""6_7"",""6_8""]","[{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":639,""y"":397,""move_time"":1191}]","[{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":639,""y"":397,""move_time"":1191}]","",""
"","html-button-response","27","44592","0.0-27.0","23.8.2023, 1:41:35","conditionB","867.5","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","28","45344","0.0-28.0","23.8.2023, 1:41:35","conditionB","750.5","{""Q0"":""""}","","","","","",""
"","order","29","46912","0.0-29.0","23.8.2023, 1:41:35","conditionB","1567","","","[""4_5"",""4_6"",""4_7"",""4_8""]","[{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":639,""y"":397,""move_time"":970}]","[{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":639,""y"":397,""move_time"":970}]","",""
"","html-button-response","30","47700","0.0-30.0","23.8.2023, 1:41:35","conditionB","786.8999999761581","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","31","48445","0.0-31.0","23.8.2023, 1:41:35","conditionB","743.6000000238419","{""Q0"":""""}","","","","","",""
"","survey-text","32","49348","0.0-32.0","23.8.2023, 1:41:35","conditionB","902.2999999523163","{""Q0"":""""}","","","","","",""
"","instructions","33","50285","0.0-33.0","23.8.2023, 1:41:35","conditionB","936.5","","[{""page_index"":0,""viewing_time"":935.3000000119209}]","","","","",""
