"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","responses","view_history","initial_locations","moves","final_locations","stimulus","button_pressed"
"true","fullscreen","0","18358","0.0-0.0","23.8.2023, 1:17:51","conditionA","","","","","","","",""
"","survey-text","1","19265","0.0-1.0","23.8.2023, 1:17:51","conditionA","891.2000000476837","{""Q0"":""""}","","","","","",""
"","instructions","2","26645","0.0-2.0","23.8.2023, 1:17:51","conditionA","7379.5","","[{""page_index"":0,""viewing_time"":4102.5},{""page_index"":1,""viewing_time"":1543.7999999523163},{""page_index"":2,""viewing_time"":944.1000000238419},{""page_index"":3,""viewing_time"":788.6000000238419}]","","","","",""
"","order","3","33373","0.0-3.0","23.8.2023, 1:17:51","conditionA","6724.699999988079","","","[""test_3"",""test_4"",""test_1"",""test_2""]","[{""src"":""http://34.125.186.26/images/test_3.jpg"",""x"":39,""y"":397,""move_time"":2360},{""src"":""http://34.125.186.26/images/test_4.jpg"",""x"":200,""y"":397,""move_time"":884},{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":361,""y"":397,""move_time"":1091},{""src"":""http://34.125.186.26/images/test_2.jpg"",""x"":523,""y"":397,""move_time"":1099}]","[{""src"":""http://34.125.186.26/images/test_3.jpg"",""x"":39,""y"":397,""move_time"":2360},{""src"":""http://34.125.186.26/images/test_4.jpg"",""x"":200,""y"":397,""move_time"":884},{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":361,""y"":397,""move_time"":1091},{""src"":""http://34.125.186.26/images/test_2.jpg"",""x"":523,""y"":397,""move_time"":1099}]","",""
"","instructions","4","37321","0.0-4.0","23.8.2023, 1:17:51","conditionA","3947.699999988079","","[{""page_index"":0,""viewing_time"":3947.199999988079}]","","","","",""
"","order","5","40909","0.0-5.0","23.8.2023, 1:17:51","conditionA","3586.400000035763","","","[""7_3"",""7_1"",""7_4"",""7_2""]","[{""src"":""http://34.125.186.26/images/7_4.jpg"",""x"":361,""y"":397,""move_time"":859},{""src"":""http://34.125.186.26/images/7_1.jpg"",""x"":361,""y"":397,""move_time"":525},{""src"":""http://34.125.186.26/images/7_3.jpg"",""x"":361,""y"":397,""move_time"":626},{""src"":""http://34.125.186.26/images/7_4.jpg"",""x"":200,""y"":397,""move_time"":654}]","[{""src"":""http://34.125.186.26/images/7_4.jpg"",""x"":200,""y"":397,""move_time"":654},{""src"":""http://34.125.186.26/images/7_3.jpg"",""x"":361,""y"":397,""move_time"":626},{""src"":""http://34.125.186.26/images/7_1.jpg"",""x"":361,""y"":397,""move_time"":525}]","",""
"","html-button-response","6","41969","0.0-6.0","23.8.2023, 1:17:51","conditionA","1056.7000000476837","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","7","43074","0.0-7.0","23.8.2023, 1:17:51","conditionA","1101.5","{""Q0"":""""}","","","","","",""
"","order","8","44165","0.0-8.0","23.8.2023, 1:17:51","conditionA","1090.300000011921","","","[""2_5"",""2_6"",""2_7"",""2_8""]","[]","[]","",""
"","html-button-response","9","45108","0.0-9.0","23.8.2023, 1:17:51","conditionA","941.3000000119209","","","","","","<p>How difficult was it to order the pictures?</p>","3"
