"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","responses","view_history","initial_locations","moves","final_locations","stimulus","button_pressed"
"","survey-text","10","45765","0.0-10.0","23.8.2023, 1:17:51","conditionA","654.9000000357628","{""Q0"":""""}","","","","","",""
"","order","11","47497","0.0-11.0","23.8.2023, 1:17:51","conditionA","1730.800000011921","","","[""3_2"",""3_1"",""3_4"",""3_3""]","[{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":361,""y"":397,""move_time"":856}]","[{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":361,""y"":397,""move_time"":856}]","",""
"","html-button-response","12","48392","0.0-12.0","23.8.2023, 1:17:51","conditionA","893.6000000238419","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","13","49434","0.0-13.0","23.8.2023, 1:17:51","conditionA","1037.4000000357628","{""Q0"":""""}","","","","","",""
"","order","14","50819","0.0-14.0","23.8.2023, 1:17:51","conditionA","1380.6000000238419","","","[""5_5"",""5_6"",""5_7"",""5_8""]","[{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":361,""y"":397,""move_time"":733}]","[{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":361,""y"":397,""move_time"":733}]","",""
"","html-button-response","15","51886","0.0-15.0","23.8.2023, 1:17:51","conditionA","1064.6000000238419","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","16","52718","0.0-16.0","23.8.2023, 1:17:51","conditionA","829.6000000238419","{""Q0"":""""}","","","","","",""
"","order","17","54337","0.0-17.0","23.8.2023, 1:17:51","conditionA","1618","","","[""9_1"",""9_2"",""9_3"",""9_4""]","[]","[]","",""
"","html-button-response","18","55281","0.0-18.0","23.8.2023, 1:17:51","conditionA","942.5","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","19","56732","0.0-19.0","23.8.2023, 1:17:51","conditionA","1449.800000011921","{""Q0"":""""}","","","","","",""
"","order","20","58252","0.0-20.0","23.8.2023, 1:17:51","conditionA","1518.7999999523163","","","[""1_4"",""1_2"",""1_1"",""1_3""]","[]","[]","",""
"","html-button-response","21","59313","0.0-21.0","23.8.2023, 1:17:51","conditionA","1059.3999999761581","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","22","60290","0.0-22.0","23.8.2023, 1:17:51","conditionA","974.1999999880791","{""Q0"":""""}","","","","","",""
"","order","23","62037","0.0-23.0","23.8.2023, 1:17:51","conditionA","1745.300000011921","","","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":361,""y"":397,""move_time"":726}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":361,""y"":397,""move_time"":726}]","",""
"","html-button-response","24","62725","0.0-24.0","23.8.2023, 1:17:51","conditionA","686.3000000119209","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","25","63590","0.0-25.0","23.8.2023, 1:17:51","conditionA","863.2000000476837","{""Q0"":""""}","","","","","",""
"","order","26","64823","0.0-26.0","23.8.2023, 1:17:51","conditionA","1231.9000000357628","","","[""6_5"",""6_6"",""6_7"",""6_8""]","[]","[]","",""
"","html-button-response","27","65672","0.0-27.0","23.8.2023, 1:17:51","conditionA","847.2999999523163","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","28","66425","0.0-28.0","23.8.2023, 1:17:51","conditionA","750.1999999880791","{""Q0"":""""}","","","","","",""
"","order","29","68397","0.0-29.0","23.8.2023, 1:17:51","conditionA","1971.199999988079","","","[""4_5"",""4_6"",""4_7"",""4_8""]","[{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":361,""y"":397,""move_time"":966}]","[{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":361,""y"":397,""move_time"":966}]","",""
"","html-button-response","30","69502","0.0-30.0","23.8.2023, 1:17:51","conditionA","1102.800000011921","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","31","70605","0.0-31.0","23.8.2023, 1:17:51","conditionA","1100.6000000238419","{""Q0"":""""}","","","","","",""
"","survey-text","32","71425","0.0-32.0","23.8.2023, 1:17:51","conditionA","818.1999999880791","{""Q0"":""""}","","","","","",""
"","instructions","33","72304","0.0-33.0","23.8.2023, 1:17:51","conditionA","879","","[{""page_index"":0,""viewing_time"":878.6000000238419}]","","","","",""
