"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","order","19","83485","0.0-19.0","1.9.2023, 0:22:00","conditionS","","9758","[""1_5"",""1_6"",""1_7"",""1_8""]","[{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":316,""y"":322,""move_time"":5492},{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":477,""y"":322,""move_time"":766},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":639,""y"":322,""move_time"":770},{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":800,""y"":322,""move_time"":787}]","[{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":316,""y"":322},{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":477,""y"":322},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":639,""y"":322},{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":800,""y"":322}]","4","","",""
"","html-button-response","20","84557","0.0-20.0","1.9.2023, 0:22:00","conditionS","","1070.9000000059605","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","21","85382","0.0-21.0","1.9.2023, 0:22:00","conditionS","","821.8000000119209","","","","","","","{""Q0"":""""}"
"","order","22","96797","0.0-22.0","1.9.2023, 0:22:00","conditionS","","11414","[""8_5"",""8_6"",""8_7"",""8_8""]","[{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":316,""y"":322,""move_time"":3565},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":477,""y"":322,""move_time"":4411},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":639,""y"":322,""move_time"":801},{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":800,""y"":322,""move_time"":1331}]","[{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":316,""y"":322},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":477,""y"":322},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":639,""y"":322},{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":800,""y"":322}]","4","","",""
"","html-button-response","23","97954","0.0-23.0","1.9.2023, 0:22:00","conditionS","","1155.199999988079","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","24","98745","0.0-24.0","1.9.2023, 0:22:00","conditionS","","788.9000000059605","","","","","","","{""Q0"":""""}"
"","order","25","112322","0.0-25.0","1.9.2023, 0:22:00","conditionS","","13576","[""6_4"",""6_2"",""6_1"",""6_3""]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":316,""y"":322,""move_time"":2956},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":477,""y"":322,""move_time"":1934},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":639,""y"":322,""move_time"":1037},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":800,""y"":322,""move_time"":1936}]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":316,""y"":322},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":477,""y"":322},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":639,""y"":322},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":800,""y"":322}]","4","","",""
"","html-button-response","26","113334","0.0-26.0","1.9.2023, 0:22:00","conditionS","","1010.5","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","27","114102","0.0-27.0","1.9.2023, 0:22:00","conditionS","","765.0999999940395","","","","","","","{""Q0"":""""}"
"","order","28","139629","0.0-28.0","1.9.2023, 0:22:00","conditionS","","25523","[""4_3"",""4_4"",""4_1"",""4_2""]","[{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":316,""y"":322,""move_time"":8166},{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":477,""y"":322,""move_time"":2691},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":639,""y"":322,""move_time"":1938},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":800,""y"":322,""move_time"":1653},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":639,""y"":322,""move_time"":862},{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":316,""y"":322,""move_time"":8893}]","[{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":316,""y"":322},{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":477,""y"":322},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":639,""y"":322},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":800,""y"":322}]","6","","",""
"","html-button-response","29","140649","0.0-29.0","1.9.2023, 0:22:00","conditionS","","1018.3999999761581","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","30","141657","0.0-30.0","1.9.2023, 0:22:00","conditionS","","1005.0999999940395","","","","","","","{""Q0"":""""}"
"","survey-text","31","143238","0.0-31.0","1.9.2023, 0:22:00","conditionS","","1578.4000000059605","","","","","","","{""Q0"":""7287""}"
"","survey-text","32","144886","0.0-32.0","1.9.2023, 0:22:00","conditionS","","1642.800000011921","","","","","","","{""Q0"":""7287""}"
"","instructions","33","145637","0.0-33.0","1.9.2023, 0:22:00","conditionS","[{""page_index"":0,""viewing_time"":750.2000000178814}]","750.4000000059605","","","","","","",""
