"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"true","fullscreen","0","2347","0.0-0.0","1.9.2023, 0:22:00","conditionS","","","","","","","","",""
"","instructions","1","34045","0.0-1.0","1.9.2023, 0:22:00","conditionS","[{""page_index"":0,""viewing_time"":18589.5},{""page_index"":1,""viewing_time"":750.7000000178814},{""page_index"":2,""viewing_time"":10328.5},{""page_index"":3,""viewing_time"":2028}]","31697","","","","","","",""
"","order","2","40318","0.0-2.0","1.9.2023, 0:22:00","conditionS","","6271","[""test_3"",""test_4"",""test_2"",""test_1""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":322},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":322},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":322},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":322}]","0","","",""
"","instructions","3","41429","0.0-3.0","1.9.2023, 0:22:00","conditionS","[{""page_index"":0,""viewing_time"":1110.300000011921}]","1110.6000000238419","","","","","","",""
"","order","4","43369","0.0-4.0","1.9.2023, 0:22:00","conditionS","","1939","[""7_5"",""7_6"",""7_7"",""7_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":322},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":322},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":322},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":322}]","0","","",""
"","html-button-response","5","44466","0.0-5.0","1.9.2023, 0:22:00","conditionS","","1094.699999988079","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","6","45286","0.0-6.0","1.9.2023, 0:22:00","conditionS","","809.5","","","","","","","{""Q0"":""""}"
"","order","7","47348","0.0-7.0","1.9.2023, 0:22:00","conditionS","","2061","[""2_1"",""2_3"",""2_2"",""2_4""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":322},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":322},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":322},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":322}]","0","","",""
"","html-button-response","8","48345","0.0-8.0","1.9.2023, 0:22:00","conditionS","","995.2000000178814","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","9","49017","0.0-9.0","1.9.2023, 0:22:00","conditionS","","670.5999999940395","","","","","","","{""Q0"":""""}"
"","order","10","52223","0.0-10.0","1.9.2023, 0:22:00","conditionS","","3205","[""3_5"",""3_6"",""3_7"",""3_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":322},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":322},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":322},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":322}]","0","","",""
"","html-button-response","11","53165","0.0-11.0","1.9.2023, 0:22:00","conditionS","","940.6999999880791","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","12","53877","0.0-12.0","1.9.2023, 0:22:00","conditionS","","709.0999999940395","","","","","","","{""Q0"":""""}"
"","order","13","64689","0.0-13.0","1.9.2023, 0:22:00","conditionS","","10815","[""5_2"",""5_4"",""5_1"",""5_3""]","[{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":316,""y"":322,""move_time"":6179},{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":477,""y"":322,""move_time"":943},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":639,""y"":322,""move_time"":1616},{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":800,""y"":322,""move_time"":969}]","[{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":316,""y"":322},{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":477,""y"":322},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":639,""y"":322},{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":800,""y"":322}]","4","","",""
"","html-button-response","14","65706","0.0-14.0","1.9.2023, 0:22:00","conditionS","","1014.7000000178814","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","15","66534","0.0-15.0","1.9.2023, 0:22:00","conditionS","","824.8000000119209","","","","","","","{""Q0"":""""}"
"","order","16","71594","0.0-16.0","1.9.2023, 0:22:00","conditionS","","5058","[""9_5"",""9_6"",""9_7"",""9_8""]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":316,""y"":322,""move_time"":1954},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":477,""y"":322,""move_time"":760},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":639,""y"":322,""move_time"":629},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":800,""y"":322,""move_time"":746}]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":316,""y"":322},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":477,""y"":322},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":639,""y"":322},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":800,""y"":322}]","4","","",""
"","html-button-response","17","72917","0.0-17.0","1.9.2023, 0:22:00","conditionS","","1322.3999999761581","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","18","73726","0.0-18.0","1.9.2023, 0:22:00","conditionS","","805.5999999940395","","","","","","","{""Q0"":""""}"
