"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","order","10","57740","0.0-10.0","9/1/2023, 9:25:00 AM","conditionO","","4960","[""3_5"",""3_6"",""3_7"",""3_8""]","[{""src"":""http://34.125.186.26/images/3_6.jpg"",""x"":638,""y"":486,""move_time"":1557},{""src"":""http://34.125.186.26/images/3_7.jpg"",""x"":800,""y"":486,""move_time"":741},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":476,""y"":486,""move_time"":1112},{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":962,""y"":486,""move_time"":980}]","[{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":476,""y"":486},{""src"":""http://34.125.186.26/images/3_6.jpg"",""x"":638,""y"":486},{""src"":""http://34.125.186.26/images/3_7.jpg"",""x"":800,""y"":486},{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":962,""y"":486}]","4","","",""
"","html-button-response","11","59237","0.0-11.0","9/1/2023, 9:25:00 AM","conditionO","","1493","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","12","60873","0.0-12.0","9/1/2023, 9:25:00 AM","conditionO","","1626","","","","","","","{""Q0"":""well""}"
"","order","13","66245","0.0-13.0","9/1/2023, 9:25:00 AM","conditionO","","5370","[""5_2"",""5_4"",""5_1"",""5_3""]","[{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":476,""y"":486,""move_time"":1815},{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":638,""y"":486,""move_time"":1322},{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":800,""y"":486,""move_time"":920},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":962,""y"":486,""move_time"":773}]","[{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":476,""y"":486},{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":638,""y"":486},{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":800,""y"":486},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":962,""y"":486}]","4","","",""
"","html-button-response","14","67563","0.0-14.0","9/1/2023, 9:25:00 AM","conditionO","","1315","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","15","69329","0.0-15.0","9/1/2023, 9:25:00 AM","conditionO","","1761","","","","","","","{""Q0"":""well""}"
"","order","16","74965","0.0-16.0","9/1/2023, 9:25:00 AM","conditionO","","5632","[""9_5"",""9_6"",""9_7"",""9_8""]","[{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":476,""y"":486,""move_time"":1770},{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":638,""y"":486,""move_time"":1482},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":800,""y"":486,""move_time"":737},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":962,""y"":486,""move_time"":883}]","[{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":476,""y"":486},{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":638,""y"":486},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":800,""y"":486},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":962,""y"":486}]","4","","",""
"","html-button-response","17","75990","0.0-17.0","9/1/2023, 9:25:00 AM","conditionO","","1022","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","18","79146","0.0-18.0","9/1/2023, 9:25:00 AM","conditionO","","3149","","","","","","","{""Q0"":""well""}"
"","order","19","83734","0.0-19.0","9/1/2023, 9:25:00 AM","conditionO","","4584","[""1_5"",""1_6"",""1_7"",""1_8""]","[{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":638,""y"":248,""move_time"":1763},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":476,""y"":486,""move_time"":758},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":962,""y"":248,""move_time"":733},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":962,""y"":486,""move_time"":639}]","[{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":476,""y"":486},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":638,""y"":486},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":486},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":962,""y"":486}]","4","","",""
"","html-button-response","20","84815","0.0-20.0","9/1/2023, 9:25:00 AM","conditionO","","1079","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","21","86477","0.0-21.0","9/1/2023, 9:25:00 AM","conditionO","","1656","","","","","","","{""Q0"":""well""}"
"","order","22","88524","0.0-22.0","9/1/2023, 9:25:00 AM","conditionO","","2044","[""8_5"",""8_6"",""8_7"",""8_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":476,""y"":486},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":638,""y"":486},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":486},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":962,""y"":486}]","0","","",""
"","html-button-response","23","89666","0.0-23.0","9/1/2023, 9:25:00 AM","conditionO","","1137","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","24","91453","0.0-24.0","9/1/2023, 9:25:00 AM","conditionO","","1763","","","","","","","{""Q0"":""well""}"
"","order","25","93231","0.0-25.0","9/1/2023, 9:25:00 AM","conditionO","","1773","[""6_4"",""6_2"",""6_1"",""6_3""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":476,""y"":486},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":638,""y"":486},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":486},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":962,""y"":486}]","0","","",""
"","html-button-response","26","94963","0.0-26.0","9/1/2023, 9:25:00 AM","conditionO","","1727","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","27","96804","0.0-27.0","9/1/2023, 9:25:00 AM","conditionO","","1831","","","","","","","{""Q0"":""well""}"
"","order","28","98921","0.0-28.0","9/1/2023, 9:25:00 AM","conditionO","","2112","[""4_3"",""4_4"",""4_1"",""4_2""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":476,""y"":486},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":638,""y"":486},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":486},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":962,""y"":486}]","0","","",""
"","html-button-response","29","99943","0.0-29.0","9/1/2023, 9:25:00 AM","conditionO","","1013","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","30","101533","0.0-30.0","9/1/2023, 9:25:00 AM","conditionO","","1569","","","","","","","{""Q0"":""well""}"
"","survey-text","31","103891","0.0-31.0","9/1/2023, 9:25:00 AM","conditionO","","2295","","","","","","","{""Q0"":""26""}"
"","survey-text","32","108268","0.0-32.0","9/1/2023, 9:25:00 AM","conditionO","","4365","","","","","","","{""Q0"":""Male""}"
"","instructions","33","123511","0.0-33.0","9/1/2023, 9:25:00 AM","conditionO","[{""page_index"":0,""viewing_time"":15234}]","15237","","","","","","",""
