"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","order","10","94347","0.0-10.0","9/1/2023, 9:31:02 PM","conditionO","","17877","[""3_5"",""3_6"",""3_7"",""3_8""]","[{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":77,""y"":394,""move_time"":12806},{""src"":""http://34.125.186.26/images/3_6.jpg"",""x"":400,""y"":394,""move_time"":1533},{""src"":""http://34.125.186.26/images/3_7.jpg"",""x"":238,""y"":394,""move_time"":1856},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":562,""y"":394,""move_time"":940}]","[{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":77,""y"":394},{""src"":""http://34.125.186.26/images/3_7.jpg"",""x"":238,""y"":394},{""src"":""http://34.125.186.26/images/3_6.jpg"",""x"":400,""y"":394},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":562,""y"":394}]","4","","",""
"","html-button-response","11","95334","0.0-11.0","9/1/2023, 9:31:02 PM","conditionO","","987","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","12","97070","0.0-12.0","9/1/2023, 9:31:02 PM","conditionO","","1735","","","","","","","{""Q0"":""It looked right""}"
"","order","13","107443","0.0-13.0","9/1/2023, 9:31:02 PM","conditionO","","10372","[""5_2"",""5_4"",""5_1"",""5_3""]","[{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":77,""y"":394,""move_time"":6939},{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":238,""y"":394,""move_time"":943},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":400,""y"":394,""move_time"":1023},{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":562,""y"":394,""move_time"":848}]","[{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":77,""y"":394},{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":238,""y"":394},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":400,""y"":394},{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":562,""y"":394}]","4","","",""
"","html-button-response","14","108453","0.0-14.0","9/1/2023, 9:31:02 PM","conditionO","","1009","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","15","109541","0.0-15.0","9/1/2023, 9:31:02 PM","conditionO","","1087","","","","","","","{""Q0"":""It looked right""}"
"","order","16","114498","0.0-16.0","9/1/2023, 9:31:02 PM","conditionO","","4956","[""9_5"",""9_6"",""9_7"",""9_8""]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":77,""y"":394,""move_time"":2608},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":238,""y"":394,""move_time"":566},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":400,""y"":394,""move_time"":612},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":562,""y"":394,""move_time"":529}]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":77,""y"":394},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":238,""y"":394},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":400,""y"":394},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":562,""y"":394}]","4","","",""
"","html-button-response","17","115323","0.0-17.0","9/1/2023, 9:31:02 PM","conditionO","","824","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","18","116321","0.0-18.0","9/1/2023, 9:31:02 PM","conditionO","","997","","","","","","","{""Q0"":""It looked right""}"
"","order","19","134114","0.0-19.0","9/1/2023, 9:31:02 PM","conditionO","","17792","[""1_5"",""1_6"",""1_7"",""1_8""]","[{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":77,""y"":394,""move_time"":13654},{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":238,""y"":394,""move_time"":1818},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":400,""y"":394,""move_time"":842},{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":562,""y"":394,""move_time"":746}]","[{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":77,""y"":394},{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":238,""y"":394},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":400,""y"":394},{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":562,""y"":394}]","4","","",""
"","html-button-response","20","135133","0.0-20.0","9/1/2023, 9:31:02 PM","conditionO","","1018","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","21","136052","0.0-21.0","9/1/2023, 9:31:02 PM","conditionO","","918","","","","","","","{""Q0"":""It looked right""}"
"","order","22","149223","0.0-22.0","9/1/2023, 9:31:02 PM","conditionO","","13170","[""8_5"",""8_6"",""8_7"",""8_8""]","[{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":77,""y"":394,""move_time"":6646},{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":238,""y"":394,""move_time"":1500},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":77,""y"":394,""move_time"":1141},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":77,""y"":394,""move_time"":1780},{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":400,""y"":394,""move_time"":638},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":562,""y"":394,""move_time"":661}]","[{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":77,""y"":394},{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":238,""y"":394},{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":400,""y"":394},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":562,""y"":394}]","6","","",""
"","html-button-response","23","150343","0.0-23.0","9/1/2023, 9:31:02 PM","conditionO","","1119","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","24","151251","0.0-24.0","9/1/2023, 9:31:02 PM","conditionO","","903","","","","","","","{""Q0"":""It looked right""}"
"","order","25","162498","0.0-25.0","9/1/2023, 9:31:02 PM","conditionO","","11247","[""6_4"",""6_2"",""6_1"",""6_3""]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":77,""y"":394,""move_time"":6974},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":238,""y"":394,""move_time"":732},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":400,""y"":394,""move_time"":854},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":562,""y"":394,""move_time"":1454}]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":77,""y"":394},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":238,""y"":394},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":400,""y"":394},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":562,""y"":394}]","4","","",""
"","html-button-response","26","165382","0.0-26.0","9/1/2023, 9:31:02 PM","conditionO","","2883","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","27","166612","0.0-27.0","9/1/2023, 9:31:02 PM","conditionO","","1229","","","","","","","{""Q0"":""It looked right""}"
"","order","28","180988","0.0-28.0","9/1/2023, 9:31:02 PM","conditionO","","14375","[""4_3"",""4_4"",""4_1"",""4_2""]","[{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":77,""y"":394,""move_time"":6597},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":238,""y"":394,""move_time"":733},{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":238,""y"":394,""move_time"":915},{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":77,""y"":394,""move_time"":1282},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":238,""y"":394,""move_time"":2130},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":400,""y"":394,""move_time"":949},{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":562,""y"":394,""move_time"":950}]","[{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":77,""y"":394},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":238,""y"":394},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":400,""y"":394},{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":562,""y"":394}]","7","","",""
"","html-button-response","29","181982","0.0-29.0","9/1/2023, 9:31:02 PM","conditionO","","994","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","30","182863","0.0-30.0","9/1/2023, 9:31:02 PM","conditionO","","880","","","","","","","{""Q0"":""It looked right""}"
"","survey-text","31","185397","0.0-31.0","9/1/2023, 9:31:02 PM","conditionO","","2531","","","","","","","{""Q0"":""35""}"
"","survey-text","32","187764","0.0-32.0","9/1/2023, 9:31:02 PM","conditionO","","2364","","","","","","","{""Q0"":""female""}"
"","instructions","33","191434","0.0-33.0","9/1/2023, 9:31:02 PM","conditionO","[{""page_index"":0,""viewing_time"":3670}]","3670","","","","","","",""
