"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","2391","0.0-0.0","9/8/2023, 7:21:22 PM","conditionS","","","","",""
"","instructions","1","7745","0.0-1.0","9/8/2023, 7:21:22 PM","conditionS","[{""page_index"":0,""viewing_time"":921.3000000007451},{""page_index"":1,""viewing_time"":833.1999999992549},{""page_index"":2,""viewing_time"":1205.2000000011176},{""page_index"":3,""viewing_time"":544.7999999988824},{""page_index"":4,""viewing_time"":291.1000000014901},{""page_index"":5,""viewing_time"":1556.199999999255}]","5352.800000000745","","",""
"","image-button-response","2","10398","0.0-2.0","9/8/2023, 7:21:22 PM","conditionS","","2651","images/with_no_order_2.jpeg","1",""
"","instructions","3","11160","0.0-3.0","9/8/2023, 7:21:22 PM","conditionS","[{""page_index"":0,""viewing_time"":760.8000000007451}]","761.4000000003725","","",""
"","image-button-response","4","12381","0.0-4.0","9/8/2023, 7:21:22 PM","conditionS","","1218.4000000003725","images/with_no_no_order_2.jpeg","2",""
"","instructions","5","13818","0.0-5.0","9/8/2023, 7:21:22 PM","conditionS","[{""page_index"":0,""viewing_time"":1435}]","1435.7000000011176","","",""
"","image-button-response","6","15031","0.0-6.0","9/8/2023, 7:21:22 PM","conditionS","","1211.800000000745","images/with_order_2.jpeg","0",""
"","instructions","7","15627","0.0-7.0","9/8/2023, 7:21:22 PM","conditionS","[{""page_index"":0,""viewing_time"":594}]","594.7999999988824","","",""
"","instructions","8","16479","0.0-8.0","9/8/2023, 7:21:22 PM","conditionS","[{""page_index"":0,""viewing_time"":850.0999999996275}]","850.8000000007451","","",""
"","image-button-response","9","17705","0.0-9.0","9/8/2023, 7:21:22 PM","conditionS","","1224.5999999996275","images/memory_example_1.jpg","0",""
"","instructions","10","20913","0.0-10.0","9/8/2023, 7:21:22 PM","conditionS","[{""page_index"":0,""viewing_time"":2002.7000000011176},{""page_index"":1,""viewing_time"":1203.5}]","3206.9000000003725","","",""
"","image-button-response","11","22617","0.0-11.0","9/8/2023, 7:21:22 PM","conditionS","","1702.4000000003725","images/scrambled_22.jpeg","1",""
"","image-button-response","12","24271","0.0-12.0","9/8/2023, 7:21:22 PM","conditionS","","1652.300000000745","images/order_33.jpeg","0",""
"","image-button-response","13","25561","0.0-13.0","9/8/2023, 7:21:22 PM","conditionS","","1287.7999999988824","images/order_22.jpeg","0",""
"","image-button-response","14","31133","0.0-14.0","9/8/2023, 7:21:22 PM","conditionS","","5569.700000001118","images/memory_7.png","1",""
"","image-button-response","15","32405","0.0-15.0","9/8/2023, 7:21:22 PM","conditionS","","1270.4000000003725","images/memory_8.png","0",""
"","image-button-response","16","35133","0.0-16.0","9/8/2023, 7:21:22 PM","conditionS","","2725.4000000003725","images/memory_9.png","0",""
"","image-button-response","17","37575","0.0-17.0","9/8/2023, 7:21:22 PM","conditionS","","2439.7000000011176","images/order_11.jpeg","0",""
"","image-button-response","18","39219","0.0-18.0","9/8/2023, 7:21:22 PM","conditionS","","1641.7000000011176","images/scrambled_11.jpeg","2",""
"","image-button-response","19","40875","0.0-19.0","9/8/2023, 7:21:22 PM","conditionS","","1654.199999999255","images/non_order_11.jpeg","1",""
"","image-button-response","20","41909","0.0-20.0","9/8/2023, 7:21:22 PM","conditionS","","1031.9000000003725","images/memory_11.png","0",""
"","image-button-response","21","43231","0.0-21.0","9/8/2023, 7:21:22 PM","conditionS","","1319.7000000011176","images/memory_10.png","1",""
"","image-button-response","22","46116","0.0-22.0","9/8/2023, 7:21:22 PM","conditionS","","2882.7000000011176","images/memory_12.png","1",""
"","image-button-response","23","47299","0.0-23.0","9/8/2023, 7:21:22 PM","conditionS","","1181.7000000011176","images/order_44.jpeg","0",""
"","image-button-response","24","48423","0.0-24.0","9/8/2023, 7:21:22 PM","conditionS","","1121.699999999255","images/non_order_33.jpeg","0",""
"","image-button-response","25","49473","0.0-25.0","9/8/2023, 7:21:22 PM","conditionS","","1047.699999999255","images/order_55.jpeg","0",""
"","image-button-response","26","50975","0.0-26.0","9/8/2023, 7:21:22 PM","conditionS","","1499.5","images/memory_5.png","0",""
"","image-button-response","27","53609","0.0-27.0","9/8/2023, 7:21:22 PM","conditionS","","2631.4000000003725","images/memory_13.png","0",""
"","image-button-response","28","55231","0.0-28.0","9/8/2023, 7:21:22 PM","conditionS","","1620.199999999255","images/memory_1.png","0",""
"","survey-text","29","57977","0.0-29.0","9/8/2023, 7:21:22 PM","conditionS","","2740.9000000003725","","","{""Q0"":""31""}"
"","survey-text","30","60848","0.0-30.0","9/8/2023, 7:21:22 PM","conditionS","","2864.9000000003725","","","{""Q0"":""Female""}"
"","instructions","31","62559","0.0-31.0","9/8/2023, 7:21:22 PM","conditionS","[{""page_index"":0,""viewing_time"":1708.9000000003725}]","1709.4000000003725","","",""
