"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","order","10","147321","0.0-10.0","9/1/2023, 8:58:32 PM","conditionS","","23579","[""3_5"",""3_6"",""3_7"",""3_8""]","[{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":457,""y"":386,""move_time"":20465},{""src"":""http://34.125.186.26/images/3_7.jpg"",""x"":619,""y"":386,""move_time"":960},{""src"":""http://34.125.186.26/images/3_6.jpg"",""x"":781,""y"":386,""move_time"":852},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":943,""y"":386,""move_time"":656}]","[{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":457,""y"":386},{""src"":""http://34.125.186.26/images/3_7.jpg"",""x"":619,""y"":386},{""src"":""http://34.125.186.26/images/3_6.jpg"",""x"":781,""y"":386},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":943,""y"":386}]","4","","",""
"","html-button-response","11","148453","0.0-11.0","9/1/2023, 8:58:32 PM","conditionS","","1130.800000011921","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","12","159249","0.0-12.0","9/1/2023, 8:58:32 PM","conditionS","","10794.300000011921","","","","","","","{""Q0"":""I felt like the end was the cow protecting the table.""}"
"","order","13","167353","0.0-13.0","9/1/2023, 8:58:32 PM","conditionS","","8103","[""5_2"",""5_4"",""5_1"",""5_3""]","[{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":457,""y"":386,""move_time"":5093},{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":619,""y"":386,""move_time"":805},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":781,""y"":386,""move_time"":687},{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":943,""y"":386,""move_time"":768}]","[{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":457,""y"":386},{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":619,""y"":386},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":781,""y"":386},{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":943,""y"":386}]","4","","",""
"","html-button-response","14","168989","0.0-14.0","9/1/2023, 8:58:32 PM","conditionS","","1635.1000000238419","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","15","183888","0.0-15.0","9/1/2023, 8:58:32 PM","conditionS","","14898.199999988079","","","","","","","{""Q0"":""It shows the cat noticing the string all the way until it's closed the hoodie.""}"
"","order","16","194508","0.0-16.0","9/1/2023, 8:58:32 PM","conditionS","","10619","[""9_5"",""9_6"",""9_7"",""9_8""]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":457,""y"":386,""move_time"":3854},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":781,""y"":148,""move_time"":1643},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":619,""y"":386,""move_time"":1248},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":943,""y"":386,""move_time"":1061},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":781,""y"":386,""move_time"":1191},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":943,""y"":386,""move_time"":729}]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":457,""y"":386},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":619,""y"":386},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":781,""y"":386},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":943,""y"":386}]","6","","",""
"","html-button-response","17","195793","0.0-17.0","9/1/2023, 8:58:32 PM","conditionS","","1282.699999988079","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","18","204856","0.0-18.0","9/1/2023, 8:58:32 PM","conditionS","","9062.200000047684","","","","","","","{""Q0"":""I went from less lines to more lines.""}"
"","order","19","227672","0.0-19.0","9/1/2023, 8:58:32 PM","conditionS","","22815","[""1_5"",""1_6"",""1_7"",""1_8""]","[{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":457,""y"":386,""move_time"":19981},{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":619,""y"":386,""move_time"":860},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":781,""y"":386,""move_time"":729},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":943,""y"":386,""move_time"":672}]","[{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":457,""y"":386},{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":619,""y"":386},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":781,""y"":386},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":943,""y"":386}]","4","","",""
"","html-button-response","20","228908","0.0-20.0","9/1/2023, 8:58:32 PM","conditionS","","1235","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","21","244408","0.0-21.0","9/1/2023, 8:58:32 PM","conditionS","","15498.399999976158","","","","","","","{""Q0"":""Being in the water seemed like it would be the goal but it was hard to choose how it got here.""}"
"","order","22","260535","0.0-22.0","9/1/2023, 8:58:32 PM","conditionS","","16127","[""8_5"",""8_6"",""8_7"",""8_8""]","[{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":619,""y"":148,""move_time"":11481},{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":457,""y"":386,""move_time"":677},{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":619,""y"":386,""move_time"":656},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":781,""y"":386,""move_time"":824},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":943,""y"":386,""move_time"":896}]","[{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":457,""y"":386},{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":619,""y"":386},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":781,""y"":386},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":943,""y"":386}]","5","","",""
"","html-button-response","23","261432","0.0-23.0","9/1/2023, 8:58:32 PM","conditionS","","895.1999999880791","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","24","282603","0.0-24.0","9/1/2023, 8:58:32 PM","conditionS","","21170.299999952316","","","","","","","{""Q0"":""I couldn't quite place how these would make sense in my head but the turtle in egg seemed like it would be the last hatching.""}"
"","order","25","290975","0.0-25.0","9/1/2023, 8:58:32 PM","conditionS","","8371","[""6_4"",""6_2"",""6_1"",""6_3""]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":457,""y"":386,""move_time"":5053},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":619,""y"":386,""move_time"":1092},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":781,""y"":386,""move_time"":752},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":943,""y"":386,""move_time"":833}]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":457,""y"":386},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":619,""y"":386},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":781,""y"":386},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":943,""y"":386}]","4","","",""
"","html-button-response","26","291939","0.0-26.0","9/1/2023, 8:58:32 PM","conditionS","","962.8999999761581","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","27","300599","0.0-27.0","9/1/2023, 8:58:32 PM","conditionS","","8658.600000023842","","","","","","","{""Q0"":""It progressed from one bird to many.""}"
"","order","28","308659","0.0-28.0","9/1/2023, 8:58:32 PM","conditionS","","8059","[""4_3"",""4_4"",""4_1"",""4_2""]","[{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":457,""y"":386,""move_time"":3477},{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":619,""y"":386,""move_time"":1280},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":781,""y"":386,""move_time"":1108},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":943,""y"":386,""move_time"":768}]","[{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":457,""y"":386},{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":619,""y"":386},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":781,""y"":386},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":943,""y"":386}]","4","","",""
"","html-button-response","29","309907","0.0-29.0","9/1/2023, 8:58:32 PM","conditionS","","1247","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","30","324686","0.0-30.0","9/1/2023, 8:58:32 PM","conditionS","","14778.299999952316","","","","","","","{""Q0"":""It progressed from rain to dry and then them covering each other from that rain.""}"
"","survey-text","31","327410","0.0-31.0","9/1/2023, 8:58:32 PM","conditionS","","2722.300000011921","","","","","","","{""Q0"":""33""}"
"","survey-text","32","330590","0.0-32.0","9/1/2023, 8:58:32 PM","conditionS","","3177.5","","","","","","","{""Q0"":""female""}"
"","instructions","33","338098","0.0-33.0","9/1/2023, 8:58:32 PM","conditionS","[{""page_index"":0,""viewing_time"":7507.400000035763}]","7508","","","","","","",""
