"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"true","fullscreen","0","2335","0.0-0.0","9/1/2023, 8:58:32 PM","conditionS","","","","","","","","",""
"","instructions","1","58771","0.0-1.0","9/1/2023, 8:58:32 PM","conditionS","[{""page_index"":0,""viewing_time"":1099.300000011921},{""page_index"":1,""viewing_time"":4768},{""page_index"":2,""viewing_time"":49327},{""page_index"":3,""viewing_time"":1240.4000000357628}]","56435.200000047684","","","","","","",""
"","order","2","67727","0.0-2.0","9/1/2023, 8:58:32 PM","conditionS","","8954","[""test_3"",""test_4"",""test_2"",""test_1""]","[{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":457,""y"":386,""move_time"":5497},{""src"":""http://34.125.186.26/images/test_2.jpg"",""x"":619,""y"":386,""move_time"":993},{""src"":""http://34.125.186.26/images/test_3.jpg"",""x"":781,""y"":386,""move_time"":847},{""src"":""http://34.125.186.26/images/test_4.jpg"",""x"":943,""y"":386,""move_time"":805}]","[{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":457,""y"":386},{""src"":""http://34.125.186.26/images/test_2.jpg"",""x"":619,""y"":386},{""src"":""http://34.125.186.26/images/test_3.jpg"",""x"":781,""y"":386},{""src"":""http://34.125.186.26/images/test_4.jpg"",""x"":943,""y"":386}]","4","","",""
"","instructions","3","69954","0.0-3.0","9/1/2023, 8:58:32 PM","conditionS","[{""page_index"":0,""viewing_time"":2227}]","2227.199999988079","","","","","","",""
"","order","4","84862","0.0-4.0","9/1/2023, 8:58:32 PM","conditionS","","14907","[""7_5"",""7_6"",""7_7"",""7_8""]","[{""src"":""http://34.125.186.26/images/7_7.jpg"",""x"":457,""y"":386,""move_time"":10945},{""src"":""http://34.125.186.26/images/7_5.jpg"",""x"":619,""y"":386,""move_time"":1160},{""src"":""http://34.125.186.26/images/7_6.jpg"",""x"":781,""y"":386,""move_time"":806},{""src"":""http://34.125.186.26/images/7_8.jpg"",""x"":943,""y"":386,""move_time"":862}]","[{""src"":""http://34.125.186.26/images/7_7.jpg"",""x"":457,""y"":386},{""src"":""http://34.125.186.26/images/7_5.jpg"",""x"":619,""y"":386},{""src"":""http://34.125.186.26/images/7_6.jpg"",""x"":781,""y"":386},{""src"":""http://34.125.186.26/images/7_8.jpg"",""x"":943,""y"":386}]","4","","",""
"","html-button-response","5","86562","0.0-5.0","9/1/2023, 8:58:32 PM","conditionS","","1699","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","6","106378","0.0-6.0","9/1/2023, 8:58:32 PM","conditionS","","19812","","","","","","","{""Q0"":""I felt like them being together was the end goal as that would be the most happy, but it was hard to choose the order.""}"
"","order","7","113274","0.0-7.0","9/1/2023, 8:58:32 PM","conditionS","","6895","[""2_1"",""2_3"",""2_2"",""2_4""]","[{""src"":""http://34.125.186.26/images/2_1.jpg"",""x"":457,""y"":386,""move_time"":3917},{""src"":""http://34.125.186.26/images/2_2.jpg"",""x"":619,""y"":386,""move_time"":944},{""src"":""http://34.125.186.26/images/2_3.jpg"",""x"":781,""y"":386,""move_time"":722},{""src"":""http://34.125.186.26/images/2_4.jpg"",""x"":943,""y"":386,""move_time"":722}]","[{""src"":""http://34.125.186.26/images/2_1.jpg"",""x"":457,""y"":386},{""src"":""http://34.125.186.26/images/2_2.jpg"",""x"":619,""y"":386},{""src"":""http://34.125.186.26/images/2_3.jpg"",""x"":781,""y"":386},{""src"":""http://34.125.186.26/images/2_4.jpg"",""x"":943,""y"":386}]","4","","",""
"","html-button-response","8","114666","0.0-8.0","9/1/2023, 8:58:32 PM","conditionS","","1391.1000000238419","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","9","123741","0.0-9.0","9/1/2023, 8:58:32 PM","conditionS","","9074.100000023842","","","","","","","{""Q0"":""This showed the girl bringing out the umbrella.""}"
