"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","order","10","220328","0.0-10.0","9/1/2023, 10:41:15 PM","conditionO","","57319","[""3_5"",""3_6"",""3_7"",""3_8""]","[{""src"":""http://34.125.186.26/images/3_7.jpg"",""x"":356,""y"":421,""move_time"":48983},{""src"":""http://34.125.186.26/images/3_6.jpg"",""x"":518,""y"":421,""move_time"":1268},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":680,""y"":421,""move_time"":3442},{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":680,""y"":421,""move_time"":913},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":842,""y"":421,""move_time"":1949}]","[{""src"":""http://34.125.186.26/images/3_7.jpg"",""x"":356,""y"":421},{""src"":""http://34.125.186.26/images/3_6.jpg"",""x"":518,""y"":421},{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":680,""y"":421},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":842,""y"":421}]","5","","",""
"","html-button-response","11","221543","0.0-11.0","9/1/2023, 10:41:15 PM","conditionO","","1214.2000000178814","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","12","236639","0.0-12.0","9/1/2023, 10:41:15 PM","conditionO","","15093.899999976158","","","","","","","{""Q0"":""puts kitten to bed. Then attends a call. Them takes food.""}"
"","order","13","257961","0.0-13.0","9/1/2023, 10:41:15 PM","conditionO","","21322","[""5_2"",""5_4"",""5_1"",""5_3""]","[{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":356,""y"":421,""move_time"":16143},{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":518,""y"":421,""move_time"":1209},{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":842,""y"":421,""move_time"":1624},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":680,""y"":421,""move_time"":1359}]","[{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":356,""y"":421},{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":518,""y"":421},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":680,""y"":421},{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":842,""y"":421}]","4","","",""
"","html-button-response","14","259579","0.0-14.0","9/1/2023, 10:41:15 PM","conditionO","","1617.0999999940395","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","15","275105","0.0-15.0","9/1/2023, 10:41:15 PM","conditionO","","15524.5","","","","","","","{""Q0"":""fascinated by the thread. Pulls it. It clings to the neighbour""}"
"","order","16","297111","0.0-16.0","9/1/2023, 10:41:15 PM","conditionO","","22005","[""9_5"",""9_6"",""9_7"",""9_8""]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":356,""y"":421,""move_time"":11373},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":518,""y"":421,""move_time"":2236},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":680,""y"":421,""move_time"":968},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":842,""y"":421,""move_time"":1936},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":680,""y"":182,""move_time"":2564},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":518,""y"":421,""move_time"":1044},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":680,""y"":421,""move_time"":936}]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":356,""y"":421},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":518,""y"":421},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":680,""y"":421},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":842,""y"":421}]","7","","",""
"","html-button-response","17","298775","0.0-17.0","9/1/2023, 10:41:15 PM","conditionO","","1663.2999999821186","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","18","308553","0.0-18.0","9/1/2023, 10:41:15 PM","conditionO","","9776.300000011921","","","","","","","{""Q0"":""Graduation it becomes more angled.""}"
"","order","19","332213","0.0-19.0","9/1/2023, 10:41:15 PM","conditionO","","23659","[""1_5"",""1_6"",""1_7"",""1_8""]","[{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":356,""y"":421,""move_time"":18579},{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":518,""y"":421,""move_time"":998},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":680,""y"":421,""move_time"":1021},{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":842,""y"":421,""move_time"":1137}]","[{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":356,""y"":421},{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":518,""y"":421},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":680,""y"":421},{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":842,""y"":421}]","4","","",""
"","html-button-response","20","333489","0.0-20.0","9/1/2023, 10:41:15 PM","conditionO","","1275.7000000178814","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","21","350789","0.0-21.0","9/1/2023, 10:41:15 PM","conditionO","","17298.40000000596","","","","","","","{""Q0"":""Sequence of his tiredness. Runs. Needs air, takes rest. attends party.""}"
"","order","22","390478","0.0-22.0","9/1/2023, 10:41:15 PM","conditionO","","39689","[""8_5"",""8_6"",""8_7"",""8_8""]","[{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":842,""y"":421,""move_time"":17882},{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":518,""y"":421,""move_time"":2908},{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":356,""y"":421,""move_time"":2567},{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":518,""y"":421,""move_time"":2243},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":356,""y"":421,""move_time"":2784},{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":680,""y"":421,""move_time"":3658},{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":680,""y"":182,""move_time"":1014},{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":680,""y"":421,""move_time"":1632},{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":518,""y"":421,""move_time"":1639},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":842,""y"":421,""move_time"":1414}]","[{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":356,""y"":421},{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":518,""y"":421},{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":680,""y"":421},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":842,""y"":421}]","10","","",""
"","html-button-response","23","391801","0.0-23.0","9/1/2023, 10:41:15 PM","conditionO","","1321.6000000238419","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","24","400115","0.0-24.0","9/1/2023, 10:41:15 PM","conditionO","","8312.199999988079","","","","","","","{""Q0"":""zoomed out to zoomed in picture.""}"
"","order","25","412255","0.0-25.0","9/1/2023, 10:41:15 PM","conditionO","","12139","[""6_4"",""6_2"",""6_1"",""6_3""]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":356,""y"":421,""move_time"":7687},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":518,""y"":421,""move_time"":1037},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":680,""y"":421,""move_time"":1254},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":842,""y"":421,""move_time"":1305}]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":356,""y"":421},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":518,""y"":421},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":680,""y"":421},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":842,""y"":421}]","4","","",""
"","html-button-response","26","413878","0.0-26.0","9/1/2023, 10:41:15 PM","conditionO","","1622.300000011921","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","27","420321","0.0-27.0","9/1/2023, 10:41:15 PM","conditionO","","6440.800000011921","","","","","","","{""Q0"":""birds start gathering.""}"
"","order","28","446905","0.0-28.0","9/1/2023, 10:41:15 PM","conditionO","","26583","[""4_3"",""4_4"",""4_1"",""4_2""]","[{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":356,""y"":421,""move_time"":22672},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":680,""y"":421,""move_time"":1164},{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":842,""y"":421,""move_time"":947},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":518,""y"":421,""move_time"":1052}]","[{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":356,""y"":421},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":518,""y"":421},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":680,""y"":421},{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":842,""y"":421}]","4","","",""
"","html-button-response","29","448513","0.0-29.0","9/1/2023, 10:41:15 PM","conditionO","","1606.7000000178814","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","30","460593","0.0-30.0","9/1/2023, 10:41:15 PM","conditionO","","12078.700000017881","","","","","","","{""Q0"":""they meat. opens umbrella. The umbrella flies.""}"
"","survey-text","31","465443","0.0-31.0","9/1/2023, 10:41:15 PM","conditionO","","4848","","","","","","","{""Q0"":""23""}"
"","survey-text","32","469937","0.0-32.0","9/1/2023, 10:41:15 PM","conditionO","","4491","","","","","","","{""Q0"":""female""}"
"","instructions","33","502508","0.0-33.0","9/1/2023, 10:41:15 PM","conditionO","[{""page_index"":0,""viewing_time"":32569.19999998808}]","32569.90000000596","","","","","","",""
