"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","order","16","391499","0.0-16.0","9/1/2023, 9:21:54 PM","conditionO","","43429","[""9_5"",""9_6"",""9_7"",""9_8""]","[{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":316,""y"":397,""move_time"":22085},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":477,""y"":158,""move_time"":4108},{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":316,""y"":397,""move_time"":1956},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":477,""y"":397,""move_time"":2745},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":639,""y"":397,""move_time"":1975},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":800,""y"":397,""move_time"":2254},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":639,""y"":397,""move_time"":4620}]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":800,""y"":397}]","7","","",""
"","html-button-response","17","392864","0.0-17.0","9/1/2023, 9:21:54 PM","conditionO","","1363.3999999761581","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","18","419373","0.0-18.0","9/1/2023, 9:21:54 PM","conditionO","","26506.299999952316","","","","","","","{""Q0"":""It seemed like the image got more pointed edges as it went on""}"
"","order","19","481741","0.0-19.0","9/1/2023, 9:21:54 PM","conditionO","","62367","[""1_5"",""1_6"",""1_7"",""1_8""]","[{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":316,""y"":397,""move_time"":44680},{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":477,""y"":397,""move_time"":2564},{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":477,""y"":158,""move_time"":2573},{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":477,""y"":397,""move_time"":1679},{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":639,""y"":397,""move_time"":1712},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":800,""y"":397,""move_time"":2290}]","[{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":800,""y"":397}]","6","","",""
"","html-button-response","20","483747","0.0-20.0","9/1/2023, 9:21:54 PM","conditionO","","2003.5","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","21","505441","0.0-21.0","9/1/2023, 9:21:54 PM","conditionO","","21689.5","","","","","","","{""Q0"":""It looked like they noticed an ornanment on the tree and stole it""}"
"","order","22","540349","0.0-22.0","9/1/2023, 9:21:54 PM","conditionO","","34906","[""8_5"",""8_6"",""8_7"",""8_8""]","[{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":316,""y"":397,""move_time"":13803},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":477,""y"":397,""move_time"":4346},{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":639,""y"":397,""move_time"":1929},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":800,""y"":397,""move_time"":1918}]","[{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":800,""y"":397}]","4","","",""
"","html-button-response","23","542160","0.0-23.0","9/1/2023, 9:21:54 PM","conditionO","","1809.2999999523163","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","24","567550","0.0-24.0","9/1/2023, 9:21:54 PM","conditionO","","25387.399999976158","","","","","","","{""Q0"":""It seemed like the bunny was sitting down and saw an egg drop and crack""}"
"","order","25","580111","0.0-25.0","9/1/2023, 9:21:54 PM","conditionO","","12559","[""6_4"",""6_2"",""6_1"",""6_3""]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":316,""y"":397,""move_time"":5874},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":477,""y"":397,""move_time"":1716},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":639,""y"":397,""move_time"":1475},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":800,""y"":397,""move_time"":1801}]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":800,""y"":397}]","4","","",""
"","html-button-response","26","582159","0.0-26.0","9/1/2023, 9:21:54 PM","conditionO","","2047.1000000238419","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","27","593380","0.0-27.0","9/1/2023, 9:21:54 PM","conditionO","","11218.799999952316","","","","","","","{""Q0"":""More birds came to sit on the line""}"
"","order","28","628924","0.0-28.0","9/1/2023, 9:21:54 PM","conditionO","","35543","[""4_3"",""4_4"",""4_1"",""4_2""]","[{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":316,""y"":397,""move_time"":10190},{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":477,""y"":397,""move_time"":2116},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":639,""y"":397,""move_time"":1599},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":639,""y"":158,""move_time"":9054},{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":316,""y"":397,""move_time"":2252},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":477,""y"":397,""move_time"":2342},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":800,""y"":397,""move_time"":3194}]","[{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":800,""y"":397}]","7","","",""
"","html-button-response","29","632483","0.0-29.0","9/1/2023, 9:21:54 PM","conditionO","","3556.7000000476837","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","30","657916","0.0-30.0","9/1/2023, 9:21:54 PM","conditionO","","25431.700000047684","","","","","","","{""Q0"":""They were getting rained on, so they thought to use umbrellas""}"
"","survey-text","31","661551","0.0-31.0","9/1/2023, 9:21:54 PM","conditionO","","3631.2000000476837","","","","","","","{""Q0"":""34""}"
"","survey-text","32","671281","0.0-32.0","9/1/2023, 9:21:54 PM","conditionO","","9724.700000047684","","","","","","","{""Q0"":""FEMALE""}"
"","instructions","33","682948","0.0-33.0","9/1/2023, 9:21:54 PM","conditionO","[{""page_index"":0,""viewing_time"":11664.899999976158}]","11665.899999976158","","","","","","",""
