"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","3184","0.0-0.0","9/4/2023, 11:20:53 AM","conditionS","","","","",""
"","instructions","1","19771","0.0-1.0","9/4/2023, 11:20:53 AM","conditionS","[{""page_index"":0,""viewing_time"":1407.2000000476837},{""page_index"":1,""viewing_time"":5681.199999928474},{""page_index"":2,""viewing_time"":2208.3000000715256},{""page_index"":3,""viewing_time"":1488},{""page_index"":4,""viewing_time"":1952.6000000238419},{""page_index"":5,""viewing_time"":3848.399999976158}]","16585.899999976158","","",""
"","image-button-response","2","24515","0.0-2.0","9/4/2023, 11:20:53 AM","conditionS","","4743.900000095367","images/with_no_order_2.jpeg","2",""
"","image-button-response","3","25691","0.0-3.0","9/4/2023, 11:20:53 AM","conditionS","","1175.6000000238419","images/with_no_no_order_2.jpeg","2",""
"","image-button-response","4","27100","0.0-4.0","9/4/2023, 11:20:53 AM","conditionS","","1407.6999999284744","images/with_order_2.jpeg","0",""
"","instructions","5","29612","0.0-5.0","9/4/2023, 11:20:53 AM","conditionS","[{""page_index"":0,""viewing_time"":2511.8000000715256}]","2512","","",""
"","image-button-response","6","36093","0.0-6.0","9/4/2023, 11:20:53 AM","conditionS","","6480.5","images/memory_example_1.jpg","1",""
"","instructions","7","39662","0.0-7.0","9/4/2023, 11:20:53 AM","conditionS","[{""page_index"":0,""viewing_time"":1983.7999999523163},{""page_index"":1,""viewing_time"":1584.4000000953674}]","3568.5","","",""
"","image-button-response","8","42782","0.0-8.0","9/4/2023, 11:20:53 AM","conditionS","","3119.8000000715256","images/non_order_2.jpeg","1",""
"","image-button-response","9","45447","0.0-9.0","9/4/2023, 11:20:53 AM","conditionS","","2663.6999999284744","images/scrambled_2.jpeg","2",""
"","image-button-response","10","51327","0.0-10.0","9/4/2023, 11:20:53 AM","conditionS","","5879.799999952316","images/order_2.jpeg","1",""
"","image-button-response","11","56680","0.0-11.0","9/4/2023, 11:20:53 AM","conditionS","","5352.700000047684","images/memory_1.png","1",""
"","image-button-response","12","58993","0.0-12.0","9/4/2023, 11:20:53 AM","conditionS","","2311.7000000476837","images/memory_2.png","1",""
"","image-button-response","13","61017","0.0-13.0","9/4/2023, 11:20:53 AM","conditionS","","2023.3999999761581","images/memory_3.png","0",""
"","image-button-response","14","67578","0.0-14.0","9/4/2023, 11:20:53 AM","conditionS","","6560.5","images/scrambled_1.jpeg","1",""
"","image-button-response","15","74371","0.0-15.0","9/4/2023, 11:20:53 AM","conditionS","","6792.599999904633","images/non_order_1.jpeg","1",""
"","image-button-response","16","78676","0.0-16.0","9/4/2023, 11:20:53 AM","conditionS","","4304.200000047684","images/order_1.jpeg","0",""
"","image-button-response","17","82340","0.0-17.0","9/4/2023, 11:20:53 AM","conditionS","","3663.7000000476837","images/memory_4.png","1",""
"","image-button-response","18","86981","0.0-18.0","9/4/2023, 11:20:53 AM","conditionS","","4640.400000095367","images/memory_5.png","0",""
"","image-button-response","19","89181","0.0-19.0","9/4/2023, 11:20:53 AM","conditionS","","2199.7999999523163","images/memory_6.png","0",""
"","survey-text","20","91662","0.0-20.0","9/4/2023, 11:20:53 AM","conditionS","","2478.9000000953674","","","{""Q0"":""27""}"
"","survey-text","21","94189","0.0-21.0","9/4/2023, 11:20:53 AM","conditionS","","2526","","","{""Q0"":""male""}"
"","instructions","22","107224","0.0-22.0","9/4/2023, 11:20:53 AM","conditionS","[{""page_index"":0,""viewing_time"":13033.700000047684}]","13033.899999976158","","",""
