"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","survey-text","24","38375","0.0-24.0","24.8.2023, 16:38:13","conditionO","","850.3999999761581","","","","","","","{""Q0"":""""}"
"","order","25","39566","0.0-25.0","24.8.2023, 16:38:13","conditionO","","1190","[""6_5"",""6_6"",""6_7"",""6_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","","",""
"","html-button-response","26","40247","0.0-26.0","24.8.2023, 16:38:13","conditionO","","680.2999999523163","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","27","41403","0.0-27.0","24.8.2023, 16:38:13","conditionO","","1153.699999988079","","","","","","","{""Q0"":""""}"
"","order","28","43434","0.0-28.0","24.8.2023, 16:38:13","conditionO","","2031","[""4_5"",""4_6"",""4_7"",""4_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","","",""
"","html-button-response","29","44519","0.0-29.0","24.8.2023, 16:38:13","conditionO","","1083.800000011921","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","30","45390","0.0-30.0","24.8.2023, 16:38:13","conditionO","","868.6000000238419","","","","","","","{""Q0"":""""}"
"","survey-text","31","47532","0.0-31.0","24.8.2023, 16:38:13","conditionO","","2137.699999988079","","","","","","","{""Q0"":""21""}"
"","survey-text","32","51415","0.0-32.0","24.8.2023, 16:38:13","conditionO","","3877","","","","","","","{""Q0"":""78""}"
"","instructions","33","59746","0.0-33.0","24.8.2023, 16:38:13","conditionO","[{""page_index"":0,""viewing_time"":8329.799999952316}]","8330.099999964237","","","","","","",""
