"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"true","fullscreen","0","2300","0.0-0.0","24.8.2023, 16:38:13","conditionO","","","","","","","","",""
"","instructions","1","8392","0.0-1.0","24.8.2023, 16:38:13","conditionO","[{""page_index"":0,""viewing_time"":952},{""page_index"":1,""viewing_time"":1128.800000011921},{""page_index"":2,""viewing_time"":2171.900000035763},{""page_index"":3,""viewing_time"":1836.3999999761581}]","6089.700000047684","","","","","","",""
"","order","2","11899","0.0-2.0","24.8.2023, 16:38:13","conditionO","","3506","[""test_3"",""test_4"",""test_2"",""test_1""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","","",""
"","instructions","3","12926","0.0-3.0","24.8.2023, 16:38:13","conditionO","[{""page_index"":0,""viewing_time"":1025.699999988079}]","1026","","","","","","",""
"","order","4","16207","0.0-4.0","24.8.2023, 16:38:13","conditionO","","3280","[""7_3"",""7_1"",""7_4"",""7_2""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","","",""
"","html-button-response","5","17235","0.0-5.0","24.8.2023, 16:38:13","conditionO","","1027.199999988079","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","6","18550","0.0-6.0","24.8.2023, 16:38:13","conditionO","","1300.5999999642372","","","","","","","{""Q0"":""""}"
"","order","7","19767","0.0-7.0","24.8.2023, 16:38:13","conditionO","","1215","[""2_5"",""2_6"",""2_7"",""2_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","","",""
"","html-button-response","8","20783","0.0-8.0","24.8.2023, 16:38:13","conditionO","","1014.8000000119209","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","9","21599","0.0-9.0","24.8.2023, 16:38:13","conditionO","","812.8999999761581","","","","","","","{""Q0"":""""}"
"","order","10","22931","0.0-10.0","24.8.2023, 16:38:13","conditionO","","1331","[""3_2"",""3_1"",""3_4"",""3_3""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","","",""
"","html-button-response","11","24355","0.0-11.0","24.8.2023, 16:38:13","conditionO","","1422.7000000476837","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","12","25044","0.0-12.0","24.8.2023, 16:38:13","conditionO","","686.2000000476837","","","","","","","{""Q0"":""""}"
"","order","13","26944","0.0-13.0","24.8.2023, 16:38:13","conditionO","","1898","[""5_5"",""5_6"",""5_7"",""5_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","","",""
"","html-button-response","14","27855","0.0-14.0","24.8.2023, 16:38:13","conditionO","","909.6999999880791","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","15","28607","0.0-15.0","24.8.2023, 16:38:13","conditionO","","750.8000000119209","","","","","","","{""Q0"":""""}"
"","order","16","30035","0.0-16.0","24.8.2023, 16:38:13","conditionO","","1427","[""9_1"",""9_2"",""9_3"",""9_4""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","","",""
"","html-button-response","17","30979","0.0-17.0","24.8.2023, 16:38:13","conditionO","","942.9000000357628","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","18","32151","0.0-18.0","24.8.2023, 16:38:13","conditionO","","1169.199999988079","","","","","","","{""Q0"":""""}"
"","order","19","33439","0.0-19.0","24.8.2023, 16:38:13","conditionO","","1287","[""1_4"",""1_2"",""1_1"",""1_3""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","","",""
"","html-button-response","20","34511","0.0-20.0","24.8.2023, 16:38:13","conditionO","","1070.5","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","21","35123","0.0-21.0","24.8.2023, 16:38:13","conditionO","","609.0999999642372","","","","","","","{""Q0"":""""}"
"","order","22","36451","0.0-22.0","24.8.2023, 16:38:13","conditionO","","1327","[""8_2"",""8_4"",""8_1"",""8_3""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","","",""
"","html-button-response","23","37523","0.0-23.0","24.8.2023, 16:38:13","conditionO","","1071","","","","","<p>How difficult was it to order the pictures?</p>","2",""
