"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","2533","0.0-0.0","9/8/2023, 3:20:45 PM","conditionS","","","","",""
"","instructions","1","42407","0.0-1.0","9/8/2023, 3:20:45 PM","conditionS","[{""page_index"":0,""viewing_time"":9657.70000000298},{""page_index"":1,""viewing_time"":19038.89999999851},{""page_index"":2,""viewing_time"":2525},{""page_index"":3,""viewing_time"":1934.2000000029802},{""page_index"":4,""viewing_time"":1972.1000000014901},{""page_index"":5,""viewing_time"":4744.79999999702}]","39872.90000000596","","",""
"","image-button-response","2","44360","0.0-2.0","9/8/2023, 3:20:45 PM","conditionS","","1952.4000000059605","images/with_no_order_2.jpeg","1",""
"","instructions","3","46095","0.0-3.0","9/8/2023, 3:20:45 PM","conditionS","[{""page_index"":0,""viewing_time"":1734.5}]","1734.5999999940395","","",""
"","image-button-response","4","47388","0.0-4.0","9/8/2023, 3:20:45 PM","conditionS","","1292.5999999940395","images/with_no_no_order_2.jpeg","2",""
"","instructions","5","48415","0.0-5.0","9/8/2023, 3:20:45 PM","conditionS","[{""page_index"":0,""viewing_time"":1026.9000000059605}]","1027","","",""
"","image-button-response","6","49552","0.0-6.0","9/8/2023, 3:20:45 PM","conditionS","","1136.2000000029802","images/with_order_2.jpeg","0",""
"","instructions","7","50195","0.0-7.0","9/8/2023, 3:20:45 PM","conditionS","[{""page_index"":0,""viewing_time"":642.5}]","642.7000000029802","","",""
"","instructions","8","52916","0.0-8.0","9/8/2023, 3:20:45 PM","conditionS","[{""page_index"":0,""viewing_time"":2720.10000000149}]","2720.2000000029802","","",""
"","image-button-response","9","63261","0.0-9.0","9/8/2023, 3:20:45 PM","conditionS","","10344.39999999851","images/memory_example_1.jpg","0",""
"","instructions","10","65570","0.0-10.0","9/8/2023, 3:20:45 PM","conditionS","[{""page_index"":0,""viewing_time"":1217.7000000029802},{""page_index"":1,""viewing_time"":1090.2000000029802}]","2308.10000000149","","",""
"","image-button-response","11","73546","0.0-11.0","9/8/2023, 3:20:45 PM","conditionS","","7976.29999999702","images/scrambled_22.jpeg","2",""
"","image-button-response","12","78458","0.0-12.0","9/8/2023, 3:20:45 PM","conditionS","","4910.79999999702","images/order_33.jpeg","0",""
"","image-button-response","13","82215","0.0-13.0","9/8/2023, 3:20:45 PM","conditionS","","3756","images/order_22.jpeg","0",""
"","image-button-response","14","86810","0.0-14.0","9/8/2023, 3:20:45 PM","conditionS","","4594.79999999702","images/memory_7.png","1",""
"","image-button-response","15","93535","0.0-15.0","9/8/2023, 3:20:45 PM","conditionS","","6725","images/memory_8.png","1",""
"","image-button-response","16","97855","0.0-16.0","9/8/2023, 3:20:45 PM","conditionS","","4318.89999999851","images/memory_9.png","0",""
"","image-button-response","17","100412","0.0-17.0","9/8/2023, 3:20:45 PM","conditionS","","2556.60000000149","images/order_11.jpeg","0",""
"","image-button-response","18","117570","0.0-18.0","9/8/2023, 3:20:45 PM","conditionS","","17157.60000000149","images/scrambled_11.jpeg","2",""
"","image-button-response","19","122395","0.0-19.0","9/8/2023, 3:20:45 PM","conditionS","","4824.5","images/non_order_11.jpeg","1",""
"","image-button-response","20","125971","0.0-20.0","9/8/2023, 3:20:45 PM","conditionS","","3575.5999999940395","images/memory_11.png","0",""
"","image-button-response","21","131618","0.0-21.0","9/8/2023, 3:20:45 PM","conditionS","","5646.20000000298","images/memory_10.png","1",""
"","image-button-response","22","136276","0.0-22.0","9/8/2023, 3:20:45 PM","conditionS","","4657.79999999702","images/memory_12.png","0",""
"","image-button-response","23","139672","0.0-23.0","9/8/2023, 3:20:45 PM","conditionS","","3394.89999999851","images/order_44.jpeg","0",""
"","image-button-response","24","159663","0.0-24.0","9/8/2023, 3:20:45 PM","conditionS","","19990.39999999851","images/non_order_33.jpeg","1",""
"","image-button-response","25","161749","0.0-25.0","9/8/2023, 3:20:45 PM","conditionS","","2085.5","images/order_55.jpeg","0",""
"","image-button-response","26","166319","0.0-26.0","9/8/2023, 3:20:45 PM","conditionS","","4569.9000000059605","images/memory_5.png","0",""
"","image-button-response","27","173470","0.0-27.0","9/8/2023, 3:20:45 PM","conditionS","","7150.19999999553","images/memory_13.png","1",""
"","image-button-response","28","175579","0.0-28.0","9/8/2023, 3:20:45 PM","conditionS","","2108.5","images/memory_1.png","0",""
"","survey-text","29","178759","0.0-29.0","9/8/2023, 3:20:45 PM","conditionS","","3177.4000000059605","","","{""Q0"":""36""}"
"","survey-text","30","182654","0.0-30.0","9/8/2023, 3:20:45 PM","conditionS","","3891.89999999851","","","{""Q0"":""Male""}"
"","instructions","31","185367","0.0-31.0","9/8/2023, 3:20:45 PM","conditionS","[{""page_index"":0,""viewing_time"":2712.7000000029802}]","2712.8000000044703","","",""
