"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","4205","0.0-0.0","9/8/2023, 3:14:04 PM","conditionO","","","","",""
"","instructions","1","28350","0.0-1.0","9/8/2023, 3:14:04 PM","conditionO","[{""page_index"":0,""viewing_time"":1667.699999999255},{""page_index"":1,""viewing_time"":7846.60000000149},{""page_index"":2,""viewing_time"":1657},{""page_index"":3,""viewing_time"":3471.599999997765},{""page_index"":4,""viewing_time"":2075},{""page_index"":5,""viewing_time"":7425.10000000149}]","24143.300000000745","","",""
"","image-button-response","2","32457","0.0-2.0","9/8/2023, 3:14:04 PM","conditionO","","4106.300000000745","images/with_no_order_2.jpeg","1",""
"","instructions","3","35973","0.0-3.0","9/8/2023, 3:14:04 PM","conditionO","[{""page_index"":0,""viewing_time"":3515}]","3515.39999999851","","",""
"","image-button-response","4","39028","0.0-4.0","9/8/2023, 3:14:04 PM","conditionO","","3054.300000000745","images/with_no_no_order_2.jpeg","2",""
"","instructions","5","40627","0.0-5.0","9/8/2023, 3:14:04 PM","conditionO","[{""page_index"":0,""viewing_time"":1598.9000000022352}]","1599","","",""
"","image-button-response","6","45048","0.0-6.0","9/8/2023, 3:14:04 PM","conditionO","","4419.300000000745","images/with_order_2.jpeg","0",""
"","instructions","7","46383","0.0-7.0","9/8/2023, 3:14:04 PM","conditionO","[{""page_index"":0,""viewing_time"":1334.800000000745}]","1335","","",""
"","instructions","8","49141","0.0-8.0","9/8/2023, 3:14:04 PM","conditionO","[{""page_index"":0,""viewing_time"":2757.199999999255}]","2757.39999999851","","",""
"","image-button-response","9","65598","0.0-9.0","9/8/2023, 3:14:04 PM","conditionO","","16455.699999999255","images/memory_example_1.jpg","1",""
"","instructions","10","70616","0.0-10.0","9/8/2023, 3:14:04 PM","conditionO","[{""page_index"":0,""viewing_time"":3482.60000000149},{""page_index"":1,""viewing_time"":1534.699999999255}]","5017.5","","",""
"","image-button-response","11","77429","0.0-11.0","9/8/2023, 3:14:04 PM","conditionO","","6811.699999999255","images/scrambled_22.jpeg","2",""
"","image-button-response","12","82740","0.0-12.0","9/8/2023, 3:14:04 PM","conditionO","","5310.60000000149","images/order_33.jpeg","0",""
"","image-button-response","13","90934","0.0-13.0","9/8/2023, 3:14:04 PM","conditionO","","8192.70000000298","images/order_22.jpeg","0",""
"","image-button-response","14","95473","0.0-14.0","9/8/2023, 3:14:04 PM","conditionO","","4538.5","images/memory_7.png","1",""
"","image-button-response","15","100077","0.0-15.0","9/8/2023, 3:14:04 PM","conditionO","","4603.400000002235","images/memory_8.png","1",""
"","image-button-response","16","105335","0.0-16.0","9/8/2023, 3:14:04 PM","conditionO","","5256.60000000149","images/memory_9.png","0",""
"","image-button-response","17","110308","0.0-17.0","9/8/2023, 3:14:04 PM","conditionO","","4972","images/order_11.jpeg","0",""
"","image-button-response","18","120227","0.0-18.0","9/8/2023, 3:14:04 PM","conditionO","","9918.699999999255","images/scrambled_11.jpeg","2",""
"","image-button-response","19","125311","0.0-19.0","9/8/2023, 3:14:04 PM","conditionO","","5082.699999999255","images/non_order_11.jpeg","1",""
"","image-button-response","20","131027","0.0-20.0","9/8/2023, 3:14:04 PM","conditionO","","5715.800000000745","images/memory_11.png","0",""
"","image-button-response","21","136157","0.0-21.0","9/8/2023, 3:14:04 PM","conditionO","","5128.900000002235","images/memory_10.png","0",""
"","image-button-response","22","142026","0.0-22.0","9/8/2023, 3:14:04 PM","conditionO","","5869.099999997765","images/memory_12.png","1",""
"","image-button-response","23","156907","0.0-23.0","9/8/2023, 3:14:04 PM","conditionO","","14880.10000000149","images/order_44.jpeg","0",""
"","image-button-response","24","169089","0.0-24.0","9/8/2023, 3:14:04 PM","conditionO","","12181.199999999255","images/non_order_33.jpeg","1",""
"","image-button-response","25","172662","0.0-25.0","9/8/2023, 3:14:04 PM","conditionO","","3572","images/order_55.jpeg","0",""
"","image-button-response","26","183311","0.0-26.0","9/8/2023, 3:14:04 PM","conditionO","","10648.39999999851","images/memory_5.png","0",""
"","image-button-response","27","190930","0.0-27.0","9/8/2023, 3:14:04 PM","conditionO","","7617.5","images/memory_13.png","1",""
"","image-button-response","28","194568","0.0-28.0","9/8/2023, 3:14:04 PM","conditionO","","3637.5","images/memory_1.png","0",""
"","survey-text","29","198499","0.0-29.0","9/8/2023, 3:14:04 PM","conditionO","","3926.60000000149","","","{""Q0"":""35""}"
"","survey-text","30","202589","0.0-30.0","9/8/2023, 3:14:04 PM","conditionO","","4088.699999999255","","","{""Q0"":""MALE""}"
"","instructions","31","207609","0.0-31.0","9/8/2023, 3:14:04 PM","conditionO","[{""page_index"":0,""viewing_time"":5020.29999999702}]","5020.39999999851","","",""
