"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","order","10","248073","0.0-10.0","9/1/2023, 3:26:38 PM","conditionS","","46393","[""3_5"",""3_6"",""3_7"",""3_8""]","[{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":359,""y"":182,""move_time"":35739},{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":359,""y"":421,""move_time"":1524},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":521,""y"":421,""move_time"":1594},{""src"":""http://34.125.186.26/images/3_7.jpg"",""x"":683,""y"":421,""move_time"":902},{""src"":""http://34.125.186.26/images/3_6.jpg"",""x"":845,""y"":421,""move_time"":1136}]","[{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/3_7.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/3_6.jpg"",""x"":845,""y"":421}]","5","","",""
"","html-button-response","11","249295","0.0-11.0","9/1/2023, 3:26:38 PM","conditionS","","1221","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","12","272733","0.0-12.0","9/1/2023, 3:26:38 PM","conditionS","","23435.400000095367","","","","","","","{""Q0"":""The last two pictures seemed to have a more logical, causative relationship, whereas the first two didn't, so I wasn't too sure about those.""}"
"","order","13","290385","0.0-13.0","9/1/2023, 3:26:38 PM","conditionS","","17650","[""5_2"",""5_4"",""5_1"",""5_3""]","[{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":359,""y"":421,""move_time"":7973},{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":521,""y"":421,""move_time"":3192},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":683,""y"":421,""move_time"":1376},{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":845,""y"":421,""move_time"":1191}]","[{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":845,""y"":421}]","4","","",""
"","html-button-response","14","291943","0.0-14.0","9/1/2023, 3:26:38 PM","conditionS","","1555.5","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","15","313330","0.0-15.0","9/1/2023, 3:26:38 PM","conditionS","","21381.39999985695","","","","","","","{""Q0"":""It showed a fairly obvious sequence of actions, and nothing else really made sense.""}"
"","order","16","346997","0.0-16.0","9/1/2023, 3:26:38 PM","conditionS","","33662","[""9_5"",""9_6"",""9_7"",""9_8""]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":359,""y"":421,""move_time"":17319},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":521,""y"":421,""move_time"":3876},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":683,""y"":421,""move_time"":4426},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":845,""y"":421,""move_time"":1327},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":845,""y"":182,""move_time"":2902},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":683,""y"":182,""move_time"":950},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":683,""y"":421,""move_time"":1058},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":845,""y"":421,""move_time"":820}]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":845,""y"":421}]","8","","",""
"","html-button-response","17","348373","0.0-17.0","9/1/2023, 3:26:38 PM","conditionS","","1374.7000000476837","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","18","360789","0.0-18.0","9/1/2023, 3:26:38 PM","conditionS","","12413.300000190735","","","","","","","{""Q0"":""It kind of looked like something imploding inwards or being crumpled up.""}"
"","order","19","399551","0.0-19.0","9/1/2023, 3:26:38 PM","conditionS","","38760","[""1_5"",""1_6"",""1_7"",""1_8""]","[{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":359,""y"":421,""move_time"":11352},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":521,""y"":421,""move_time"":2690},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":683,""y"":421,""move_time"":3424},{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":845,""y"":421,""move_time"":781},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":521,""y"":182,""move_time"":14224},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":521,""y"":421,""move_time"":951},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":683,""y"":421,""move_time"":1017}]","[{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":845,""y"":421}]","7","","",""
"","html-button-response","20","400783","0.0-20.0","9/1/2023, 3:26:38 PM","conditionS","","1230.4000000953674","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","21","426164","0.0-21.0","9/1/2023, 3:26:38 PM","conditionS","","25377.799999952316","","","","","","","{""Q0"":""I wasn't too sure on this one, but it seemed to tell the story of a bear that was tired of summer and wanted Christmas to come soon.""}"
"","order","22","453097","0.0-22.0","9/1/2023, 3:26:38 PM","conditionS","","26931","[""8_5"",""8_6"",""8_7"",""8_8""]","[{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":359,""y"":421,""move_time"":22415},{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":521,""y"":421,""move_time"":1094},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":683,""y"":421,""move_time"":1557},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":845,""y"":421,""move_time"":778}]","[{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":845,""y"":421}]","4","","",""
"","html-button-response","23","454851","0.0-23.0","9/1/2023, 3:26:38 PM","conditionS","","1753","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","24","478454","0.0-24.0","9/1/2023, 3:26:38 PM","conditionS","","23599.099999904633","","","","","","","{""Q0"":""I couldn't really find any coherent narrative, so I ordered them arbitrarily based on intuition, mostly.""}"
"","order","25","491743","0.0-25.0","9/1/2023, 3:26:38 PM","conditionS","","13286","[""6_4"",""6_2"",""6_1"",""6_3""]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":359,""y"":421,""move_time"":4561},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":521,""y"":421,""move_time"":919},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":683,""y"":421,""move_time"":1125},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":845,""y"":421,""move_time"":949}]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":845,""y"":421}]","4","","",""
"","html-button-response","26","493569","0.0-26.0","9/1/2023, 3:26:38 PM","conditionS","","1813.2000000476837","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","27","512700","0.0-27.0","9/1/2023, 3:26:38 PM","conditionS","","19126.800000190735","","","","","","","{""Q0"":""It showed a story of birds slowly joining a lone bird on a wire.""}"
"","order","28","536309","0.0-28.0","9/1/2023, 3:26:38 PM","conditionS","","23607","[""4_3"",""4_4"",""4_1"",""4_2""]","[{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":359,""y"":421,""move_time"":13721},{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":521,""y"":421,""move_time"":1933},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":683,""y"":421,""move_time"":1919},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":845,""y"":421,""move_time"":808}]","[{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":845,""y"":421}]","4","","",""
"","html-button-response","29","537505","0.0-29.0","9/1/2023, 3:26:38 PM","conditionS","","1195.4000000953674","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","30","561576","0.0-30.0","9/1/2023, 3:26:38 PM","conditionS","","24069.099999904633","","","","","","","{""Q0"":""The presence of the rain seemed to give away the chronological order of events--at least that was my interpretation, so I used that as a basis.""}"
"","survey-text","31","564021","0.0-31.0","9/1/2023, 3:26:38 PM","conditionS","","2435.2000000476837","","","","","","","{""Q0"":""29""}"
"","survey-text","32","568987","0.0-32.0","9/1/2023, 3:26:38 PM","conditionS","","4958.099999904633","","","","","","","{""Q0"":""MALE""}"
"","instructions","33","590350","0.0-33.0","9/1/2023, 3:26:38 PM","conditionS","[{""page_index"":0,""viewing_time"":21360.700000047684}]","21361.599999904633","","","","","","",""
