"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","1916","0.0-0.0","8.9.2023, 17:31:34","conditionO","","","","",""
"","instructions","1","5320","0.0-1.0","8.9.2023, 17:31:34","conditionO","[{""page_index"":0,""viewing_time"":890.5},{""page_index"":1,""viewing_time"":863.9000000357628},{""page_index"":2,""viewing_time"":463.69999998807907},{""page_index"":3,""viewing_time"":192},{""page_index"":4,""viewing_time"":207.89999997615814},{""page_index"":5,""viewing_time"":784.1000000238419}]","3402.5","","",""
"","image-button-response","2","6068","0.0-2.0","8.9.2023, 17:31:34","conditionO","","746.8999999761581","images/with_no_order_2.jpeg","2",""
"","instructions","3","7380","0.0-3.0","8.9.2023, 17:31:34","conditionO","[{""page_index"":0,""viewing_time"":1311.4000000357628}]","1311.6000000238419","","",""
"","image-button-response","4","8355","0.0-4.0","8.9.2023, 17:31:34","conditionO","","974.5999999642372","images/with_no_no_order_2.jpeg","1",""
"","instructions","5","9335","0.0-5.0","8.9.2023, 17:31:34","conditionO","[{""page_index"":0,""viewing_time"":979.2999999523163}]","979.5999999642372","","",""
"","image-button-response","6","10071","0.0-6.0","8.9.2023, 17:31:34","conditionO","","735.1999999880791","images/with_order_2.jpeg","1",""
"","instructions","7","10747","0.0-7.0","8.9.2023, 17:31:34","conditionO","[{""page_index"":0,""viewing_time"":675.2999999523163}]","675.5","","",""
"","instructions","8","11583","0.0-8.0","8.9.2023, 17:31:34","conditionO","[{""page_index"":0,""viewing_time"":835.8000000119209}]","835.8999999761581","","",""
"","image-button-response","9","12195","0.0-9.0","8.9.2023, 17:31:34","conditionO","","611.1999999880791","images/memory_example_1.jpg","1",""
"","instructions","10","13691","0.0-10.0","8.9.2023, 17:31:34","conditionO","[{""page_index"":0,""viewing_time"":639.3999999761581},{""page_index"":1,""viewing_time"":855.8000000119209}]","1495.5","","",""
"","image-button-response","11","14668","0.0-11.0","8.9.2023, 17:31:34","conditionO","","975.3000000119209","images/scrambled_22.jpeg","1",""
"","image-button-response","12","15280","0.0-12.0","8.9.2023, 17:31:34","conditionO","","611","images/order_33.jpeg","2",""
"","image-button-response","13","15920","0.0-13.0","8.9.2023, 17:31:34","conditionO","","639.7999999523163","images/order_22.jpeg","1",""
"","image-button-response","14","16627","0.0-14.0","8.9.2023, 17:31:34","conditionO","","705.8000000119209","images/memory_7.png","1",""
"","image-button-response","15","17272","0.0-15.0","8.9.2023, 17:31:34","conditionO","","644","images/memory_8.png","1",""
"","image-button-response","16","17720","0.0-16.0","8.9.2023, 17:31:34","conditionO","","446.39999997615814","images/memory_9.png","1",""
"","image-button-response","17","18471","0.0-17.0","8.9.2023, 17:31:34","conditionO","","750.5999999642372","images/order_11.jpeg","1",""
"","image-button-response","18","19508","0.0-18.0","8.9.2023, 17:31:34","conditionO","","1036.300000011921","images/scrambled_11.jpeg","1",""
"","image-button-response","19","19812","0.0-19.0","8.9.2023, 17:31:34","conditionO","","302.10000002384186","images/non_order_11.jpeg","1",""
"","image-button-response","20","20581","0.0-20.0","8.9.2023, 17:31:34","conditionO","","767.6999999880791","images/memory_11.png","1",""
"","image-button-response","21","21071","0.0-21.0","8.9.2023, 17:31:34","conditionO","","489.69999998807907","images/memory_10.png","1",""
"","image-button-response","22","21551","0.0-22.0","8.9.2023, 17:31:34","conditionO","","479.39999997615814","images/memory_12.png","1",""
"","image-button-response","23","22316","0.0-23.0","8.9.2023, 17:31:34","conditionO","","762.5","images/order_44.jpeg","1",""
"","image-button-response","24","22719","0.0-24.0","8.9.2023, 17:31:34","conditionO","","402","images/non_order_33.jpeg","1",""
"","image-button-response","25","23127","0.0-25.0","8.9.2023, 17:31:34","conditionO","","407.39999997615814","images/order_55.jpeg","1",""
"","image-button-response","26","23879","0.0-26.0","8.9.2023, 17:31:34","conditionO","","751.1999999880791","images/memory_5.png","1",""
"","image-button-response","27","24319","0.0-27.0","8.9.2023, 17:31:34","conditionO","","438.89999997615814","images/memory_13.png","1",""
"","image-button-response","28","24708","0.0-28.0","8.9.2023, 17:31:34","conditionO","","387.69999998807907","images/memory_1.png","1",""
"","survey-text","29","26420","0.0-29.0","8.9.2023, 17:31:34","conditionO","","1706.199999988079","","","{""Q0"":""22""}"
"","survey-text","30","27935","0.0-30.0","8.9.2023, 17:31:34","conditionO","","1513.1000000238419","","","{""Q0"":""78""}"
"","instructions","31","28831","0.0-31.0","8.9.2023, 17:31:34","conditionO","[{""page_index"":0,""viewing_time"":895.3999999761581}]","895.6999999880791","","",""
