"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","responses","view_history","initial_locations","moves","final_locations","stimulus","button_pressed"
"true","fullscreen","0","16727","0.0-0.0","23.8.2023, 1:19:48","conditionB","","","","","","","",""
"","survey-text","1","17921","0.0-1.0","23.8.2023, 1:19:48","conditionB","1181.199999988079","{""Q0"":""""}","","","","","",""
"","instructions","2","22627","0.0-2.0","23.8.2023, 1:19:48","conditionB","4704.900000035763","","[{""page_index"":0,""viewing_time"":1499.4000000357628},{""page_index"":1,""viewing_time"":673.1999999880791},{""page_index"":2,""viewing_time"":943.1000000238419},{""page_index"":3,""viewing_time"":1588.5999999642372}]","","","","",""
"","order","3","24886","0.0-3.0","23.8.2023, 1:19:48","conditionB","2256.800000011921","","","[""test_3"",""test_4"",""test_1"",""test_2""]","[]","[]","",""
"","instructions","4","25798","0.0-4.0","23.8.2023, 1:19:48","conditionB","911.5999999642372","","[{""page_index"":0,""viewing_time"":911.3999999761581}]","","","","",""
"","order","5","26991","0.0-5.0","23.8.2023, 1:19:48","conditionB","1192.5","","","[""7_3"",""7_1"",""7_4"",""7_2""]","[]","[]","",""
"","html-button-response","6","27828","0.0-6.0","23.8.2023, 1:19:48","conditionB","834.8999999761581","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","7","28563","0.0-7.0","23.8.2023, 1:19:48","conditionB","731.3000000119209","{""Q0"":""""}","","","","","",""
"","order","8","30289","0.0-8.0","23.8.2023, 1:19:48","conditionB","1725.800000011921","","","[""2_5"",""2_6"",""2_7"",""2_8""]","[]","[]","",""
"","html-button-response","9","31174","0.0-9.0","23.8.2023, 1:19:48","conditionB","882.4000000357628","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","10","32006","0.0-10.0","23.8.2023, 1:19:48","conditionB","828.5999999642372","{""Q0"":""""}","","","","","",""
"","order","11","33382","0.0-11.0","23.8.2023, 1:19:48","conditionB","1374.800000011921","","","[""3_2"",""3_1"",""3_4"",""3_3""]","[]","[]","",""
"","html-button-response","12","34099","0.0-12.0","23.8.2023, 1:19:48","conditionB","715.1999999880791","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","13","34962","0.0-13.0","23.8.2023, 1:19:48","conditionB","860.8999999761581","{""Q0"":""""}","","","","","",""
"","order","14","36370","0.0-14.0","23.8.2023, 1:19:48","conditionB","1406.300000011921","","","[""5_5"",""5_6"",""5_7"",""5_8""]","[]","[]","",""
"","html-button-response","15","37320","0.0-15.0","23.8.2023, 1:19:48","conditionB","948.8999999761581","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","16","38054","0.0-16.0","23.8.2023, 1:19:48","conditionB","731.3000000119209","{""Q0"":""""}","","","","","",""
"","order","17","39723","0.0-17.0","23.8.2023, 1:19:48","conditionB","1667.6000000238419","","","[""9_1"",""9_2"",""9_3"",""9_4""]","[]","[]","",""
"","html-button-response","18","40747","0.0-18.0","23.8.2023, 1:19:48","conditionB","1022.1000000238419","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","19","41482","0.0-19.0","23.8.2023, 1:19:48","conditionB","732.9000000357628","{""Q0"":""""}","","","","","",""
"","order","20","42798","0.0-20.0","23.8.2023, 1:19:48","conditionB","1314.4000000357628","","","[""1_4"",""1_2"",""1_1"",""1_3""]","[]","[]","",""
"","html-button-response","21","43662","0.0-21.0","23.8.2023, 1:19:48","conditionB","862.7000000476837","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","22","44479","0.0-22.0","23.8.2023, 1:19:48","conditionB","815.5","{""Q0"":""""}","","","","","",""
"","order","23","45970","0.0-23.0","23.8.2023, 1:19:48","conditionB","1490.3999999761581","","","[""8_2"",""8_4"",""8_1"",""8_3""]","[]","[]","",""
"","html-button-response","24","47108","0.0-24.0","23.8.2023, 1:19:48","conditionB","1135.3999999761581","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","25","47970","0.0-25.0","23.8.2023, 1:19:48","conditionB","859.6000000238419","{""Q0"":""""}","","","","","",""
"","order","26","48870","0.0-26.0","23.8.2023, 1:19:48","conditionB","899.1000000238419","","","[""6_5"",""6_6"",""6_7"",""6_8""]","[]","[]","",""
"","html-button-response","27","49750","0.0-27.0","23.8.2023, 1:19:48","conditionB","877.5","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","28","50472","0.0-28.0","23.8.2023, 1:19:48","conditionB","720.4000000357628","{""Q0"":""""}","","","","","",""
"","order","29","51644","0.0-29.0","23.8.2023, 1:19:48","conditionB","1171.1000000238419","","","[""4_5"",""4_6"",""4_7"",""4_8""]","[]","[]","",""
"","html-button-response","30","52604","0.0-30.0","23.8.2023, 1:19:48","conditionB","958","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","31","54219","0.0-31.0","23.8.2023, 1:19:48","conditionB","1611.800000011921","{""Q0"":""""}","","","","","",""
"","survey-text","32","59042","0.0-32.0","23.8.2023, 1:19:48","conditionB","4821.5","{""Q0"":""""}","","","","","",""
"","instructions","33","61182","0.0-33.0","23.8.2023, 1:19:48","conditionB","2139.100000023842","","[{""page_index"":0,""viewing_time"":2138.800000011921}]","","","","",""
