"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","order","10","363498","0.0-10.0","8/24/2023, 4:47:00 PM","conditionS","","56030","[""3_2"",""3_1"",""3_4"",""3_3""]","[{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":667,""y"":665,""move_time"":48711},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":829,""y"":665,""move_time"":2187},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":991,""y"":665,""move_time"":1222},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":1153,""y"":665,""move_time"":1256}]","[{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":667,""y"":665},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":829,""y"":665},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":991,""y"":665},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":1153,""y"":665}]","4","","",""
"","html-button-response","11","365058","0.0-11.0","8/24/2023, 4:47:00 PM","conditionS","","1559.6000001430511","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","12","391181","0.0-12.0","8/24/2023, 4:47:00 PM","conditionS","","26122.5","","","","","","","{""Q0"":""I think the pig was sitting down to watch tv when he noticed the cat in front of it. He then went to get the cat and brought it back to the couch to watch tv with him.""}"
"","order","13","496457","0.0-13.0","8/24/2023, 4:47:00 PM","conditionS","","105276","[""5_5"",""5_6"",""5_7"",""5_8""]","[{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":1153,""y"":427,""move_time"":44023},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":667,""y"":665,""move_time"":1176},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":1153,""y"":427,""move_time"":17682},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":829,""y"":665,""move_time"":6537},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":991,""y"":665,""move_time"":3184},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":1153,""y"":427,""move_time"":18538},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":829,""y"":427,""move_time"":1457},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":991,""y"":427,""move_time"":1568},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":829,""y"":665,""move_time"":4281},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":991,""y"":665,""move_time"":1000},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":1153,""y"":665,""move_time"":1424}]","[{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":667,""y"":665},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":829,""y"":665},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":991,""y"":665},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":1153,""y"":665}]","11","","",""
"","html-button-response","14","497825","0.0-14.0","8/24/2023, 4:47:00 PM","conditionS","","1367.5999999046326","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","15","532021","0.0-15.0","8/24/2023, 4:47:00 PM","conditionS","","34194.90000009537","","","","","","","{""Q0"":""I'm not really sure about this one. I think maybe the cat was bored so went to the door. Then was imagining getting on a rocket but saw himself in the mirror and got scared.""}"
"","order","16","538718","0.0-16.0","8/24/2023, 4:47:00 PM","conditionS","","6696","[""9_1"",""9_2"",""9_3"",""9_4""]","[{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":667,""y"":665,""move_time"":2882},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":829,""y"":665,""move_time"":688},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":991,""y"":665,""move_time"":736},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":1153,""y"":665,""move_time"":728}]","[{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":667,""y"":665},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":829,""y"":665},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":991,""y"":665},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":1153,""y"":665}]","4","","",""
"","html-button-response","17","540070","0.0-17.0","8/24/2023, 4:47:00 PM","conditionS","","1351.6000001430511","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","18","551439","0.0-18.0","8/24/2023, 4:47:00 PM","conditionS","","11368.299999952316","","","","","","","{""Q0"":""I have no idea what order this should have been in, so I arranged them randomly. ""}"
"","order","19","600829","0.0-19.0","8/24/2023, 4:47:00 PM","conditionS","","49389","[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":667,""y"":665,""move_time"":13771},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":829,""y"":665,""move_time"":1656},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":991,""y"":665,""move_time"":18938},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":1153,""y"":665,""move_time"":2176}]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":667,""y"":665},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":829,""y"":665},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":991,""y"":665},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":1153,""y"":665}]","4","","",""
"","html-button-response","20","602269","0.0-20.0","8/24/2023, 4:47:00 PM","conditionS","","1439.8999998569489","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","21","625680","0.0-21.0","8/24/2023, 4:47:00 PM","conditionS","","23410.099999904633","","","","","","","{""Q0"":""I think the bear gets hit by a coconut and falls down. Then the two little animals come out and take a selfie with the bear in it.""}"
"","order","22","636609","0.0-22.0","8/24/2023, 4:47:00 PM","conditionS","","10929","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":667,""y"":665,""move_time"":3834},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":829,""y"":665,""move_time"":2440},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":991,""y"":665,""move_time"":1080},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":1153,""y"":665,""move_time"":1129}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":667,""y"":665},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":829,""y"":665},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":991,""y"":665},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":1153,""y"":665}]","4","","",""
"","html-button-response","23","637770","0.0-23.0","8/24/2023, 4:47:00 PM","conditionS","","1159.6000001430511","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","24","657388","0.0-24.0","8/24/2023, 4:47:00 PM","conditionS","","19617.400000095367","","","","","","","{""Q0"":""I started with the smallest seed and then ended with the largest seed with the most growth.""}"
"","order","25","671885","0.0-25.0","8/24/2023, 4:47:00 PM","conditionS","","14497","[""6_5"",""6_6"",""6_7"",""6_8""]","[{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":667,""y"":665,""move_time"":8907},{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":829,""y"":665,""move_time"":984},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":991,""y"":665,""move_time"":1112},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":1153,""y"":665,""move_time"":1496}]","[{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":667,""y"":665},{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":829,""y"":665},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":991,""y"":665},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":1153,""y"":665}]","4","","",""
"","html-button-response","26","673533","0.0-26.0","8/24/2023, 4:47:00 PM","conditionS","","1647.7000000476837","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","27","685319","0.0-27.0","8/24/2023, 4:47:00 PM","conditionS","","11784.599999904633","","","","","","","{""Q0"":""I don't see any order to these images, so I arranged them randomly. ""}"
"","order","28","721603","0.0-28.0","8/24/2023, 4:47:00 PM","conditionS","","36284","[""4_5"",""4_6"",""4_7"",""4_8""]","[{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":667,""y"":665,""move_time"":23036},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":829,""y"":665,""move_time"":8449},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":991,""y"":665,""move_time"":1521},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":1153,""y"":665,""move_time"":1855}]","[{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":667,""y"":665},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":829,""y"":665},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":991,""y"":665},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":1153,""y"":665}]","4","","",""
"","html-button-response","29","723819","0.0-29.0","8/24/2023, 4:47:00 PM","conditionS","","2215.7999999523163","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","30","752542","0.0-30.0","8/24/2023, 4:47:00 PM","conditionS","","28722.599999904633","","","","","","","{""Q0"":""The bunny decides to get healthy by drawing the image of the heart. He then goes running and climbs the ladder for exercise. Afterwards he is happy and cheers for himself.""}"
"","survey-text","31","755534","0.0-31.0","8/24/2023, 4:47:00 PM","conditionS","","2991.300000190735","","","","","","","{""Q0"":""26""}"
"","survey-text","32","758911","0.0-32.0","8/24/2023, 4:47:00 PM","conditionS","","3374.399999856949","","","","","","","{""Q0"":""male""}"
"","instructions","33","1752042","0.0-33.0","8/24/2023, 4:47:00 PM","conditionS","[{""page_index"":0,""viewing_time"":993130.2999999523}]","993130.7000000477","","","","","","",""
