"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","2112","0.0-0.0","9/8/2023, 7:25:12 PM","conditionO","","","","",""
"","instructions","1","16853","0.0-1.0","9/8/2023, 7:25:12 PM","conditionO","[{""page_index"":0,""viewing_time"":727.8999999910593},{""page_index"":1,""viewing_time"":5301.5},{""page_index"":2,""viewing_time"":2744.4000000059605},{""page_index"":3,""viewing_time"":1502},{""page_index"":4,""viewing_time"":1211.5},{""page_index"":5,""viewing_time"":3252}]","14739.59999999404","","",""
"","image-button-response","2","19135","0.0-2.0","9/8/2023, 7:25:12 PM","conditionO","","2281.300000011921","images/with_no_order_2.jpeg","1",""
"","instructions","3","20326","0.0-3.0","9/8/2023, 7:25:12 PM","conditionO","[{""page_index"":0,""viewing_time"":1190.9000000059605}]","1191.1000000089407","","",""
"","image-button-response","4","23039","0.0-4.0","9/8/2023, 7:25:12 PM","conditionO","","2712.1000000089407","images/with_no_no_order_2.jpeg","2",""
"","instructions","5","23771","0.0-5.0","9/8/2023, 7:25:12 PM","conditionO","[{""page_index"":0,""viewing_time"":731.4000000059605}]","731.5","","",""
"","image-button-response","6","25373","0.0-6.0","9/8/2023, 7:25:12 PM","conditionO","","1601.0999999940395","images/with_order_2.jpeg","0",""
"","instructions","7","26319","0.0-7.0","9/8/2023, 7:25:12 PM","conditionO","[{""page_index"":0,""viewing_time"":945}]","945.2000000029802","","",""
"","instructions","8","28331","0.0-8.0","9/8/2023, 7:25:12 PM","conditionO","[{""page_index"":0,""viewing_time"":2012.1000000089407}]","2012.2000000029802","","",""
"","image-button-response","9","42513","0.0-9.0","9/8/2023, 7:25:12 PM","conditionO","","14181.60000000894","images/memory_example_1.jpg","1",""
"","instructions","10","44567","0.0-10.0","9/8/2023, 7:25:12 PM","conditionO","[{""page_index"":0,""viewing_time"":1240.7999999970198},{""page_index"":1,""viewing_time"":812}]","2053","","",""
"","image-button-response","11","54111","0.0-11.0","9/8/2023, 7:25:12 PM","conditionO","","9543.29999999702","images/scrambled_22.jpeg","2",""
"","image-button-response","12","61305","0.0-12.0","9/8/2023, 7:25:12 PM","conditionO","","7193.5999999940395","images/order_33.jpeg","0",""
"","image-button-response","13","66219","0.0-13.0","9/8/2023, 7:25:12 PM","conditionO","","4913.29999999702","images/order_22.jpeg","0",""
"","image-button-response","14","72562","0.0-14.0","9/8/2023, 7:25:12 PM","conditionO","","6341.5","images/memory_7.png","1",""
"","image-button-response","15","78317","0.0-15.0","9/8/2023, 7:25:12 PM","conditionO","","5754.70000000298","images/memory_8.png","1",""
"","image-button-response","16","80880","0.0-16.0","9/8/2023, 7:25:12 PM","conditionO","","2562.1000000089407","images/memory_9.png","0",""
"","image-button-response","17","84661","0.0-17.0","9/8/2023, 7:25:12 PM","conditionO","","3780.7999999970198","images/order_11.jpeg","0",""
"","image-button-response","18","88753","0.0-18.0","9/8/2023, 7:25:12 PM","conditionO","","4091.699999988079","images/scrambled_11.jpeg","0",""
"","image-button-response","19","91585","0.0-19.0","9/8/2023, 7:25:12 PM","conditionO","","2831","images/non_order_11.jpeg","1",""
"","image-button-response","20","95490","0.0-20.0","9/8/2023, 7:25:12 PM","conditionO","","3904.2000000029802","images/memory_11.png","0",""
"","image-button-response","21","99001","0.0-21.0","9/8/2023, 7:25:12 PM","conditionO","","3510.8999999910593","images/memory_10.png","1",""
"","image-button-response","22","103314","0.0-22.0","9/8/2023, 7:25:12 PM","conditionO","","4311.9000000059605","images/memory_12.png","0",""
"","image-button-response","23","109536","0.0-23.0","9/8/2023, 7:25:12 PM","conditionO","","6220.9000000059605","images/order_44.jpeg","0",""
"","image-button-response","24","117288","0.0-24.0","9/8/2023, 7:25:12 PM","conditionO","","7752.0999999940395","images/non_order_33.jpeg","1",""
"","image-button-response","25","120341","0.0-25.0","9/8/2023, 7:25:12 PM","conditionO","","3052.3999999910593","images/order_55.jpeg","0",""
"","image-button-response","26","128093","0.0-26.0","9/8/2023, 7:25:12 PM","conditionO","","7751.4000000059605","images/memory_5.png","0",""
"","image-button-response","27","133966","0.0-27.0","9/8/2023, 7:25:12 PM","conditionO","","5872","images/memory_13.png","1",""
"","image-button-response","28","136960","0.0-28.0","9/8/2023, 7:25:12 PM","conditionO","","2992.9000000059605","images/memory_1.png","0",""
"","survey-text","29","139182","0.0-29.0","9/8/2023, 7:25:12 PM","conditionO","","2220.5","","","{""Q0"":""26""}"
"","survey-text","30","142684","0.0-30.0","9/8/2023, 7:25:12 PM","conditionO","","3500.0999999940395","","","{""Q0"":""MALE""}"
"","instructions","31","146225","0.0-31.0","9/8/2023, 7:25:12 PM","conditionO","[{""page_index"":0,""viewing_time"":3540.5999999940395}]","3540.8999999910593","","",""
