"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","survey-text","15","225541","0.0-15.0","8/24/2023, 2:45:40 PM","conditionS","","6827.700000000186","","","","","","","{""Q0"":""was not too sure about this one""}"
"","order","16","235986","0.0-16.0","8/24/2023, 2:45:40 PM","conditionS","","10441","[""9_1"",""9_2"",""9_3"",""9_4""]","[{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":297,""y"":385,""move_time"":3867},{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":459,""y"":385,""move_time"":2042},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":621,""y"":385,""move_time"":1639},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":782,""y"":385,""move_time"":1786}]","[{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":297,""y"":385},{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":459,""y"":385},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":621,""y"":385},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":782,""y"":385}]","4","","",""
"","html-button-response","17","237402","0.0-17.0","8/24/2023, 2:45:40 PM","conditionS","","1411.8999999994412","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","18","244553","0.0-18.0","8/24/2023, 2:45:40 PM","conditionS","","7145","","","","","","","{""Q0"":""from the shapes and angles""}"
"","order","19","260750","0.0-19.0","8/24/2023, 2:45:40 PM","conditionS","","16193","[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":297,""y"":385,""move_time"":10149},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":459,""y"":385,""move_time"":1796},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":621,""y"":385,""move_time"":1579},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":782,""y"":385,""move_time"":1650}]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":297,""y"":385},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":459,""y"":385},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":621,""y"":385},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":782,""y"":385}]","4","","",""
"","html-button-response","20","262549","0.0-20.0","8/24/2023, 2:45:40 PM","conditionS","","1794.9000000003725","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","21","271902","0.0-21.0","8/24/2023, 2:45:40 PM","conditionS","","9344.099999999627","","","","","","","{""Q0"":""seemed to be the only option that was correct""}"
"","order","22","283928","0.0-22.0","8/24/2023, 2:45:40 PM","conditionS","","12023","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":297,""y"":385,""move_time"":4850},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":459,""y"":385,""move_time"":2013},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":621,""y"":385,""move_time"":1852},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":782,""y"":385,""move_time"":2172}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":297,""y"":385},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":459,""y"":385},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":621,""y"":385},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":782,""y"":385}]","4","","",""
"","html-button-response","23","285390","0.0-23.0","8/24/2023, 2:45:40 PM","conditionS","","1459.199999999255","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","24","293853","0.0-24.0","8/24/2023, 2:45:40 PM","conditionS","","8458.600000000559","","","","","","","{""Q0"":""thats how plants are grown in that order""}"
"","order","25","303265","0.0-25.0","8/24/2023, 2:45:40 PM","conditionS","","9409","[""6_5"",""6_6"",""6_7"",""6_8""]","[{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":297,""y"":385,""move_time"":3403},{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":459,""y"":385,""move_time"":1923},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":621,""y"":385,""move_time"":1443},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":782,""y"":385,""move_time"":1501}]","[{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":297,""y"":385},{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":459,""y"":385},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":621,""y"":385},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":782,""y"":385}]","4","","",""
"","html-button-response","26","304391","0.0-26.0","8/24/2023, 2:45:40 PM","conditionS","","1122.2000000001863","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","27","308725","0.0-27.0","8/24/2023, 2:45:40 PM","conditionS","","4325.300000000745","","","","","","","{""Q0"":""has to guess on this one""}"
"","order","28","322158","0.0-28.0","8/24/2023, 2:45:40 PM","conditionS","","13428","[""4_5"",""4_6"",""4_7"",""4_8""]","[{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":297,""y"":385,""move_time"":5958},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":459,""y"":385,""move_time"":2425},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":621,""y"":385,""move_time"":1765},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":782,""y"":385,""move_time"":2218}]","[{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":297,""y"":385},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":459,""y"":385},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":621,""y"":385},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":782,""y"":385}]","4","","",""
"","html-button-response","29","323982","0.0-29.0","8/24/2023, 2:45:40 PM","conditionS","","1819.4000000003725","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","30","330591","0.0-30.0","8/24/2023, 2:45:40 PM","conditionS","","6601.4000000003725","","","","","","","{""Q0"":""seemed like the right choice to me ""}"
"","survey-text","31","333132","0.0-31.0","8/24/2023, 2:45:40 PM","conditionS","","2534.7999999998137","","","","","","","{""Q0"":""26""}"
"","survey-text","32","337520","0.0-32.0","8/24/2023, 2:45:40 PM","conditionS","","4373.9000000003725","","","","","","","{""Q0"":""Male""}"
"","instructions","33","343959","0.0-33.0","8/24/2023, 2:45:40 PM","conditionS","[{""page_index"":0,""viewing_time"":6435.800000000745}]","6437.4000000003725","","","","","","",""
