"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","3714","0.0-0.0","9/8/2023, 5:09:24 PM","conditionS","","","","",""
"","instructions","1","11258","0.0-1.0","9/8/2023, 5:09:24 PM","conditionS","[{""page_index"":0,""viewing_time"":894.7999999523163},{""page_index"":1,""viewing_time"":2483.5},{""page_index"":2,""viewing_time"":1258.6000000238419},{""page_index"":3,""viewing_time"":800.2000000476837},{""page_index"":4,""viewing_time"":1398.8999999761581},{""page_index"":5,""viewing_time"":697.6999999284744}]","7534.699999928474","","",""
"","image-button-response","2","13326","0.0-2.0","9/8/2023, 5:09:24 PM","conditionS","","2062.7999999523163","images/with_no_order_2.jpeg","1",""
"","instructions","3","14649","0.0-3.0","9/8/2023, 5:09:24 PM","conditionS","[{""page_index"":0,""viewing_time"":1321.3999999761581}]","1322","","",""
"","image-button-response","4","15879","0.0-4.0","9/8/2023, 5:09:24 PM","conditionS","","1227.1000000238419","images/with_no_no_order_2.jpeg","2",""
"","instructions","5","16647","0.0-5.0","9/8/2023, 5:09:24 PM","conditionS","[{""page_index"":0,""viewing_time"":765.7999999523163}]","766.7000000476837","","",""
"","image-button-response","6","17556","0.0-6.0","9/8/2023, 5:09:24 PM","conditionS","","905.6999999284744","images/with_order_2.jpeg","0",""
"","instructions","7","18177","0.0-7.0","9/8/2023, 5:09:24 PM","conditionS","[{""page_index"":0,""viewing_time"":619.1000000238419}]","620.3000000715256","","",""
"","instructions","8","19400","0.0-8.0","9/8/2023, 5:09:24 PM","conditionS","[{""page_index"":0,""viewing_time"":1220.7000000476837}]","1221.6000000238419","","",""
"","image-button-response","9","21869","0.0-9.0","9/8/2023, 5:09:24 PM","conditionS","","2464.7000000476837","images/memory_example_1.jpg","1",""
"","instructions","10","23577","0.0-10.0","9/8/2023, 5:09:24 PM","conditionS","[{""page_index"":0,""viewing_time"":971.2999999523163},{""page_index"":1,""viewing_time"":734.6000000238419}]","1706.5","","",""
"","image-button-response","11","26597","0.0-11.0","9/8/2023, 5:09:24 PM","conditionS","","3017.3000000715256","images/scrambled_22.jpeg","2",""
"","image-button-response","12","28832","0.0-12.0","9/8/2023, 5:09:24 PM","conditionS","","2230.600000023842","images/order_33.jpeg","0",""
"","image-button-response","13","30872","0.0-13.0","9/8/2023, 5:09:24 PM","conditionS","","2037.5","images/order_22.jpeg","0",""
"","image-button-response","14","34319","0.0-14.0","9/8/2023, 5:09:24 PM","conditionS","","3444.600000023842","images/memory_7.png","0",""
"","image-button-response","15","38364","0.0-15.0","9/8/2023, 5:09:24 PM","conditionS","","4042.8000000715256","images/memory_8.png","1",""
"","image-button-response","16","40885","0.0-16.0","9/8/2023, 5:09:24 PM","conditionS","","2519.2000000476837","images/memory_9.png","0",""
"","image-button-response","17","43070","0.0-17.0","9/8/2023, 5:09:24 PM","conditionS","","2182.2000000476837","images/order_11.jpeg","0",""
"","image-button-response","18","49125","0.0-18.0","9/8/2023, 5:09:24 PM","conditionS","","6052","images/scrambled_11.jpeg","0",""
"","image-button-response","19","52224","0.0-19.0","9/8/2023, 5:09:24 PM","conditionS","","3094.9000000953674","images/non_order_11.jpeg","0",""
"","image-button-response","20","58844","0.0-20.0","9/8/2023, 5:09:24 PM","conditionS","","6617.200000047684","images/memory_11.png","0",""
"","image-button-response","21","62745","0.0-21.0","9/8/2023, 5:09:24 PM","conditionS","","3883.899999976158","images/memory_10.png","1",""
"","image-button-response","22","66374","0.0-22.0","9/8/2023, 5:09:24 PM","conditionS","","3622.600000023842","images/memory_12.png","1",""
"","image-button-response","23","68893","0.0-23.0","9/8/2023, 5:09:24 PM","conditionS","","2515.899999976158","images/order_44.jpeg","0",""
"","image-button-response","24","73960","0.0-24.0","9/8/2023, 5:09:24 PM","conditionS","","5064.900000095367","images/non_order_33.jpeg","0",""
"","image-button-response","25","75065","0.0-25.0","9/8/2023, 5:09:24 PM","conditionS","","1103.5","images/order_55.jpeg","0",""
"","image-button-response","26","80434","0.0-26.0","9/8/2023, 5:09:24 PM","conditionS","","5366.199999928474","images/memory_5.png","1",""
"","image-button-response","27","83283","0.0-27.0","9/8/2023, 5:09:24 PM","conditionS","","2847.100000023842","images/memory_13.png","0",""
"","image-button-response","28","85009","0.0-28.0","9/8/2023, 5:09:24 PM","conditionS","","1724.5","images/memory_1.png","0",""
"","survey-text","29","87366","0.0-29.0","9/8/2023, 5:09:24 PM","conditionS","","2350.3000000715256","","","{""Q0"":""36""}"
"","survey-text","30","90148","0.0-30.0","9/8/2023, 5:09:24 PM","conditionS","","2778.600000023842","","","{""Q0"":""MALE""}"
"","instructions","31","92850","0.0-31.0","9/8/2023, 5:09:24 PM","conditionS","[{""page_index"":0,""viewing_time"":2700.399999976158}]","2701","","",""
