"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","28956","0.0-0.0","9/8/2023, 6:53:21 PM","conditionS","","","","",""
"","instructions","1","49172","0.0-1.0","9/8/2023, 6:53:21 PM","conditionS","[{""page_index"":0,""viewing_time"":7558},{""page_index"":1,""viewing_time"":4555},{""page_index"":2,""viewing_time"":1606},{""page_index"":3,""viewing_time"":1444},{""page_index"":4,""viewing_time"":1563},{""page_index"":5,""viewing_time"":3490}]","20216","","",""
"","image-button-response","2","50900","0.0-2.0","9/8/2023, 6:53:21 PM","conditionS","","1726","images/with_no_order_2.jpeg","1",""
"","instructions","3","52496","0.0-3.0","9/8/2023, 6:53:21 PM","conditionS","[{""page_index"":0,""viewing_time"":1597}]","1597","","",""
"","image-button-response","4","53599","0.0-4.0","9/8/2023, 6:53:21 PM","conditionS","","1101","images/with_no_no_order_2.jpeg","2",""
"","instructions","5","54414","0.0-5.0","9/8/2023, 6:53:21 PM","conditionS","[{""page_index"":0,""viewing_time"":815}]","815","","",""
"","image-button-response","6","55570","0.0-6.0","9/8/2023, 6:53:21 PM","conditionS","","1155","images/with_order_2.jpeg","0",""
"","instructions","7","56232","0.0-7.0","9/8/2023, 6:53:21 PM","conditionS","[{""page_index"":0,""viewing_time"":661}]","661","","",""
"","instructions","8","58391","0.0-8.0","9/8/2023, 6:53:21 PM","conditionS","[{""page_index"":0,""viewing_time"":2158}]","2158","","",""
"","image-button-response","9","65926","0.0-9.0","9/8/2023, 6:53:21 PM","conditionS","","7534","images/memory_example_1.jpg","1",""
"","instructions","10","68504","0.0-10.0","9/8/2023, 6:53:21 PM","conditionS","[{""page_index"":0,""viewing_time"":1629},{""page_index"":1,""viewing_time"":948}]","2577","","",""
"","image-button-response","11","75676","0.0-11.0","9/8/2023, 6:53:21 PM","conditionS","","7171","images/scrambled_22.jpeg","2",""
"","image-button-response","12","79933","0.0-12.0","9/8/2023, 6:53:21 PM","conditionS","","4256","images/order_33.jpeg","0",""
"","image-button-response","13","88921","0.0-13.0","9/8/2023, 6:53:21 PM","conditionS","","8987","images/order_22.jpeg","0",""
"","image-button-response","14","92144","0.0-14.0","9/8/2023, 6:53:21 PM","conditionS","","3223","images/memory_7.png","0",""
"","image-button-response","15","96667","0.0-15.0","9/8/2023, 6:53:21 PM","conditionS","","4521","images/memory_8.png","1",""
"","image-button-response","16","98867","0.0-16.0","9/8/2023, 6:53:21 PM","conditionS","","2201","images/memory_9.png","0",""
"","image-button-response","17","101816","0.0-17.0","9/8/2023, 6:53:21 PM","conditionS","","2948","images/order_11.jpeg","0",""
"","image-button-response","18","107405","0.0-18.0","9/8/2023, 6:53:21 PM","conditionS","","5588","images/scrambled_11.jpeg","1",""
"","image-button-response","19","113576","0.0-19.0","9/8/2023, 6:53:21 PM","conditionS","","6171","images/non_order_11.jpeg","1",""
"","image-button-response","20","116734","0.0-20.0","9/8/2023, 6:53:21 PM","conditionS","","3156","images/memory_11.png","0",""
"","image-button-response","21","120245","0.0-21.0","9/8/2023, 6:53:21 PM","conditionS","","3511","images/memory_10.png","1",""
"","image-button-response","22","122084","0.0-22.0","9/8/2023, 6:53:21 PM","conditionS","","1837","images/memory_12.png","0",""
"","image-button-response","23","131114","0.0-23.0","9/8/2023, 6:53:21 PM","conditionS","","9030","images/order_44.jpeg","0",""
"","image-button-response","24","136252","0.0-24.0","9/8/2023, 6:53:21 PM","conditionS","","5137","images/non_order_33.jpeg","1",""
"","image-button-response","25","138564","0.0-25.0","9/8/2023, 6:53:21 PM","conditionS","","2311","images/order_55.jpeg","0",""
"","image-button-response","26","146473","0.0-26.0","9/8/2023, 6:53:21 PM","conditionS","","7909","images/memory_5.png","0",""
"","image-button-response","27","151226","0.0-27.0","9/8/2023, 6:53:21 PM","conditionS","","4752","images/memory_13.png","0",""
"","image-button-response","28","153307","0.0-28.0","9/8/2023, 6:53:21 PM","conditionS","","2081","images/memory_1.png","0",""
"","survey-text","29","156931","0.0-29.0","9/8/2023, 6:53:21 PM","conditionS","","3620","","","{""Q0"":""27""}"
"","survey-text","30","160438","0.0-30.0","9/8/2023, 6:53:21 PM","conditionS","","3505","","","{""Q0"":""Male""}"
"","instructions","31","165305","0.0-31.0","9/8/2023, 6:53:21 PM","conditionS","[{""page_index"":0,""viewing_time"":4865}]","4865","","",""
