"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","4073","0.0-0.0","9/8/2023, 5:09:23 PM","conditionS","","","","",""
"","instructions","1","27796","0.0-1.0","9/8/2023, 5:09:23 PM","conditionS","[{""page_index"":0,""viewing_time"":2018.5999999642372},{""page_index"":1,""viewing_time"":8157.300000011921},{""page_index"":2,""viewing_time"":2020.699999988079},{""page_index"":3,""viewing_time"":3157.7000000476837},{""page_index"":4,""viewing_time"":2789.5},{""page_index"":5,""viewing_time"":5573.399999976158}]","23717.899999976158","","",""
"","image-button-response","2","35782","0.0-2.0","9/8/2023, 5:09:23 PM","conditionS","","7983.100000023842","images/with_no_order_2.jpeg","1",""
"","instructions","3","38275","0.0-3.0","9/8/2023, 5:09:23 PM","conditionS","[{""page_index"":0,""viewing_time"":2491.399999976158}]","2491.600000023842","","",""
"","image-button-response","4","40149","0.0-4.0","9/8/2023, 5:09:23 PM","conditionS","","1871.8999999761581","images/with_no_no_order_2.jpeg","2",""
"","instructions","5","41573","0.0-5.0","9/8/2023, 5:09:23 PM","conditionS","[{""page_index"":0,""viewing_time"":1423}]","1423.1000000238419","","",""
"","image-button-response","6","43932","0.0-6.0","9/8/2023, 5:09:23 PM","conditionS","","2356.099999964237","images/with_order_2.jpeg","0",""
"","instructions","7","46091","0.0-7.0","9/8/2023, 5:09:23 PM","conditionS","[{""page_index"":0,""viewing_time"":2158}]","2158.2000000476837","","",""
"","instructions","8","48606","0.0-8.0","9/8/2023, 5:09:23 PM","conditionS","[{""page_index"":0,""viewing_time"":2514.800000011921}]","2515.100000023842","","",""
"","image-button-response","9","59312","0.0-9.0","9/8/2023, 5:09:23 PM","conditionS","","10703.199999988079","images/memory_example_1.jpg","0",""
"","instructions","10","67114","0.0-10.0","9/8/2023, 5:09:23 PM","conditionS","[{""page_index"":0,""viewing_time"":1938.800000011921},{""page_index"":1,""viewing_time"":5861.300000011921}]","7800.300000011921","","",""
"","image-button-response","11","80980","0.0-11.0","9/8/2023, 5:09:23 PM","conditionS","","13864.5","images/scrambled_22.jpeg","2",""
"","image-button-response","12","86242","0.0-12.0","9/8/2023, 5:09:23 PM","conditionS","","5260.800000011921","images/order_33.jpeg","0",""
"","image-button-response","13","91682","0.0-13.0","9/8/2023, 5:09:23 PM","conditionS","","5438.199999988079","images/order_22.jpeg","0",""
"","image-button-response","14","98696","0.0-14.0","9/8/2023, 5:09:23 PM","conditionS","","7012","images/memory_7.png","1",""
"","image-button-response","15","106674","0.0-15.0","9/8/2023, 5:09:23 PM","conditionS","","7975.5","images/memory_8.png","1",""
"","image-button-response","16","111669","0.0-16.0","9/8/2023, 5:09:23 PM","conditionS","","4994.199999988079","images/memory_9.png","0",""
"","image-button-response","17","115033","0.0-17.0","9/8/2023, 5:09:23 PM","conditionS","","3361.899999976158","images/order_11.jpeg","0",""
"","image-button-response","18","124407","0.0-18.0","9/8/2023, 5:09:23 PM","conditionS","","9373.100000023842","images/scrambled_11.jpeg","2",""
"","image-button-response","19","136448","0.0-19.0","9/8/2023, 5:09:23 PM","conditionS","","12038.100000023842","images/non_order_11.jpeg","1",""
"","image-button-response","20","139745","0.0-20.0","9/8/2023, 5:09:23 PM","conditionS","","3295.600000023842","images/memory_11.png","0",""
"","image-button-response","21","144170","0.0-21.0","9/8/2023, 5:09:23 PM","conditionS","","4424.199999988079","images/memory_10.png","1",""
"","image-button-response","22","147607","0.0-22.0","9/8/2023, 5:09:23 PM","conditionS","","3435.199999988079","images/memory_12.png","0",""
"","image-button-response","23","154244","0.0-23.0","9/8/2023, 5:09:23 PM","conditionS","","6635.399999976158","images/order_44.jpeg","0",""
"","image-button-response","24","165897","0.0-24.0","9/8/2023, 5:09:23 PM","conditionS","","11651.199999988079","images/non_order_33.jpeg","1",""
"","image-button-response","25","170522","0.0-25.0","9/8/2023, 5:09:23 PM","conditionS","","4623.699999988079","images/order_55.jpeg","0",""
"","image-button-response","26","173442","0.0-26.0","9/8/2023, 5:09:23 PM","conditionS","","2918.699999988079","images/memory_5.png","0",""
"","image-button-response","27","180303","0.0-27.0","9/8/2023, 5:09:23 PM","conditionS","","6859.600000023842","images/memory_13.png","1",""
"","image-button-response","28","182803","0.0-28.0","9/8/2023, 5:09:23 PM","conditionS","","2498.900000035763","images/memory_1.png","0",""
"","survey-text","29","185749","0.0-29.0","9/8/2023, 5:09:23 PM","conditionS","","2940.100000023842","","","{""Q0"":""22""}"
"","survey-text","30","189193","0.0-30.0","9/8/2023, 5:09:23 PM","conditionS","","3442.400000035763","","","{""Q0"":""FEMALE""}"
"","instructions","31","200073","0.0-31.0","9/8/2023, 5:09:23 PM","conditionS","[{""page_index"":0,""viewing_time"":10879}]","10879.200000047684","","",""
