"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","4590","0.0-0.0","9/4/2023, 12:35:32 PM","conditionO","","","","",""
"","instructions","1","41432","0.0-1.0","9/4/2023, 12:35:32 PM","conditionO","[{""page_index"":0,""viewing_time"":3441},{""page_index"":1,""viewing_time"":13110},{""page_index"":2,""viewing_time"":4143},{""page_index"":3,""viewing_time"":5914},{""page_index"":4,""viewing_time"":6949},{""page_index"":5,""viewing_time"":3281}]","36839","","",""
"","image-button-response","2","47824","0.0-2.0","9/4/2023, 12:35:32 PM","conditionO","","6388","images/with_no_order_2.jpeg","1",""
"","image-button-response","3","51935","0.0-3.0","9/4/2023, 12:35:32 PM","conditionO","","4111","images/with_no_no_order_2.jpeg","1",""
"","image-button-response","4","54416","0.0-4.0","9/4/2023, 12:35:32 PM","conditionO","","2480","images/with_order_2.jpeg","0",""
"","instructions","5","60096","0.0-5.0","9/4/2023, 12:35:32 PM","conditionO","[{""page_index"":0,""viewing_time"":5680}]","5680","","",""
"","image-button-response","6","82479","0.0-6.0","9/4/2023, 12:35:32 PM","conditionO","","22382","images/memory_example_1.jpg","1",""
"","instructions","7","90156","0.0-7.0","9/4/2023, 12:35:32 PM","conditionO","[{""page_index"":0,""viewing_time"":4816},{""page_index"":1,""viewing_time"":2859}]","7675","","",""
"","image-button-response","8","99982","0.0-8.0","9/4/2023, 12:35:32 PM","conditionO","","9821","images/non_order_2.jpeg","1",""
"","image-button-response","9","108295","0.0-9.0","9/4/2023, 12:35:32 PM","conditionO","","8312","images/scrambled_2.jpeg","1",""
"","image-button-response","10","115277","0.0-10.0","9/4/2023, 12:35:32 PM","conditionO","","6979","images/order_2.jpeg","0",""
"","image-button-response","11","119151","0.0-11.0","9/4/2023, 12:35:32 PM","conditionO","","3872","images/memory_1.png","0",""
"","image-button-response","12","121975","0.0-12.0","9/4/2023, 12:35:32 PM","conditionO","","2821","images/memory_2.png","1",""
"","image-button-response","13","126112","0.0-13.0","9/4/2023, 12:35:32 PM","conditionO","","4135","images/memory_3.png","1",""
"","image-button-response","14","130971","0.0-14.0","9/4/2023, 12:35:32 PM","conditionO","","4854","images/scrambled_1.jpeg","0",""
"","image-button-response","15","134414","0.0-15.0","9/4/2023, 12:35:32 PM","conditionO","","3442","images/non_order_1.jpeg","0",""
"","image-button-response","16","138618","0.0-16.0","9/4/2023, 12:35:32 PM","conditionO","","4202","images/order_1.jpeg","0",""
"","image-button-response","17","143784","0.0-17.0","9/4/2023, 12:35:32 PM","conditionO","","5164","images/memory_4.png","1",""
"","image-button-response","18","149649","0.0-18.0","9/4/2023, 12:35:32 PM","conditionO","","5864","images/memory_5.png","0",""
"","image-button-response","19","157896","0.0-19.0","9/4/2023, 12:35:32 PM","conditionO","","8245","images/memory_6.png","0",""
"","survey-text","20","164248","0.0-20.0","9/4/2023, 12:35:32 PM","conditionO","","6347","","","{""Q0"":""22""}"
"","survey-text","21","180708","0.0-21.0","9/4/2023, 12:35:32 PM","conditionO","","16456","","","{""Q0"":""FEMALE""}"
"","instructions","22","194688","0.0-22.0","9/4/2023, 12:35:32 PM","conditionO","[{""page_index"":0,""viewing_time"":13978}]","13979","","",""
