"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","order","16","178140","0.0-16.0","8/27/2023, 8:51:49 PM","conditionO","","5725","[""9_1"",""9_2"",""9_3"",""9_4""]","[{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":396,""y"":486,""move_time"":2062},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":557,""y"":486,""move_time"":585},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":557,""y"":486,""move_time"":1167},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":718,""y"":486,""move_time"":264},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":879,""y"":486,""move_time"":734}]","[{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":396,""y"":486},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":557,""y"":486},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":718,""y"":486},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":879,""y"":486}]","5","","",""
"","html-button-response","17","180857","0.0-17.0","8/27/2023, 8:51:49 PM","conditionO","","2717","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","18","185765","0.0-18.0","8/27/2023, 8:51:49 PM","conditionO","","4907","","","","","","","{""Q0"":""no sequence made sense to me""}"
"","order","19","205577","0.0-19.0","8/27/2023, 8:51:49 PM","conditionO","","19812","[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":557,""y"":486,""move_time"":6499},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":396,""y"":486,""move_time"":747},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":718,""y"":486,""move_time"":3036},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":557,""y"":486,""move_time"":2733},{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":396,""y"":486,""move_time"":1331},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":879,""y"":486,""move_time"":2869},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":718,""y"":486,""move_time"":1349}]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":396,""y"":486},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":557,""y"":486},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":718,""y"":486},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":879,""y"":486}]","7","","",""
"","html-button-response","20","207661","0.0-20.0","8/27/2023, 8:51:49 PM","conditionO","","2083","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","21","209410","0.0-21.0","8/27/2023, 8:51:49 PM","conditionO","","1748","","","","","","","{""Q0"":""seemed like the logical order of events""}"
"","order","22","217595","0.0-22.0","8/27/2023, 8:51:49 PM","conditionO","","8185","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":396,""y"":486,""move_time"":4703},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":557,""y"":486,""move_time"":883},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":718,""y"":486,""move_time"":885},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":879,""y"":486,""move_time"":967}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":396,""y"":486},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":557,""y"":486},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":718,""y"":486},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":879,""y"":486}]","4","","",""
"","html-button-response","23","218928","0.0-23.0","8/27/2023, 8:51:49 PM","conditionO","","1331","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","24","223255","0.0-24.0","8/27/2023, 8:51:49 PM","conditionO","","4326","","","","","","","{""Q0"":""the seed grew""}"
"","order","25","234646","0.0-25.0","8/27/2023, 8:51:49 PM","conditionO","","11392","[""6_5"",""6_6"",""6_7"",""6_8""]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":396,""y"":486,""move_time"":4895},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":557,""y"":486,""move_time"":683},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":718,""y"":486,""move_time"":701},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":879,""y"":486,""move_time"":1266}]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":396,""y"":486},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":557,""y"":486},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":718,""y"":486},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":879,""y"":486}]","4","","",""
"","html-button-response","26","236149","0.0-26.0","8/27/2023, 8:51:49 PM","conditionO","","1501","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","27","240642","0.0-27.0","8/27/2023, 8:51:49 PM","conditionO","","4493","","","","","","","{""Q0"":""no sequence seemed obvious""}"
"","order","28","254415","0.0-28.0","8/27/2023, 8:51:49 PM","conditionO","","13773","[""4_5"",""4_6"",""4_7"",""4_8""]","[{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":396,""y"":486,""move_time"":10527},{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":557,""y"":486,""move_time"":582},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":718,""y"":486,""move_time"":637},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":879,""y"":486,""move_time"":852}]","[{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":396,""y"":486},{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":557,""y"":486},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":718,""y"":486},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":879,""y"":486}]","4","","",""
"","html-button-response","29","255832","0.0-29.0","8/27/2023, 8:51:49 PM","conditionO","","1416","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","30","263409","0.0-30.0","8/27/2023, 8:51:49 PM","conditionO","","7576","","","","","","","{""Q0"":""no sequence seemed obvious""}"
"","survey-text","31","265696","0.0-31.0","8/27/2023, 8:51:49 PM","conditionO","","2285","","","","","","","{""Q0"":""34""}"
"","survey-text","32","269135","0.0-32.0","8/27/2023, 8:51:49 PM","conditionO","","3438","","","","","","","{""Q0"":""MALE""}"
"","instructions","33","290988","0.0-33.0","8/27/2023, 8:51:49 PM","conditionO","[{""page_index"":0,""viewing_time"":21852}]","21853","","","","","","",""
