"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"true","fullscreen","0","2288","0.0-0.0","8/24/2023, 2:25:41 PM","conditionO","","","","","","","","",""
"","instructions","1","70302","0.0-1.0","8/24/2023, 2:25:41 PM","conditionO","[{""page_index"":0,""viewing_time"":1569.2999999523163},{""page_index"":1,""viewing_time"":61848.700000047684},{""page_index"":2,""viewing_time"":3484.7000000476837},{""page_index"":3,""viewing_time"":1106.9000000953674}]","68010.70000004768","","","","","","",""
"","order","2","83584","0.0-2.0","8/24/2023, 2:25:41 PM","conditionO","","13281","[""test_3"",""test_4"",""test_2"",""test_1""]","[{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":359,""y"":421,""move_time"":7497},{""src"":""http://34.125.186.26/images/test_2.jpg"",""x"":521,""y"":421,""move_time"":1173},{""src"":""http://34.125.186.26/images/test_3.jpg"",""x"":683,""y"":421,""move_time"":2688},{""src"":""http://34.125.186.26/images/test_4.jpg"",""x"":845,""y"":421,""move_time"":985}]","[{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/test_2.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/test_3.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/test_4.jpg"",""x"":845,""y"":421}]","4","","",""
"","instructions","3","86131","0.0-3.0","8/24/2023, 2:25:41 PM","conditionO","[{""page_index"":0,""viewing_time"":2545.5}]","2545.7999999523163","","","","","","",""
"","order","4","94552","0.0-4.0","8/24/2023, 2:25:41 PM","conditionO","","8420","[""7_3"",""7_1"",""7_4"",""7_2""]","[{""src"":""http://34.125.186.26/images/7_1.jpg"",""x"":359,""y"":421,""move_time"":5048},{""src"":""http://34.125.186.26/images/7_2.jpg"",""x"":521,""y"":421,""move_time"":1087},{""src"":""http://34.125.186.26/images/7_3.jpg"",""x"":683,""y"":421,""move_time"":875},{""src"":""http://34.125.186.26/images/7_4.jpg"",""x"":845,""y"":421,""move_time"":786}]","[{""src"":""http://34.125.186.26/images/7_1.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/7_2.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/7_3.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/7_4.jpg"",""x"":845,""y"":421}]","4","","",""
"","html-button-response","5","96880","0.0-5.0","8/24/2023, 2:25:41 PM","conditionO","","2325.5","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","6","123016","0.0-6.0","8/24/2023, 2:25:41 PM","conditionO","","26127.799999952316","","","","","","","{""Q0"":""it just made the most sense if I wanted them to be cohesive. Unsure how to explain beyond that""}"
"","order","7","149462","0.0-7.0","8/24/2023, 2:25:41 PM","conditionO","","26445","[""2_5"",""2_6"",""2_7"",""2_8""]","[{""src"":""http://34.125.186.26/images/2_8.jpg"",""x"":359,""y"":421,""move_time"":19959},{""src"":""http://34.125.186.26/images/2_6.jpg"",""x"":521,""y"":182,""move_time"":1706},{""src"":""http://34.125.186.26/images/2_5.jpg"",""x"":521,""y"":421,""move_time"":802},{""src"":""http://34.125.186.26/images/2_6.jpg"",""x"":683,""y"":421,""move_time"":1918},{""src"":""http://34.125.186.26/images/2_7.jpg"",""x"":845,""y"":421,""move_time"":1121}]","[{""src"":""http://34.125.186.26/images/2_8.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/2_5.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/2_6.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/2_7.jpg"",""x"":845,""y"":421}]","5","","",""
"","html-button-response","8","150828","0.0-8.0","8/24/2023, 2:25:41 PM","conditionO","","1364.1999998092651","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","9","175763","0.0-9.0","8/24/2023, 2:25:41 PM","conditionO","","24933.299999952316","","","","","","","{""Q0"":""I just kind of guessed, I feel like that one was more abstract and not so straightforward""}"
"","order","10","200048","0.0-10.0","8/24/2023, 2:25:41 PM","conditionO","","24277","[""3_2"",""3_1"",""3_4"",""3_3""]","[{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":359,""y"":421,""move_time"":3478},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":521,""y"":421,""move_time"":1384},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":683,""y"":421,""move_time"":807},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":845,""y"":421,""move_time"":5638},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":521,""y"":421,""move_time"":628},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":683,""y"":421,""move_time"":881},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":845,""y"":421,""move_time"":1790}]","[{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":845,""y"":421}]","7","","",""
