"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","html-button-response","11","201264","0.0-11.0","8/24/2023, 2:25:41 PM","conditionO","","1215.6000001430511","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","12","212768","0.0-12.0","8/24/2023, 2:25:41 PM","conditionO","","11502.599999904633","","","","","","","{""Q0"":""It just made the most sense to me for them to happen in that order.""}"
"","order","13","252875","0.0-13.0","8/24/2023, 2:25:41 PM","conditionO","","40107","[""5_5"",""5_6"",""5_7"",""5_8""]","[{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":359,""y"":421,""move_time"":9706},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":683,""y"":182,""move_time"":4134},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":359,""y"":421,""move_time"":1314},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":359,""y"":421,""move_time"":3457},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":683,""y"":182,""move_time"":1427},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":359,""y"":421,""move_time"":877},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":521,""y"":421,""move_time"":936},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":683,""y"":421,""move_time"":906},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":359,""y"":182,""move_time"":2442},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":359,""y"":421,""move_time"":1835},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":521,""y"":421,""move_time"":1232},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":683,""y"":421,""move_time"":1141},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":845,""y"":421,""move_time"":2460}]","[{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":845,""y"":421}]","13","","",""
"","html-button-response","14","254279","0.0-14.0","8/24/2023, 2:25:41 PM","conditionO","","1401.7999999523163","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","15","271107","0.0-15.0","8/24/2023, 2:25:41 PM","conditionO","","16825.099999904633","","","","","","","{""Q0"":""Maybe it felt like a rocket ship to jump from the ground to the counter. I don't know.""}"
"","order","16","280039","0.0-16.0","8/24/2023, 2:25:41 PM","conditionO","","8932","[""9_1"",""9_2"",""9_3"",""9_4""]","[{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":359,""y"":421,""move_time"":4395},{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":359,""y"":421,""move_time"":953},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":521,""y"":421,""move_time"":1171},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":683,""y"":421,""move_time"":884},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":845,""y"":421,""move_time"":727}]","[{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":845,""y"":421}]","5","","",""
"","html-button-response","17","281122","0.0-17.0","8/24/2023, 2:25:41 PM","conditionO","","1081.7000000476837","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","18","288453","0.0-18.0","8/24/2023, 2:25:41 PM","conditionO","","7329.400000095367","","","","","","","{""Q0"":""I don't know.""}"
"","order","19","319415","0.0-19.0","8/24/2023, 2:25:41 PM","conditionO","","30964","[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":359,""y"":421,""move_time"":10807},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":521,""y"":421,""move_time"":2212},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":683,""y"":421,""move_time"":1550},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":683,""y"":421,""move_time"":1509},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":683,""y"":421,""move_time"":864},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":845,""y"":421,""move_time"":1249},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":683,""y"":421,""move_time"":5819}]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":845,""y"":421}]","7","","",""
"","html-button-response","20","320615","0.0-20.0","8/24/2023, 2:25:41 PM","conditionO","","1199.1000001430511","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","21","330759","0.0-21.0","8/24/2023, 2:25:41 PM","conditionO","","10142.099999904633","","","","","","","{""Q0"":""It created a cohesive scenario.""}"
"","order","22","339520","0.0-22.0","8/24/2023, 2:25:41 PM","conditionO","","8760","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":359,""y"":421,""move_time"":2910},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":521,""y"":421,""move_time"":2720},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":683,""y"":421,""move_time"":870},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":845,""y"":421,""move_time"":872}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":845,""y"":421}]","4","","",""
"","html-button-response","23","340436","0.0-23.0","8/24/2023, 2:25:41 PM","conditionO","","914.8000001907349","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","24","348040","0.0-24.0","8/24/2023, 2:25:41 PM","conditionO","","7602.599999904633","","","","","","","{""Q0"":""the seed was growing each picture.""}"
"","order","25","368076","0.0-25.0","8/24/2023, 2:25:41 PM","conditionO","","20037","[""6_5"",""6_6"",""6_7"",""6_8""]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":359,""y"":421,""move_time"":9977},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":521,""y"":421,""move_time"":932},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":683,""y"":421,""move_time"":1017},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":845,""y"":421,""move_time"":643}]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":845,""y"":421}]","4","","",""
"","html-button-response","26","369318","0.0-26.0","8/24/2023, 2:25:41 PM","conditionO","","1241.5999999046326","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","27","387248","0.0-27.0","8/24/2023, 2:25:41 PM","conditionO","","17927.900000095367","","","","","","","{""Q0"":""Idk, just thought maybe the other animals were shocked by the dog chasing its tail""}"
"","order","28","428894","0.0-28.0","8/24/2023, 2:25:41 PM","conditionO","","41641","[""4_5"",""4_6"",""4_7"",""4_8""]","[{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":359,""y"":421,""move_time"":17186},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":521,""y"":421,""move_time"":1000},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":683,""y"":182,""move_time"":5257},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":845,""y"":182,""move_time"":801},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":359,""y"":421,""move_time"":1095},{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":521,""y"":421,""move_time"":1192},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":683,""y"":421,""move_time"":675},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":845,""y"":421,""move_time"":731},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":683,""y"":421,""move_time"":717},{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":683,""y"":421,""move_time"":3751},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":359,""y"":182,""move_time"":655},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":521,""y"":182,""move_time"":527},{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":359,""y"":421,""move_time"":737},{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":683,""y"":182,""move_time"":1945},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":359,""y"":421,""move_time"":653},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":521,""y"":421,""move_time"":1089},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":683,""y"":421,""move_time"":2152},{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":845,""y"":421,""move_time"":673}]","[{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":359,""y"":421},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":521,""y"":421},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":683,""y"":421},{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":845,""y"":421}]","18","","",""
"","html-button-response","29","429993","0.0-29.0","8/24/2023, 2:25:41 PM","conditionO","","1097.8999998569489","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","30","452621","0.0-30.0","8/24/2023, 2:25:41 PM","conditionO","","22626.099999904633","","","","","","","{""Q0"":""completely just guessed, I didn't think there was a specific order than made sense.""}"
"","survey-text","31","455084","0.0-31.0","8/24/2023, 2:25:41 PM","conditionO","","2458.9000000953674","","","","","","","{""Q0"":""29""}"
"","survey-text","32","461920","0.0-32.0","8/24/2023, 2:25:41 PM","conditionO","","6831.5","","","","","","","{""Q0"":""MALE""}"
"","instructions","33","467221","0.0-33.0","8/24/2023, 2:25:41 PM","conditionO","[{""page_index"":0,""viewing_time"":5299.600000143051}]","5300.300000190735","","","","","","",""
