"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"true","fullscreen","0","6005","0.0-0.0","8/24/2023, 12:32:38 PM","conditionS","","","","","","","","",""
"","instructions","1","53948","0.0-1.0","8/24/2023, 12:32:38 PM","conditionS","[{""page_index"":0,""viewing_time"":3801},{""page_index"":1,""viewing_time"":10832},{""page_index"":2,""viewing_time"":30853},{""page_index"":3,""viewing_time"":2454}]","47940","","","","","","",""
"","order","2","77045","0.0-2.0","8/24/2023, 12:32:38 PM","conditionS","","23040","[""test_3"",""test_4"",""test_2"",""test_1""]","[{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":316,""y"":421,""move_time"":10909},{""src"":""http://34.125.186.26/images/test_2.jpg"",""x"":478,""y"":421,""move_time"":3021},{""src"":""http://34.125.186.26/images/test_3.jpg"",""x"":640,""y"":421,""move_time"":4473},{""src"":""http://34.125.186.26/images/test_4.jpg"",""x"":802,""y"":421,""move_time"":2630}]","[{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/test_2.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/test_3.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/test_4.jpg"",""x"":802,""y"":421}]","4","","",""
"","instructions","3","80164","0.0-3.0","8/24/2023, 12:32:38 PM","conditionS","[{""page_index"":0,""viewing_time"":3116}]","3117","","","","","","",""
"","order","4","100421","0.0-4.0","8/24/2023, 12:32:38 PM","conditionS","","20254","[""7_3"",""7_1"",""7_4"",""7_2""]","[{""src"":""http://34.125.186.26/images/7_2.jpg"",""x"":478,""y"":421,""move_time"":9386},{""src"":""http://34.125.186.26/images/7_1.jpg"",""x"":316,""y"":421,""move_time"":3298},{""src"":""http://34.125.186.26/images/7_3.jpg"",""x"":640,""y"":421,""move_time"":3299},{""src"":""http://34.125.186.26/images/7_4.jpg"",""x"":802,""y"":421,""move_time"":2591}]","[{""src"":""http://34.125.186.26/images/7_1.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/7_2.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/7_3.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/7_4.jpg"",""x"":802,""y"":421}]","4","","",""
"","html-button-response","5","104999","0.0-5.0","8/24/2023, 12:32:38 PM","conditionS","","4574","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","6","131190","0.0-6.0","8/24/2023, 12:32:38 PM","conditionS","","26163","","","","","","","{""Q0"":""As per the insection made my decision.""}"
"","order","7","163324","0.0-7.0","8/24/2023, 12:32:38 PM","conditionS","","32132","[""2_5"",""2_6"",""2_7"",""2_8""]","[{""src"":""http://34.125.186.26/images/2_8.jpg"",""x"":316,""y"":421,""move_time"":21179},{""src"":""http://34.125.186.26/images/2_5.jpg"",""x"":478,""y"":421,""move_time"":4142},{""src"":""http://34.125.186.26/images/2_6.jpg"",""x"":640,""y"":421,""move_time"":2949},{""src"":""http://34.125.186.26/images/2_7.jpg"",""x"":802,""y"":421,""move_time"":2292}]","[{""src"":""http://34.125.186.26/images/2_8.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/2_5.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/2_6.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/2_7.jpg"",""x"":802,""y"":421}]","4","","",""
"","html-button-response","8","165618","0.0-8.0","8/24/2023, 12:32:38 PM","conditionS","","2290","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","9","188896","0.0-9.0","8/24/2023, 12:32:38 PM","conditionS","","23255","","","","","","","{""Q0"":""As per the insection made my decision.""}"
"","order","10","210256","0.0-10.0","8/24/2023, 12:32:38 PM","conditionS","","21355","[""3_2"",""3_1"",""3_4"",""3_3""]","[{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":316,""y"":421,""move_time"":10287},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":478,""y"":421,""move_time"":3826},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":640,""y"":421,""move_time"":2983},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":802,""y"":421,""move_time"":2311}]","[{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":802,""y"":421}]","4","","",""
"","html-button-response","11","213097","0.0-11.0","8/24/2023, 12:32:38 PM","conditionS","","2838","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","12","216939","0.0-12.0","8/24/2023, 12:32:38 PM","conditionS","","3836","","","","","","","{""Q0"":""As per the insection made my decision.""}"
"","order","13","244251","0.0-13.0","8/24/2023, 12:32:38 PM","conditionS","","27307","[""5_5"",""5_6"",""5_7"",""5_8""]","[{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":316,""y"":421,""move_time"":13536},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":478,""y"":421,""move_time"":4739},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":640,""y"":421,""move_time"":2902},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":802,""y"":421,""move_time"":3005}]","[{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":802,""y"":421}]","4","","",""
"","html-button-response","14","247163","0.0-14.0","8/24/2023, 12:32:38 PM","conditionS","","2909","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","15","250454","0.0-15.0","8/24/2023, 12:32:38 PM","conditionS","","3115","","","","","","","{""Q0"":""As per the insection made my decision.""}"
"","order","16","268196","0.0-16.0","8/24/2023, 12:32:38 PM","conditionS","","17738","[""9_1"",""9_2"",""9_3"",""9_4""]","[{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":316,""y"":421,""move_time"":8568},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":478,""y"":421,""move_time"":3498},{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":640,""y"":421,""move_time"":2060},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":802,""y"":421,""move_time"":1887}]","[{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":802,""y"":421}]","4","","",""
"","html-button-response","17","270207","0.0-17.0","8/24/2023, 12:32:38 PM","conditionS","","2010","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","18","273106","0.0-18.0","8/24/2023, 12:32:38 PM","conditionS","","2893","","","","","","","{""Q0"":""As per the insection made my decision.""}"
"","order","19","322150","0.0-19.0","8/24/2023, 12:32:38 PM","conditionS","","49040","[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":316,""y"":421,""move_time"":19010},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":478,""y"":421,""move_time"":9760},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":640,""y"":421,""move_time"":3494},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":802,""y"":421,""move_time"":2635},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":802,""y"":421,""move_time"":5817},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":802,""y"":421,""move_time"":2466}]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":802,""y"":421}]","6","","",""
"","html-button-response","20","323888","0.0-20.0","8/24/2023, 12:32:38 PM","conditionS","","1735","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","21","326959","0.0-21.0","8/24/2023, 12:32:38 PM","conditionS","","3065","","","","","","","{""Q0"":""As per the insection made my decision.""}"
"","order","22","340905","0.0-22.0","8/24/2023, 12:32:38 PM","conditionS","","13941","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":421,""move_time"":6497},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":478,""y"":421,""move_time"":2365},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":640,""y"":421,""move_time"":1842},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":802,""y"":421,""move_time"":1519}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":802,""y"":421}]","4","","",""
"","html-button-response","23","342258","0.0-23.0","8/24/2023, 12:32:38 PM","conditionS","","1349","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","24","345085","0.0-24.0","8/24/2023, 12:32:38 PM","conditionS","","2812","","","","","","","{""Q0"":""As per the insection made my decision.""}"
"","order","25","373279","0.0-25.0","8/24/2023, 12:32:38 PM","conditionS","","28189","[""6_5"",""6_6"",""6_7"",""6_8""]","[{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":640,""y"":421,""move_time"":17261},{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":478,""y"":421,""move_time"":3602},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":316,""y"":421,""move_time"":3178},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":802,""y"":421,""move_time"":2349}]","[{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":802,""y"":421}]","4","","",""
"","html-button-response","26","374616","0.0-26.0","8/24/2023, 12:32:38 PM","conditionS","","1335","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","27","377483","0.0-27.0","8/24/2023, 12:32:38 PM","conditionS","","2861","","","","","","","{""Q0"":""As per the insection made my decision.""}"
"","order","28","406705","0.0-28.0","8/24/2023, 12:32:38 PM","conditionS","","29215","[""4_5"",""4_6"",""4_7"",""4_8""]","[{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":316,""y"":421,""move_time"":17307},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":478,""y"":421,""move_time"":3476},{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":316,""y"":421,""move_time"":2274},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":640,""y"":421,""move_time"":1889},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":802,""y"":421,""move_time"":2122}]","[{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":802,""y"":421}]","5","","",""
"","html-button-response","29","408171","0.0-29.0","8/24/2023, 12:32:38 PM","conditionS","","1462","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","30","411269","0.0-30.0","8/24/2023, 12:32:38 PM","conditionS","","3087","","","","","","","{""Q0"":""As per the insection made my decision.""}"
"","survey-text","31","418889","0.0-31.0","8/24/2023, 12:32:38 PM","conditionS","","7584","","","","","","","{""Q0"":""27""}"
"","survey-text","32","433130","0.0-32.0","8/24/2023, 12:32:38 PM","conditionS","","14196","","","","","","","{""Q0"":""Female""}"
"","instructions","33","436371","0.0-33.0","8/24/2023, 12:32:38 PM","conditionS","[{""page_index"":0,""viewing_time"":3237}]","3238","","","","","","",""
