"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","order","10","130513","0.0-10.0","9/1/2023, 9:44:47 AM","conditionO","","26736","[""3_5"",""3_6"",""3_7"",""3_8""]","[{""src"":""http://34.125.186.26/images/3_7.jpg"",""x"":636,""y"":576,""move_time"":23179},{""src"":""http://34.125.186.26/images/3_6.jpg"",""x"":798,""y"":576,""move_time"":1056},{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":960,""y"":576,""move_time"":928},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":1122,""y"":576,""move_time"":809}]","[{""src"":""http://34.125.186.26/images/3_7.jpg"",""x"":636,""y"":576},{""src"":""http://34.125.186.26/images/3_6.jpg"",""x"":798,""y"":576},{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":960,""y"":576},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":1122,""y"":576}]","4","","",""
"","html-button-response","11","132145","0.0-11.0","9/1/2023, 9:44:47 AM","conditionO","","1631.2999999523163","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","12","132713","0.0-12.0","9/1/2023, 9:44:47 AM","conditionO","","567.1000000238419","","","","","","","{""Q0"":""""}"
"","order","13","144825","0.0-13.0","9/1/2023, 9:44:47 AM","conditionO","","12111","[""5_2"",""5_4"",""5_1"",""5_3""]","[{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":636,""y"":576,""move_time"":8259},{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":798,""y"":576,""move_time"":1160},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":960,""y"":576,""move_time"":904},{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":1122,""y"":576,""move_time"":1112}]","[{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":636,""y"":576},{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":798,""y"":576},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":960,""y"":576},{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":1122,""y"":576}]","4","","",""
"","html-button-response","14","146009","0.0-14.0","9/1/2023, 9:44:47 AM","conditionO","","1183.5","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","15","146585","0.0-15.0","9/1/2023, 9:44:47 AM","conditionO","","575.2000000476837","","","","","","","{""Q0"":""""}"
"","order","16","159464","0.0-16.0","9/1/2023, 9:44:47 AM","conditionO","","12879","[""9_5"",""9_6"",""9_7"",""9_8""]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":636,""y"":576,""move_time"":7930},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":798,""y"":576,""move_time"":2384},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":1122,""y"":576,""move_time"":864},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":960,""y"":576,""move_time"":920}]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":636,""y"":576},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":798,""y"":576},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":960,""y"":576},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":1122,""y"":576}]","4","","",""
"","html-button-response","17","160752","0.0-17.0","9/1/2023, 9:44:47 AM","conditionO","","1287.2999999523163","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","18","161464","0.0-18.0","9/1/2023, 9:44:47 AM","conditionO","","711.1000000238419","","","","","","","{""Q0"":""""}"
"","order","19","182896","0.0-19.0","9/1/2023, 9:44:47 AM","conditionO","","21432","[""1_5"",""1_6"",""1_7"",""1_8""]","[{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":636,""y"":576,""move_time"":18331},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":798,""y"":576,""move_time"":952},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":960,""y"":576,""move_time"":784},{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":1122,""y"":576,""move_time"":672}]","[{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":636,""y"":576},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":798,""y"":576},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":960,""y"":576},{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":1122,""y"":576}]","4","","",""
"","html-button-response","20","184464","0.0-20.0","9/1/2023, 9:44:47 AM","conditionO","","1567.3000000715256","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","21","184937","0.0-21.0","9/1/2023, 9:44:47 AM","conditionO","","471.10000002384186","","","","","","","{""Q0"":""""}"
"","order","22","203464","0.0-22.0","9/1/2023, 9:44:47 AM","conditionO","","18527","[""8_5"",""8_6"",""8_7"",""8_8""]","[{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":636,""y"":576,""move_time"":13682},{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":798,""y"":576,""move_time"":680},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":960,""y"":576,""move_time"":920},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":960,""y"":576,""move_time"":631},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":1122,""y"":576,""move_time"":1505}]","[{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":636,""y"":576},{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":798,""y"":576},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":960,""y"":576},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":1122,""y"":576}]","5","","",""
"","html-button-response","23","204696","0.0-23.0","9/1/2023, 9:44:47 AM","conditionO","","1231.3999999761581","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","24","205304","0.0-24.0","9/1/2023, 9:44:47 AM","conditionO","","607","","","","","","","{""Q0"":""""}"
"","order","25","213960","0.0-25.0","9/1/2023, 9:44:47 AM","conditionO","","8656","[""6_4"",""6_2"",""6_1"",""6_3""]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":636,""y"":576,""move_time"":4082},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":798,""y"":576,""move_time"":848},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":960,""y"":576,""move_time"":952},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":1122,""y"":576,""move_time"":1080}]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":636,""y"":576},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":798,""y"":576},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":960,""y"":576},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":1122,""y"":576}]","4","","",""
"","html-button-response","26","215104","0.0-26.0","9/1/2023, 9:44:47 AM","conditionO","","1143.3000000715256","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","27","225073","0.0-27.0","9/1/2023, 9:44:47 AM","conditionO","","9967.200000047684","","","","","","","{""Q0"":""All birds sit one by one.""}"
"","order","28","237105","0.0-28.0","9/1/2023, 9:44:47 AM","conditionO","","12031","[""4_3"",""4_4"",""4_1"",""4_2""]","[{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":636,""y"":576,""move_time"":5882},{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":798,""y"":576,""move_time"":1961},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":960,""y"":576,""move_time"":1279},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":1122,""y"":576,""move_time"":1232}]","[{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":636,""y"":576},{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":798,""y"":576},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":960,""y"":576},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":1122,""y"":576}]","4","","",""
"","html-button-response","29","238081","0.0-29.0","9/1/2023, 9:44:47 AM","conditionO","","975.3000000715256","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","30","282889","0.0-30.0","9/1/2023, 9:44:47 AM","conditionO","","44807.199999928474","","","","","","","{""Q0"":""THe two of them fight and sudden rain make them happy again.""}"
"","survey-text","31","285321","0.0-31.0","9/1/2023, 9:44:47 AM","conditionO","","2430.7000000476837","","","","","","","{""Q0"":""35""}"
"","survey-text","32","290201","0.0-32.0","9/1/2023, 9:44:47 AM","conditionO","","4877.300000071526","","","","","","","{""Q0"":""MALE""}"
"","instructions","33","310953","0.0-33.0","9/1/2023, 9:44:47 AM","conditionO","[{""page_index"":0,""viewing_time"":20751.100000023842}]","20751.299999952316","","","","","","",""
