"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"true","fullscreen","0","5242","0.0-0.0","8/27/2023, 9:29:23 PM","conditionO","","","","","","","","",""
"","instructions","1","81001","0.0-1.0","8/27/2023, 9:29:23 PM","conditionO","[{""page_index"":0,""viewing_time"":66916.70000004768},{""page_index"":1,""viewing_time"":1785.2000000476837},{""page_index"":2,""viewing_time"":5280},{""page_index"":3,""viewing_time"":1772.2999999523163}]","75756","","","","","","",""
"","order","2","112539","0.0-2.0","8/27/2023, 9:29:23 PM","conditionO","","31532","[""test_3"",""test_4"",""test_2"",""test_1""]","[{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":1122,""y"":338,""move_time"":9020},{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":636,""y"":576,""move_time"":11749},{""src"":""http://34.125.186.26/images/test_2.jpg"",""x"":798,""y"":576,""move_time"":5333},{""src"":""http://34.125.186.26/images/test_3.jpg"",""x"":960,""y"":576,""move_time"":2046},{""src"":""http://34.125.186.26/images/test_4.jpg"",""x"":1122,""y"":576,""move_time"":1933}]","[{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":636,""y"":576},{""src"":""http://34.125.186.26/images/test_2.jpg"",""x"":798,""y"":576},{""src"":""http://34.125.186.26/images/test_3.jpg"",""x"":960,""y"":576},{""src"":""http://34.125.186.26/images/test_4.jpg"",""x"":1122,""y"":576}]","5","","",""
"","instructions","3","114073","0.0-3.0","8/27/2023, 9:29:23 PM","conditionO","[{""page_index"":0,""viewing_time"":1530.8000001907349}]","1531.8000001907349","","","","","","",""
"","order","4","128301","0.0-4.0","8/27/2023, 9:29:23 PM","conditionO","","14223","[""7_3"",""7_1"",""7_4"",""7_2""]","[{""src"":""http://34.125.186.26/images/7_1.jpg"",""x"":636,""y"":576,""move_time"":5718},{""src"":""http://34.125.186.26/images/7_2.jpg"",""x"":798,""y"":576,""move_time"":1927},{""src"":""http://34.125.186.26/images/7_3.jpg"",""x"":960,""y"":576,""move_time"":2496},{""src"":""http://34.125.186.26/images/7_4.jpg"",""x"":1122,""y"":576,""move_time"":2097}]","[{""src"":""http://34.125.186.26/images/7_1.jpg"",""x"":636,""y"":576},{""src"":""http://34.125.186.26/images/7_2.jpg"",""x"":798,""y"":576},{""src"":""http://34.125.186.26/images/7_3.jpg"",""x"":960,""y"":576},{""src"":""http://34.125.186.26/images/7_4.jpg"",""x"":1122,""y"":576}]","4","","",""
"","html-button-response","5","130436","0.0-5.0","8/27/2023, 9:29:23 PM","conditionO","","2126.7999999523163","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","6","145502","0.0-6.0","8/27/2023, 9:29:23 PM","conditionO","","14998.099999904633","","","","","","","{""Q0"":""based on how much the watermelon was eaton""}"
"","order","7","180706","0.0-7.0","8/27/2023, 9:29:23 PM","conditionO","","35201","[""2_5"",""2_6"",""2_7"",""2_8""]","[{""src"":""http://34.125.186.26/images/2_5.jpg"",""x"":636,""y"":576,""move_time"":17578},{""src"":""http://34.125.186.26/images/2_8.jpg"",""x"":798,""y"":576,""move_time"":9588},{""src"":""http://34.125.186.26/images/2_7.jpg"",""x"":960,""y"":576,""move_time"":1898},{""src"":""http://34.125.186.26/images/2_6.jpg"",""x"":1122,""y"":576,""move_time"":2134}]","[{""src"":""http://34.125.186.26/images/2_5.jpg"",""x"":636,""y"":576},{""src"":""http://34.125.186.26/images/2_8.jpg"",""x"":798,""y"":576},{""src"":""http://34.125.186.26/images/2_7.jpg"",""x"":960,""y"":576},{""src"":""http://34.125.186.26/images/2_6.jpg"",""x"":1122,""y"":576}]","4","","",""
"","html-button-response","8","182067","0.0-8.0","8/27/2023, 9:29:23 PM","conditionO","","1357.0999999046326","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","9","191697","0.0-9.0","8/27/2023, 9:29:23 PM","conditionO","","9626.400000095367","","","","","","","{""Q0"":""the umbrella opening""}"
"","order","10","215066","0.0-10.0","8/27/2023, 9:29:23 PM","conditionO","","23362","[""3_2"",""3_1"",""3_4"",""3_3""]","[{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":636,""y"":576,""move_time"":14368},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":798,""y"":576,""move_time"":1928},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":1122,""y"":576,""move_time"":3190},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":960,""y"":576,""move_time"":2137}]","[{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":636,""y"":576},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":798,""y"":576},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":960,""y"":576},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":1122,""y"":576}]","4","","",""
"","html-button-response","11","215926","0.0-11.0","8/27/2023, 9:29:23 PM","conditionO","","857.1000001430511","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","12","228302","0.0-12.0","8/27/2023, 9:29:23 PM","conditionO","","12366.900000095367","","","","","","","{""Q0"":""sherevthe cat was""}"
"","order","13","265913","0.0-13.0","8/27/2023, 9:29:23 PM","conditionO","","37609","[""5_5"",""5_6"",""5_7"",""5_8""]","[{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":636,""y"":576,""move_time"":24391},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":798,""y"":576,""move_time"":4315},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":960,""y"":576,""move_time"":3682},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":1122,""y"":576,""move_time"":2307}]","[{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":636,""y"":576},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":798,""y"":576},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":960,""y"":576},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":1122,""y"":576}]","4","","",""
"","html-button-response","14","268280","0.0-14.0","8/27/2023, 9:29:23 PM","conditionO","","2364.7000000476837","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","15","287983","0.0-15.0","8/27/2023, 9:29:23 PM","conditionO","","19697.300000190735","","","","","","","{""Q0"":""based on what the cat was doing in the mirror ""}"
"","order","16","314880","0.0-16.0","8/27/2023, 9:29:23 PM","conditionO","","26892","[""9_1"",""9_2"",""9_3"",""9_4""]","[{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":636,""y"":576,""move_time"":18820},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":798,""y"":576,""move_time"":2968},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":1122,""y"":576,""move_time"":2030},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":960,""y"":576,""move_time"":1818}]","[{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":636,""y"":576},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":798,""y"":576},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":960,""y"":576},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":1122,""y"":576}]","4","","",""
"","html-button-response","17","316372","0.0-17.0","8/27/2023, 9:29:23 PM","conditionO","","1488","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","18","322324","0.0-18.0","8/27/2023, 9:29:23 PM","conditionO","","5945.400000095367","","","","","","","{""Q0"":""the size of it""}"
