"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","2580","0.0-0.0","4.9.2023, 0:25:57","conditionO","","","","",""
"","instructions","1","6741","0.0-1.0","4.9.2023, 0:25:57","conditionO","[{""page_index"":0,""viewing_time"":947.9000000003725},{""page_index"":1,""viewing_time"":780},{""page_index"":2,""viewing_time"":712.0999999996275},{""page_index"":3,""viewing_time"":536.2000000001863},{""page_index"":4,""viewing_time"":511.70000000018626},{""page_index"":5,""viewing_time"":672.0999999996275}]","4160.299999999814","","",""
"","image-button-response","2","7481","0.0-2.0","4.9.2023, 0:25:57","conditionO","","738.8999999994412","images/with_no_order_2.jpeg","2",""
"","image-button-response","3","7960","0.0-3.0","4.9.2023, 0:25:57","conditionO","","478.5","images/with_no_no_order_2.jpeg","2",""
"","image-button-response","4","8345","0.0-4.0","4.9.2023, 0:25:57","conditionO","","383","images/with_order_2.jpeg","2",""
"","instructions","5","9057","0.0-5.0","4.9.2023, 0:25:57","conditionO","[{""page_index"":0,""viewing_time"":711.8999999994412}]","712.1999999992549","","",""
"","image-button-response","6","9873","0.0-6.0","4.9.2023, 0:25:57","conditionO","","813.7999999998137","images/memory_example_1.jpg","1",""
"","instructions","7","11397","0.0-7.0","4.9.2023, 0:25:57","conditionO","[{""page_index"":0,""viewing_time"":787},{""page_index"":1,""viewing_time"":736.0999999996275}]","1523.5","","",""
"","image-button-response","8","12068","0.0-8.0","4.9.2023, 0:25:57","conditionO","","670.6999999992549","images/non_order_2.jpeg","2",""
"","image-button-response","9","12533","0.0-9.0","4.9.2023, 0:25:57","conditionO","","463.1000000005588","images/scrambled_2.jpeg","2",""
"","image-button-response","10","12788","0.0-10.0","4.9.2023, 0:25:57","conditionO","","254.79999999981374","images/order_2.jpeg","2",""
"","image-button-response","11","13641","0.0-11.0","4.9.2023, 0:25:57","conditionO","","851.0999999996275","images/memory_1.png","1",""
"","image-button-response","12","14145","0.0-12.0","4.9.2023, 0:25:57","conditionO","","502.70000000018626","images/memory_2.png","1",""
"","image-button-response","13","14369","0.0-13.0","4.9.2023, 0:25:57","conditionO","","222.70000000018626","images/memory_3.png","1",""
"","image-button-response","14","15153","0.0-14.0","4.9.2023, 0:25:57","conditionO","","783.2000000001863","images/scrambled_1.jpeg","2",""
"","image-button-response","15","15696","0.0-15.0","4.9.2023, 0:25:57","conditionO","","542.1999999992549","images/non_order_1.jpeg","2",""
"","image-button-response","16","15937","0.0-16.0","4.9.2023, 0:25:57","conditionO","","239.20000000018626","images/order_1.jpeg","2",""
"","image-button-response","17","16917","0.0-17.0","4.9.2023, 0:25:57","conditionO","","978.5","images/memory_4.png","1",""
"","image-button-response","18","17445","0.0-18.0","4.9.2023, 0:25:57","conditionO","","527.5","images/memory_5.png","1",""
"","image-button-response","19","17765","0.0-19.0","4.9.2023, 0:25:57","conditionO","","317.90000000037253","images/memory_6.png","1",""
"","survey-text","20","19769","0.0-20.0","4.9.2023, 0:25:57","conditionO","","2001.2999999998137","","","{""Q0"":""7287""}"
"","survey-text","21","28097","0.0-21.0","4.9.2023, 0:25:57","conditionO","","8325.600000000559","","","{""Q0"":""Nan""}"
"","instructions","22","29052","0.0-22.0","4.9.2023, 0:25:57","conditionO","[{""page_index"":0,""viewing_time"":954.1999999992549}]","954.3999999994412","","",""
