"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","order","10","100383","0.0-10.0","9/1/2023, 9:16:52 PM","conditionO","","26271","[""3_5"",""3_6"",""3_7"",""3_8""]","[{""src"":""http://34.125.186.26/images/3_7.jpg"",""x"":444,""y"":468,""move_time"":18330},{""src"":""http://34.125.186.26/images/3_6.jpg"",""x"":606,""y"":468,""move_time"":2384},{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":929,""y"":468,""move_time"":1609},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":929,""y"":468,""move_time"":777},{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":767,""y"":468,""move_time"":1317},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":767,""y"":468,""move_time"":665}]","[{""src"":""http://34.125.186.26/images/3_7.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/3_6.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/3_8.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/3_5.jpg"",""x"":929,""y"":468}]","6","","",""
"","html-button-response","11","101906","0.0-11.0","9/1/2023, 9:16:52 PM","conditionO","","1522.800000011921","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","12","112483","0.0-12.0","9/1/2023, 9:16:52 PM","conditionO","","10576.300000011921","","","","","","","{""Q0"":""the pig was mad a tthe cat then got distracted""}"
"","order","13","121838","0.0-13.0","9/1/2023, 9:16:52 PM","conditionO","","9354","[""5_2"",""5_4"",""5_1"",""5_3""]","[{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":444,""y"":468,""move_time"":5345},{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":606,""y"":468,""move_time"":872},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":767,""y"":468,""move_time"":1258},{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":929,""y"":468,""move_time"":979}]","[{""src"":""http://34.125.186.26/images/5_1.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/5_2.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/5_3.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/5_4.jpg"",""x"":929,""y"":468}]","4","","",""
"","html-button-response","14","123485","0.0-14.0","9/1/2023, 9:16:52 PM","conditionO","","1645","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","15","129898","0.0-15.0","9/1/2023, 9:16:52 PM","conditionO","","6410.5999999940395","","","","","","","{""Q0"":""the cat woke up and saw the string""}"
"","order","16","138684","0.0-16.0","9/1/2023, 9:16:52 PM","conditionO","","8786","[""9_5"",""9_6"",""9_7"",""9_8""]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":444,""y"":468,""move_time"":4292},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":606,""y"":468,""move_time"":1297},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":929,""y"":468,""move_time"":1140},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":767,""y"":468,""move_time"":1221}]","[{""src"":""http://34.125.186.26/images/9_5.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/9_8.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/9_6.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/9_7.jpg"",""x"":929,""y"":468}]","4","","",""
"","html-button-response","17","140171","0.0-17.0","9/1/2023, 9:16:52 PM","conditionO","","1486.5","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","18","146363","0.0-18.0","9/1/2023, 9:16:52 PM","conditionO","","6191","","","","","","","{""Q0"":""made the most sense transitions""}"
"","order","19","156717","0.0-19.0","9/1/2023, 9:16:52 PM","conditionO","","10353","[""1_5"",""1_6"",""1_7"",""1_8""]","[{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":444,""y"":468,""move_time"":5603},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":606,""y"":468,""move_time"":990},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":767,""y"":468,""move_time"":954},{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":606,""y"":230,""move_time"":734},{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":929,""y"":468,""move_time"":1021}]","[{""src"":""http://34.125.186.26/images/1_8.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/1_5.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/1_7.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/1_6.jpg"",""x"":929,""y"":468}]","5","","",""
"","html-button-response","20","157979","0.0-20.0","9/1/2023, 9:16:52 PM","conditionO","","1261.699999988079","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","21","165321","0.0-21.0","9/1/2023, 9:16:52 PM","conditionO","","7340.199999988079","","","","","","","{""Q0"":""it was winter then the bear left and it was hot""}"
"","order","22","202128","0.0-22.0","9/1/2023, 9:16:52 PM","conditionO","","36806","[""8_5"",""8_6"",""8_7"",""8_8""]","[{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":444,""y"":390,""move_time"":31735},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":606,""y"":390,""move_time"":1630},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":767,""y"":390,""move_time"":1106},{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":929,""y"":390,""move_time"":940}]","[{""src"":""http://34.125.186.26/images/8_5.jpg"",""x"":444,""y"":390},{""src"":""http://34.125.186.26/images/8_7.jpg"",""x"":606,""y"":390},{""src"":""http://34.125.186.26/images/8_8.jpg"",""x"":767,""y"":390},{""src"":""http://34.125.186.26/images/8_6.jpg"",""x"":929,""y"":390}]","4","","",""
"","html-button-response","23","203475","0.0-23.0","9/1/2023, 9:16:52 PM","conditionO","","1346.8999999761581","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","24","209826","0.0-24.0","9/1/2023, 9:16:52 PM","conditionO","","6349.0999999940395","","","","","","","{""Q0"":""random, they did not feel connected""}"
"","order","25","218768","0.0-25.0","9/1/2023, 9:16:52 PM","conditionO","","8941","[""6_4"",""6_2"",""6_1"",""6_3""]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":444,""y"":390,""move_time"":4928},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":606,""y"":390,""move_time"":1004},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":767,""y"":390,""move_time"":802},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":929,""y"":390,""move_time"":1053}]","[{""src"":""http://34.125.186.26/images/6_1.jpg"",""x"":444,""y"":390},{""src"":""http://34.125.186.26/images/6_2.jpg"",""x"":606,""y"":390},{""src"":""http://34.125.186.26/images/6_3.jpg"",""x"":767,""y"":390},{""src"":""http://34.125.186.26/images/6_4.jpg"",""x"":929,""y"":390}]","4","","",""
"","html-button-response","26","220106","0.0-26.0","9/1/2023, 9:16:52 PM","conditionO","","1337","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","27","229003","0.0-27.0","9/1/2023, 9:16:52 PM","conditionO","","8897.59999999404","","","","","","","{""Q0"":""the number of birds increased""}"
"","order","28","238382","0.0-28.0","9/1/2023, 9:16:52 PM","conditionO","","9378","[""4_3"",""4_4"",""4_1"",""4_2""]","[{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":444,""y"":390,""move_time"":4857},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":606,""y"":390,""move_time"":1060},{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":767,""y"":390,""move_time"":1218},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":929,""y"":390,""move_time"":1210}]","[{""src"":""http://34.125.186.26/images/4_2.jpg"",""x"":444,""y"":390},{""src"":""http://34.125.186.26/images/4_3.jpg"",""x"":606,""y"":390},{""src"":""http://34.125.186.26/images/4_1.jpg"",""x"":767,""y"":390},{""src"":""http://34.125.186.26/images/4_4.jpg"",""x"":929,""y"":390}]","4","","",""
"","html-button-response","29","240443","0.0-29.0","9/1/2023, 9:16:52 PM","conditionO","","2059.699999988079","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","30","247984","0.0-30.0","9/1/2023, 9:16:52 PM","conditionO","","7540","","","","","","","{""Q0"":""they were getting wet then shared an umbrella""}"
"","survey-text","31","250780","0.0-31.0","9/1/2023, 9:16:52 PM","conditionO","","2794.4000000059605","","","","","","","{""Q0"":""29""}"
"","survey-text","32","254349","0.0-32.0","9/1/2023, 9:16:52 PM","conditionO","","3566.4000000059605","","","","","","","{""Q0"":""female""}"
"","instructions","33","285088","0.0-33.0","9/1/2023, 9:16:52 PM","conditionO","[{""page_index"":0,""viewing_time"":30738.40000000596}]","30738.90000000596","","","","","","",""
