"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","order","10","292534","0.0-10.0","8/27/2023, 11:08:53 PM","conditionO","","74962","[""3_2"",""3_1"",""3_4"",""3_3""]","[{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":444,""y"":230,""move_time"":53418},{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":444,""y"":468,""move_time"":5434},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":767,""y"":230,""move_time"":2613},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":929,""y"":468,""move_time"":1514},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":767,""y"":230,""move_time"":2805},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":767,""y"":468,""move_time"":1880},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":929,""y"":468,""move_time"":2026},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":606,""y"":468,""move_time"":3243}]","[{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":929,""y"":468}]","8","","",""
"","html-button-response","11","293890","0.0-11.0","8/27/2023, 11:08:53 PM","conditionO","","1355.6000000014901","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","12","325315","0.0-12.0","8/27/2023, 11:08:53 PM","conditionO","","31423.60000000149","","","","","","","{""Q0"":""The guy was removing the cat from he tv because he was in his way. ""}"
"","order","13","450302","0.0-13.0","8/27/2023, 11:08:53 PM","conditionO","","124986","[""5_5"",""5_6"",""5_7"",""5_8""]","[{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":929,""y"":230,""move_time"":96601},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":767,""y"":230,""move_time"":4622},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":444,""y"":468,""move_time"":6971},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":606,""y"":468,""move_time"":2156},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":767,""y"":468,""move_time"":2992},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":767,""y"":468,""move_time"":1787},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":929,""y"":468,""move_time"":2270},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":767,""y"":468,""move_time"":2807}]","[{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":929,""y"":468}]","8","","",""
"","html-button-response","14","453004","0.0-14.0","8/27/2023, 11:08:53 PM","conditionO","","2702.10000000149","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","15","464256","0.0-15.0","8/27/2023, 11:08:53 PM","conditionO","","11251","","","","","","","{""Q0"":""This was harder to put together. ""}"
"","order","16","583790","0.0-16.0","8/27/2023, 11:08:53 PM","conditionO","","119534","[""9_1"",""9_2"",""9_3"",""9_4""]","[{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":444,""y"":468,""move_time"":110764},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":767,""y"":468,""move_time"":3768},{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":606,""y"":468,""move_time"":1877},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":929,""y"":468,""move_time"":2008}]","[{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":929,""y"":468}]","4","","",""
"","html-button-response","17","584989","0.0-17.0","8/27/2023, 11:08:53 PM","conditionO","","1198.0999999977648","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","18","616453","0.0-18.0","8/27/2023, 11:08:53 PM","conditionO","","31463.20000000298","","","","","","","{""Q0"":""It looks like a piece of paper being folded. ""}"
"","order","19","750091","0.0-19.0","8/27/2023, 11:08:53 PM","conditionO","","133638","[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":606,""y"":230,""move_time"":112202},{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":444,""y"":468,""move_time"":8534},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":929,""y"":468,""move_time"":3462},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":767,""y"":468,""move_time"":4983},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":767,""y"":468,""move_time"":1230},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":606,""y"":468,""move_time"":2199}]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":929,""y"":468}]","6","","",""
"","html-button-response","20","751779","0.0-20.0","8/27/2023, 11:08:53 PM","conditionO","","1687.5","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","21","765518","0.0-21.0","8/27/2023, 11:08:53 PM","conditionO","","13738.400000002235","","","","","","","{""Q0"":""This order makes sense to me.""}"
"","order","22","878545","0.0-22.0","8/27/2023, 11:08:53 PM","conditionO","","113025","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":444,""y"":468,""move_time"":106143},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":606,""y"":468,""move_time"":1774},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":767,""y"":468,""move_time"":2428},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":929,""y"":468,""move_time"":1665}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":929,""y"":468}]","4","","",""
"","html-button-response","23","880176","0.0-23.0","8/27/2023, 11:08:53 PM","conditionO","","1630.5","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","24","897996","0.0-24.0","8/27/2023, 11:08:53 PM","conditionO","","17819","","","","","","","{""Q0"":""This is basically how a seed starts to grow. ""}"
"","order","25","918712","0.0-25.0","8/27/2023, 11:08:53 PM","conditionO","","20716","[""6_5"",""6_6"",""6_7"",""6_8""]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":444,""y"":468,""move_time"":11090},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":606,""y"":468,""move_time"":4171},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":767,""y"":468,""move_time"":1151},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":929,""y"":468,""move_time"":2333}]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":929,""y"":468}]","4","","",""
"","html-button-response","26","920546","0.0-26.0","8/27/2023, 11:08:53 PM","conditionO","","1833.5","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","27","956386","0.0-27.0","8/27/2023, 11:08:53 PM","conditionO","","35839.199999999255","","","","","","","{""Q0"":""The animals are looking at the dog chase his tail. \n""}"
"","order","28","1067108","0.0-28.0","8/27/2023, 11:08:53 PM","conditionO","","110721","[""4_5"",""4_6"",""4_7"",""4_8""]","[{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":444,""y"":468,""move_time"":95062},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":767,""y"":230,""move_time"":3180},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":444,""y"":468,""move_time"":2141},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":606,""y"":468,""move_time"":1460},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":767,""y"":468,""move_time"":1231},{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":929,""y"":468,""move_time"":2358}]","[{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":929,""y"":468}]","6","","",""
"","html-button-response","29","1068644","0.0-29.0","8/27/2023, 11:08:53 PM","conditionO","","1535.5999999977648","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","30","1081409","0.0-30.0","8/27/2023, 11:08:53 PM","conditionO","","12764.300000000745","","","","","","","{""Q0"":""The bunny is running to her tree house.""}"
"","survey-text","31","1084575","0.0-31.0","8/27/2023, 11:08:53 PM","conditionO","","3164.800000000745","","","","","","","{""Q0"":""24""}"
"","survey-text","32","1089036","0.0-32.0","8/27/2023, 11:08:53 PM","conditionO","","4458.60000000149","","","","","","","{""Q0"":""Female""}"
"","instructions","33","1114571","0.0-33.0","8/27/2023, 11:08:53 PM","conditionO","[{""page_index"":0,""viewing_time"":25534.699999999255}]","25534.900000002235","","","","","","",""
