"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","stimulus","button_pressed","responses"
"true","fullscreen","0","2691","0.0-0.0","9/8/2023, 6:10:43 PM","conditionO","","","","",""
"","instructions","1","51449","0.0-1.0","9/8/2023, 6:10:43 PM","conditionO","[{""page_index"":0,""viewing_time"":1772.5},{""page_index"":1,""viewing_time"":4032.9000000059605},{""page_index"":2,""viewing_time"":30534},{""page_index"":3,""viewing_time"":2584},{""page_index"":4,""viewing_time"":2284.5999999940395},{""page_index"":5,""viewing_time"":7548.5999999940395}]","48757.19999998808","","",""
"","image-button-response","2","54849","0.0-2.0","9/8/2023, 6:10:43 PM","conditionO","","3397.300000011921","images/with_no_order_2.jpeg","1",""
"","instructions","3","57301","0.0-3.0","9/8/2023, 6:10:43 PM","conditionO","[{""page_index"":0,""viewing_time"":2451.199999988079}]","2451.5999999940395","","",""
"","image-button-response","4","67169","0.0-4.0","9/8/2023, 6:10:43 PM","conditionO","","9865.90000000596","images/with_no_no_order_2.jpeg","2",""
"","instructions","5","68616","0.0-5.0","9/8/2023, 6:10:43 PM","conditionO","[{""page_index"":0,""viewing_time"":1445.800000011921}]","1446.300000011921","","",""
"","image-button-response","6","79051","0.0-6.0","9/8/2023, 6:10:43 PM","conditionO","","10432.5","images/with_order_2.jpeg","0",""
"","instructions","7","80649","0.0-7.0","9/8/2023, 6:10:43 PM","conditionO","[{""page_index"":0,""viewing_time"":1596.199999988079}]","1596.5999999940395","","",""
"","instructions","8","82282","0.0-8.0","9/8/2023, 6:10:43 PM","conditionO","[{""page_index"":0,""viewing_time"":1632.5}]","1633","","",""
"","image-button-response","9","98266","0.0-9.0","9/8/2023, 6:10:43 PM","conditionO","","15982.09999999404","images/memory_example_1.jpg","1",""
"","instructions","10","102815","0.0-10.0","9/8/2023, 6:10:43 PM","conditionO","[{""page_index"":0,""viewing_time"":3299.5},{""page_index"":1,""viewing_time"":1248.9000000059605}]","4548.5","","",""
"","image-button-response","11","110733","0.0-11.0","9/8/2023, 6:10:43 PM","conditionO","","7917.700000017881","images/scrambled_22.jpeg","2",""
"","image-button-response","12","118265","0.0-12.0","9/8/2023, 6:10:43 PM","conditionO","","7530.5","images/order_33.jpeg","0",""
"","image-button-response","13","130867","0.0-13.0","9/8/2023, 6:10:43 PM","conditionO","","12600.199999988079","images/order_22.jpeg","0",""
"","image-button-response","14","143465","0.0-14.0","9/8/2023, 6:10:43 PM","conditionO","","12597.199999988079","images/memory_7.png","1",""
"","image-button-response","15","151517","0.0-15.0","9/8/2023, 6:10:43 PM","conditionO","","8051.300000011921","images/memory_8.png","1",""
"","image-button-response","16","158101","0.0-16.0","9/8/2023, 6:10:43 PM","conditionO","","6582","images/memory_9.png","0",""
"","image-button-response","17","169283","0.0-17.0","9/8/2023, 6:10:43 PM","conditionO","","11180.299999982119","images/order_11.jpeg","0",""
"","image-button-response","18","180251","0.0-18.0","9/8/2023, 6:10:43 PM","conditionO","","10966.199999988079","images/scrambled_11.jpeg","2",""
"","image-button-response","19","197616","0.0-19.0","9/8/2023, 6:10:43 PM","conditionO","","17364","images/non_order_11.jpeg","1",""
"","image-button-response","20","202018","0.0-20.0","9/8/2023, 6:10:43 PM","conditionO","","4400.5999999940395","images/memory_11.png","0",""
"","image-button-response","21","207383","0.0-21.0","9/8/2023, 6:10:43 PM","conditionO","","5364.5","images/memory_10.png","1",""
"","image-button-response","22","222118","0.0-22.0","9/8/2023, 6:10:43 PM","conditionO","","14733.90000000596","images/memory_12.png","0",""
"","image-button-response","23","227718","0.0-23.0","9/8/2023, 6:10:43 PM","conditionO","","5597.600000023842","images/order_44.jpeg","0",""
"","image-button-response","24","238903","0.0-24.0","9/8/2023, 6:10:43 PM","conditionO","","11183.59999999404","images/non_order_33.jpeg","1",""
"","image-button-response","25","242501","0.0-25.0","9/8/2023, 6:10:43 PM","conditionO","","3596.4000000059605","images/order_55.jpeg","0",""
"","image-button-response","26","247952","0.0-26.0","9/8/2023, 6:10:43 PM","conditionO","","5448.9000000059605","images/memory_5.png","0",""
"","image-button-response","27","261835","0.0-27.0","9/8/2023, 6:10:43 PM","conditionO","","13881.40000000596","images/memory_13.png","0",""
"","image-button-response","28","266119","0.0-28.0","9/8/2023, 6:10:43 PM","conditionO","","4282","images/memory_1.png","0",""
"","survey-text","29","268770","0.0-29.0","9/8/2023, 6:10:43 PM","conditionO","","2645.699999988079","","","{""Q0"":""32""}"
"","survey-text","30","272336","0.0-30.0","9/8/2023, 6:10:43 PM","conditionO","","3563.9000000059605","","","{""Q0"":""Female""}"
"","instructions","31","4524423","0.0-31.0","9/8/2023, 6:10:43 PM","conditionO","[{""page_index"":0,""viewing_time"":2972245.5}]","2972246.700000018","","",""
