"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"true","fullscreen","0","8984","0.0-0.0","9/1/2023, 8:13:52 PM","conditionO","","","","","","","","",""
"","instructions","1","23346","0.0-1.0","9/1/2023, 8:13:52 PM","conditionO","[{""page_index"":0,""viewing_time"":1015.3999999994412},{""page_index"":1,""viewing_time"":8360.800000000745},{""page_index"":2,""viewing_time"":4176.799999999814},{""page_index"":3,""viewing_time"":808.0999999996275}]","14361.5","","","","","","",""
"","order","2","31683","0.0-2.0","9/1/2023, 8:13:52 PM","conditionO","","8336","[""test_3"",""test_4"",""test_2"",""test_1""]","[{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":472,""y"":409,""move_time"":4889},{""src"":""http://34.125.186.26/images/test_2.jpg"",""x"":634,""y"":409,""move_time"":952},{""src"":""http://34.125.186.26/images/test_3.jpg"",""x"":796,""y"":409,""move_time"":1072},{""src"":""http://34.125.186.26/images/test_4.jpg"",""x"":958,""y"":409,""move_time"":705}]","[{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":472,""y"":409},{""src"":""http://34.125.186.26/images/test_2.jpg"",""x"":634,""y"":409},{""src"":""http://34.125.186.26/images/test_3.jpg"",""x"":796,""y"":409},{""src"":""http://34.125.186.26/images/test_4.jpg"",""x"":958,""y"":409}]","4","","",""
"","instructions","3","32843","0.0-3.0","9/1/2023, 8:13:52 PM","conditionO","[{""page_index"":0,""viewing_time"":1158.7999999998137}]","1159.1000000005588","","","","","","",""
"","order","4","40692","0.0-4.0","9/1/2023, 8:13:52 PM","conditionO","","7848","[""7_5"",""7_6"",""7_7"",""7_8""]","[{""src"":""http://34.125.186.26/images/7_7.jpg"",""x"":472,""y"":409,""move_time"":3770},{""src"":""http://34.125.186.26/images/7_6.jpg"",""x"":634,""y"":409,""move_time"":1944},{""src"":""http://34.125.186.26/images/7_5.jpg"",""x"":796,""y"":409,""move_time"":817},{""src"":""http://34.125.186.26/images/7_8.jpg"",""x"":958,""y"":409,""move_time"":784}]","[{""src"":""http://34.125.186.26/images/7_7.jpg"",""x"":472,""y"":409},{""src"":""http://34.125.186.26/images/7_6.jpg"",""x"":634,""y"":409},{""src"":""http://34.125.186.26/images/7_5.jpg"",""x"":796,""y"":409},{""src"":""http://34.125.186.26/images/7_8.jpg"",""x"":958,""y"":409}]","4","","",""
"","html-button-response","5","42485","0.0-5.0","9/1/2023, 8:13:52 PM","conditionO","","1791.4000000003725","","","","","<p>How difficult was it to order the pictures?</p>","3",""
"","survey-text","6","50873","0.0-6.0","9/1/2023, 8:13:52 PM","conditionO","","8381.799999999814","","","","","","","{""Q0"":""It told a story.""}"
"","order","7","59870","0.0-7.0","9/1/2023, 8:13:52 PM","conditionO","","8996","[""2_1"",""2_3"",""2_2"",""2_4""]","[{""src"":""http://34.125.186.26/images/2_1.jpg"",""x"":472,""y"":409,""move_time"":5581},{""src"":""http://34.125.186.26/images/2_2.jpg"",""x"":634,""y"":409,""move_time"":1376},{""src"":""http://34.125.186.26/images/2_3.jpg"",""x"":796,""y"":409,""move_time"":792},{""src"":""http://34.125.186.26/images/2_4.jpg"",""x"":958,""y"":409,""move_time"":656}]","[{""src"":""http://34.125.186.26/images/2_1.jpg"",""x"":472,""y"":409},{""src"":""http://34.125.186.26/images/2_2.jpg"",""x"":634,""y"":409},{""src"":""http://34.125.186.26/images/2_3.jpg"",""x"":796,""y"":409},{""src"":""http://34.125.186.26/images/2_4.jpg"",""x"":958,""y"":409}]","4","","",""
"","html-button-response","8","61414","0.0-8.0","9/1/2023, 8:13:52 PM","conditionO","","1543.5","","","","","<p>How difficult was it to order the pictures?</p>","1",""
"","survey-text","9","113356","0.0-9.0","9/1/2023, 8:13:52 PM","conditionO","","51940.799999999814","","","","","","","{""Q0"":""He had to first find the umbrella.""}"
