"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"true","fullscreen","0","153643","0.0-0.0","9/1/2023, 8:18:53 PM","conditionS","","","","","","","","",""
"","instructions","1","179622","0.0-1.0","9/1/2023, 8:18:53 PM","conditionS","[{""page_index"":0,""viewing_time"":1775.699999988079},{""page_index"":1,""viewing_time"":5185.800000011921},{""page_index"":2,""viewing_time"":17844},{""page_index"":3,""viewing_time"":1171.1000000238419}]","25977.80000001192","","","","","","",""
"","order","2","188511","0.0-2.0","9/1/2023, 8:18:53 PM","conditionS","","8887","[""test_3"",""test_4"",""test_2"",""test_1""]","[{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":396,""y"":486,""move_time"":5362},{""src"":""http://34.125.186.26/images/test_2.jpg"",""x"":557,""y"":486,""move_time"":869},{""src"":""http://34.125.186.26/images/test_3.jpg"",""x"":718,""y"":486,""move_time"":989},{""src"":""http://34.125.186.26/images/test_4.jpg"",""x"":879,""y"":486,""move_time"":727}]","[{""src"":""http://34.125.186.26/images/test_1.jpg"",""x"":396,""y"":486},{""src"":""http://34.125.186.26/images/test_2.jpg"",""x"":557,""y"":486},{""src"":""http://34.125.186.26/images/test_3.jpg"",""x"":718,""y"":486},{""src"":""http://34.125.186.26/images/test_4.jpg"",""x"":879,""y"":486}]","4","","",""
"","instructions","3","189767","0.0-3.0","9/1/2023, 8:18:53 PM","conditionS","[{""page_index"":0,""viewing_time"":1255.2999999523163}]","1255.3999999761581","","","","","","",""
"","order","4","204924","0.0-4.0","9/1/2023, 8:18:53 PM","conditionS","","15156","[""7_5"",""7_6"",""7_7"",""7_8""]","[{""src"":""http://34.125.186.26/images/7_8.jpg"",""x"":879,""y"":486,""move_time"":6892},{""src"":""http://34.125.186.26/images/7_5.jpg"",""x"":718,""y"":486,""move_time"":2280},{""src"":""http://34.125.186.26/images/7_5.jpg"",""x"":557,""y"":486,""move_time"":1473},{""src"":""http://34.125.186.26/images/7_6.jpg"",""x"":718,""y"":486,""move_time"":1455},{""src"":""http://34.125.186.26/images/7_7.jpg"",""x"":396,""y"":486,""move_time"":1371}]","[{""src"":""http://34.125.186.26/images/7_7.jpg"",""x"":396,""y"":486},{""src"":""http://34.125.186.26/images/7_5.jpg"",""x"":557,""y"":486},{""src"":""http://34.125.186.26/images/7_6.jpg"",""x"":718,""y"":486},{""src"":""http://34.125.186.26/images/7_8.jpg"",""x"":879,""y"":486}]","5","","",""
"","html-button-response","5","206883","0.0-5.0","9/1/2023, 8:18:53 PM","conditionS","","1956.7999999523163","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","6","227491","0.0-6.0","9/1/2023, 8:18:53 PM","conditionS","","20601.80000001192","","","","","","","{""Q0"":""It was raining so the animal had to read and then made plans.""}"
"","order","7","236370","0.0-7.0","9/1/2023, 8:18:53 PM","conditionS","","8878","[""2_1"",""2_3"",""2_2"",""2_4""]","[{""src"":""http://34.125.186.26/images/2_1.jpg"",""x"":396,""y"":486,""move_time"":5594},{""src"":""http://34.125.186.26/images/2_2.jpg"",""x"":557,""y"":486,""move_time"":810},{""src"":""http://34.125.186.26/images/2_3.jpg"",""x"":718,""y"":486,""move_time"":714},{""src"":""http://34.125.186.26/images/2_4.jpg"",""x"":879,""y"":486,""move_time"":658}]","[{""src"":""http://34.125.186.26/images/2_1.jpg"",""x"":396,""y"":486},{""src"":""http://34.125.186.26/images/2_2.jpg"",""x"":557,""y"":486},{""src"":""http://34.125.186.26/images/2_3.jpg"",""x"":718,""y"":486},{""src"":""http://34.125.186.26/images/2_4.jpg"",""x"":879,""y"":486}]","4","","",""
"","html-button-response","8","238190","0.0-8.0","9/1/2023, 8:18:53 PM","conditionS","","1818.8999999761581","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","9","254024","0.0-9.0","9/1/2023, 8:18:53 PM","conditionS","","15832","","","","","","","{""Q0"":""It's raining and then the guy opens the umbrella""}"
