PID,trial,pair_id,stim_type,practice,run,block,left_category,right_category,left_stimulus,right_stimulus,left_path,right_path,left_rating,right_rating,iti,scramble_screen_time,scramble_instructed_side,scramble_acc,no_response,rt,left_chosen,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,chosen_path,unchosen_path
49415,1,prac1,original,1,0,0,NaN,NaN,NA,NA,Stimuli/Practice_stims/Deliberation/anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg,Stimuli/Practice_stims/Deliberation/becca-tapert-sY5RjMB1KkE-unsplash.jpg,NA,NA,1500,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,2,prac2,scramble,1,0,0,NaN,NaN,NA,NA,Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg,Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,NA,NA,2500,2559,left,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,3,prac3,scramble,1,0,0,NaN,NaN,NA,NA,Stimuli/Practice_stims/Deliberation/scramble/scrambled_anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg,Stimuli/Practice_stims/Deliberation/scramble/scrambled_becca-tapert-sY5RjMB1KkE-unsplash.jpg,NA,NA,3000,1450,right,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,4,prac4,original,1,0,0,NaN,NaN,NA,NA,Stimuli/Practice_stims/Deliberation/clay-banks-1KPfcPdbWFM-unsplash.jpg,Stimuli/Practice_stims/Deliberation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg,NA,NA,2000,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,5,B,scramble,0,1,1,outdoor_scenes,faces,NA,NA,NaN,NaN,NA,NA,1500,1152,right,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,6,D,original,0,1,1,objects,faces,NA,NA,NaN,NaN,NA,NA,1000,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,7,H,original,0,1,1,faces,outdoor_scenes,NA,NA,NaN,NaN,NA,NA,1000,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,8,A,scramble,0,1,1,outdoor_scenes,objects,NA,NA,NaN,NaN,NA,NA,1500,1883,right,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,9,J,scramble,0,1,1,faces,objects,NA,NA,NaN,NaN,NA,NA,3000,1701,left,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,10,K,scramble,0,1,1,body_parts,objects,NA,NA,NaN,NaN,NA,NA,3000,1339,right,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,11,L,scramble,0,1,1,body_parts,faces,NA,NA,NaN,NaN,NA,NA,1000,1820,right,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,12,C,original,0,1,1,outdoor_scenes,body_parts,NA,NA,NaN,NaN,NA,NA,1500,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,13,B,original,0,1,1,outdoor_scenes,faces,NA,NA,NaN,NaN,NA,NA,3000,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,14,L,original,0,1,1,body_parts,faces,NA,NA,NaN,NaN,NA,NA,1500,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,15,G,scramble,0,1,1,objects,outdoor_scenes,NA,NA,NaN,NaN,NA,NA,1000,1933,left,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,16,A,original,0,1,1,outdoor_scenes,objects,NA,NA,NaN,NaN,NA,NA,1500,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,17,F,original,0,1,1,faces,body_parts,NA,NA,NaN,NaN,NA,NA,1000,NaN,NaN,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
49415,18,E,scramble,0,1,1,objects,body_parts,NA,NA,NaN,NaN,NA,NA,1000,313,left,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
