PID,phase,run,trial,event,onset,duration
11,deliberation,0,0,choice,0,0.735
11,deliberation,0,0,confirmation,0.735,0.265
11,deliberation,0,0,iti,1,1.5
11,deliberation,0,1,choice,2.5,2.559
11,deliberation,0,1,scramble_instruction,5.059,0.661
11,deliberation,0,1,confirmation,5.720000000000001,-2.22
11,deliberation,0,1,iti,3.5000000000000004,2.5
11,deliberation,0,2,choice,6,1.45
11,deliberation,0,2,scramble_instruction,7.45,0.29
11,deliberation,0,2,confirmation,7.74,-0.74
11,deliberation,0,2,iti,7,3
11,deliberation,0,3,choice,10,0.259
11,deliberation,0,3,confirmation,10.259,0.741
11,deliberation,0,3,iti,11,2
11,deliberation,1,4,choice,0,1.152
11,deliberation,1,4,scramble_instruction,1.152,0.997
11,deliberation,1,4,confirmation,2.149,-1.149
11,deliberation,1,4,iti,1,1
11,deliberation,1,5,choice,2,0.35
11,deliberation,1,5,confirmation,2.35,0.65
11,deliberation,1,5,iti,3,1
11,deliberation,1,6,choice,4,0.428
11,deliberation,1,6,confirmation,4.428,0.572
11,deliberation,1,6,iti,5,1
11,deliberation,1,7,choice,6,1.883
11,deliberation,1,7,scramble_instruction,7.883,0.565
11,deliberation,1,7,confirmation,8.448,-1.448
11,deliberation,1,7,iti,7,1.5
11,deliberation,1,8,choice,8.5,1.701
11,deliberation,1,8,scramble_instruction,10.201,0.335
11,deliberation,1,8,confirmation,10.536000000000001,-1.036
11,deliberation,1,8,iti,9.500000000000002,3
11,deliberation,1,9,choice,12.500000000000002,1.339
11,deliberation,1,9,scramble_instruction,13.839000000000002,0.263
11,deliberation,1,9,confirmation,14.102000000000002,-0.602
11,deliberation,1,9,iti,13.500000000000002,3
11,deliberation,1,10,choice,16.5,1.82
11,deliberation,1,10,scramble_instruction,18.32,0.319
11,deliberation,1,10,confirmation,18.639,-1.139
11,deliberation,1,10,iti,17.5,1
11,deliberation,1,11,choice,18.5,0.249
11,deliberation,1,11,confirmation,18.749,0.751
11,deliberation,1,11,iti,19.5,1.5
11,deliberation,1,12,choice,21,0.032
11,deliberation,1,12,confirmation,21.032,0.968
11,deliberation,1,12,iti,22,3
11,deliberation,1,13,choice,25,0.311
11,deliberation,1,13,confirmation,25.311,0.689
11,deliberation,1,13,iti,26,1.5
11,deliberation,1,14,choice,27.5,1.933
11,deliberation,1,14,scramble_instruction,29.433,0.348
11,deliberation,1,14,confirmation,29.781,-1.281
11,deliberation,1,14,iti,28.5,1
11,deliberation,1,15,choice,29.5,0.231
11,deliberation,1,15,confirmation,29.731,0.769
11,deliberation,1,15,iti,30.5,1.5
11,deliberation,1,16,choice,32,0.058
11,deliberation,1,16,confirmation,32.058,0.942
11,deliberation,1,16,iti,33,1
11,deliberation,1,17,choice,34,0.313
11,deliberation,1,17,scramble_instruction,34.313,0.303
11,deliberation,1,17,confirmation,34.616,0.384
11,deliberation,1,17,iti,35,1
11,deliberation,1,18,choice,36,1.345
