PID,phase,run,trial,event,onset,duration
12,deliberation,2,73,choice,57.5,0.226
12,deliberation,2,73,confirmation,57.726,0.774
12,deliberation,2,73,iti,58.5,3
12,deliberation,2,74,choice,61.5,0.209
12,deliberation,2,74,confirmation,61.709,0.791
12,deliberation,2,74,iti,62.5,3.5
12,deliberation,2,75,choice,66,0.046
12,deliberation,2,75,confirmation,66.046,0.954
12,deliberation,2,75,iti,67,1
12,deliberation,2,76,choice,68,0.137
12,deliberation,2,76,confirmation,68.137,0.863
12,deliberation,2,76,iti,69,1
12,deliberation,2,77,choice,70,0.18
12,deliberation,2,77,confirmation,70.18,0.82
12,deliberation,2,77,iti,71,1.5
12,deliberation,2,78,choice,72.5,0.161
12,deliberation,2,78,confirmation,72.661,0.839
12,deliberation,2,78,iti,73.5,1
12,deliberation,2,79,choice,74.5,0.13
12,deliberation,2,79,confirmation,74.63,0.87
12,deliberation,2,79,iti,75.5,1
12,deliberation,2,80,choice,76.5,0.066
12,deliberation,2,80,confirmation,76.566,0.934
12,deliberation,2,80,iti,77.5,2
12,deliberation,2,81,choice,79.5,0.444
12,deliberation,2,81,confirmation,79.944,0.556
12,deliberation,2,81,iti,80.5,1.5
12,deliberation,2,82,choice,82,0.924
12,deliberation,2,82,scramble_instruction,82.924,0.334
12,deliberation,2,82,confirmation,83.25800000000001,-0.258
12,deliberation,2,82,iti,83.00000000000001,1
12,deliberation,2,83,choice,84.00000000000001,1.364
12,deliberation,2,83,scramble_instruction,85.36400000000002,0.318
12,deliberation,2,83,confirmation,85.68200000000002,-0.682
12,deliberation,2,83,iti,85.00000000000001,1.5
12,deliberation,2,84,choice,86.50000000000001,0.112
12,deliberation,2,84,confirmation,86.61200000000001,0.888
12,deliberation,2,84,iti,87.50000000000001,1
12,deliberation,2,85,choice,88.50000000000001,0.559
12,deliberation,2,85,scramble_instruction,89.05900000000001,0.295
12,deliberation,2,85,confirmation,89.35400000000001,0.146
12,deliberation,2,85,iti,89.50000000000001,1
12,deliberation,2,86,choice,90.50000000000001,0.652
12,deliberation,2,86,confirmation,91.15200000000002,0.348
12,deliberation,2,86,iti,91.50000000000001,3
12,deliberation,2,87,choice,94.50000000000001,0.743
12,deliberation,2,87,scramble_instruction,95.24300000000001,0.268
12,deliberation,2,87,confirmation,95.51100000000001,-0.011
12,deliberation,2,87,iti,95.50000000000001,1.5
12,deliberation,2,88,choice,97.00000000000001,0.692
12,deliberation,2,88,scramble_instruction,97.69200000000001,0.246
12,deliberation,2,88,confirmation,97.938,0.062
12,deliberation,2,88,iti,98,3
12,deliberation,2,89,choice,101,0.124
12,deliberation,2,89,confirmation,101.124,0.876
12,deliberation,2,89,iti,102,2
12,deliberation,2,90,choice,104,1.022
12,deliberation,2,90,scramble_instruction,105.022,0.214
12,deliberation,2,90,confirmation,105.236,-0.236
12,deliberation,2,90,iti,105,1
12,deliberation,2,91,choice,106,1.4
12,deliberation,2,91,scramble_instruction,107.4,0.285
12,deliberation,2,91,confirmation,107.685,-0.685
12,deliberation,2,91,iti,107,1.5
12,deliberation,2,92,choice,108.5,0.845
12,deliberation,2,92,scramble_instruction,109.345,0.31
12,deliberation,2,92,confirmation,109.655,-0.155
12,deliberation,2,92,iti,109.5,1
12,deliberation,2,93,choice,110.5,1.221
12,deliberation,2,93,scramble_instruction,111.721,0.286
12,deliberation,2,93,confirmation,112.007,-0.507
12,deliberation,2,93,iti,111.5,2
12,deliberation,2,94,choice,113.5,0.545
12,deliberation,2,94,scramble_instruction,114.045,0.469
12,deliberation,2,94,confirmation,114.514,-0.014
12,deliberation,2,94,iti,114.5,3.5
12,deliberation,2,95,choice,118,1.595
12,deliberation,2,95,scramble_instruction,119.595,0.216
12,deliberation,2,95,confirmation,119.81099999999999,-0.811
12,deliberation,2,95,iti,118.99999999999999,2
12,deliberation,2,96,choice,120.99999999999999,0.178
12,deliberation,2,96,confirmation,121.17799999999998,0.822
12,deliberation,2,96,iti,121.99999999999999,3
12,deliberation,2,97,choice,124.99999999999999,0.165
12,deliberation,2,97,confirmation,125.16499999999999,0.835
12,deliberation,2,97,iti,125.99999999999999,3.5
12,deliberation,2,98,choice,129.5,0.667
12,deliberation,2,98,scramble_instruction,130.167,0.222
12,deliberation,2,98,confirmation,130.389,0.111
12,deliberation,2,98,iti,130.5,3
12,deliberation,2,99,choice,133.5,0.165
12,deliberation,2,99,confirmation,133.665,0.835
12,deliberation,2,99,iti,134.5,1.5
12,memory,0,0,choice,136,0.486
12,memory,0,0,confirmation,136.486,1.014
12,memory,0,0,iti,137.5,0.1
12,memory,0,1,choice,137.6,0.885
12,memory,0,1,confirmation,138.48499999999999,0.615
12,memory,0,1,iti,139.1,0.1
12,memory,0,2,choice,139.2,0.813
12,memory,0,2,confirmation,140.01299999999998,0.687
12,memory,0,2,iti,140.7,0.1
12,memory,1,3,choice,0,0.574
12,memory,1,3,confirmation,0.574,0.926
12,memory,1,3,iti,1.5,0.1
12,memory,1,4,choice,1.6,0.769
12,memory,1,4,confirmation,2.369,0.731
12,memory,1,4,iti,3.1,0.1
12,memory,1,5,choice,3.2,0.71
12,memory,1,5,confirmation,3.91,0.79
12,memory,1,5,iti,4.7,0.1
12,memory,1,6,choice,4.8,0.55
12,memory,1,6,confirmation,5.35,0.95
12,memory,1,6,iti,6.3,0.1
12,memory,1,7,choice,6.3999999999999995,0
12,memory,1,7,no_response,6.3999999999999995,0.5
12,memory,1,7,iti,6.8999999999999995,2.5
12,memory,1,8,choice,9.399999999999999,0.464
12,memory,1,8,confirmation,9.863999999999999,1.036
12,memory,1,8,iti,10.899999999999999,0.1
12,memory,1,9,choice,10.999999999999998,0.736
12,memory,1,9,confirmation,11.735999999999999,0.764
12,memory,1,9,iti,12.499999999999998,0.1
12,memory,1,10,choice,12.599999999999998,1.262
12,memory,1,10,confirmation,13.861999999999998,0.238
12,memory,1,10,iti,14.099999999999998,0.1
12,memory,1,11,choice,14.199999999999998,0.98
12,memory,1,11,confirmation,15.179999999999998,0.52
12,memory,1,11,iti,15.699999999999998,0.1
12,memory,1,12,choice,15.799999999999997,1.118
12,memory,1,12,confirmation,16.917999999999996,0.382
12,memory,1,12,iti,17.299999999999997,0.1
12,memory,1,13,choice,17.4,0.701
12,memory,1,13,confirmation,18.101,0.799
12,memory,1,13,iti,18.9,0.1
12,memory,1,14,choice,19,0.345
12,memory,1,14,confirmation,19.345,1.155
12,memory,1,14,iti,20.5,0.1
12,memory,1,15,choice,20.6,0.403
12,memory,1,15,confirmation,21.003,1.097
12,memory,1,15,iti,22.1,0.1
12,memory,1,16,choice,22.200000000000003,0.531
12,memory,1,16,confirmation,22.731,0.969
12,memory,1,16,iti,23.700000000000003,0.1
12,memory,1,17,choice,23.800000000000004,0.665
12,memory,1,17,confirmation,24.465000000000003,0.835
12,memory,1,17,iti,25.300000000000004,0.1
12,memory,1,18,choice,25.400000000000006,0.205
12,memory,1,18,confirmation,25.605000000000004,1.295
12,memory,1,18,iti,26.900000000000006,0.1
12,memory,1,19,choice,27.000000000000007,0.261
12,memory,1,19,confirmation,27.261000000000006,1.239
12,memory,1,19,iti,28.500000000000007,0.1
12,memory,1,20,choice,28.60000000000001,0.314
12,memory,1,20,confirmation,28.91400000000001,1.186
12,memory,1,20,iti,30.10000000000001,0.1
12,memory,1,21,choice,30.20000000000001,0.422
12,memory,1,21,confirmation,30.62200000000001,1.078
12,memory,1,21,iti,31.70000000000001,0.1
12,memory,1,22,choice,31.80000000000001,0.378
12,memory,1,22,confirmation,32.17800000000001,1.122
12,memory,1,22,iti,33.30000000000001,0.1
12,memory,1,23,choice,33.40000000000001,0.393
12,memory,1,23,confirmation,33.79300000000001,1.107
12,memory,1,23,iti,34.90000000000001,0.1
12,memory,1,24,choice,35.000000000000014,0.345
12,memory,1,24,confirmation,35.34500000000001,1.155
12,memory,1,24,iti,36.500000000000014,0.1
12,memory,1,25,choice,36.600000000000016,0.408
12,memory,1,25,confirmation,37.00800000000002,1.092
12,memory,1,25,iti,38.100000000000016,0.1
12,memory,1,26,choice,38.20000000000002,0.389
12,memory,1,26,confirmation,38.58900000000002,1.111
12,memory,1,26,iti,39.70000000000002,0.1
