PID,phase,run,trial,event,onset,duration
1234,deliberation,1,19,iti,45,1
1234,deliberation,1,20,choice,46,1.781
1234,deliberation,1,20,scramble_instruction,47.781,0.22
1234,deliberation,1,20,confirmation,48.001,-1.001
1234,deliberation,1,20,iti,47,2
1234,deliberation,1,21,choice,49,1.937
1234,deliberation,1,21,scramble_instruction,50.937,0.277
1234,deliberation,1,21,confirmation,51.214,-1.214
1234,deliberation,1,21,iti,50,1
1234,deliberation,1,22,choice,51,1.254
1234,deliberation,1,22,scramble_instruction,52.254,0.227
1234,deliberation,1,22,confirmation,52.480999999999995,-0.481
1234,deliberation,1,22,iti,51.99999999999999,3
1234,deliberation,1,23,choice,54.99999999999999,0.128
1234,deliberation,1,23,confirmation,55.12799999999999,0.872
1234,deliberation,1,23,iti,55.99999999999999,2
1234,deliberation,1,24,choice,57.99999999999999,0.146
1234,deliberation,1,24,confirmation,58.145999999999994,0.854
1234,deliberation,1,24,iti,58.99999999999999,1
1234,deliberation,1,25,choice,59.99999999999999,1.616
1234,deliberation,1,25,scramble_instruction,61.61599999999999,0.32
1234,deliberation,1,25,confirmation,61.93599999999999,-0.936
1234,deliberation,1,25,iti,60.99999999999999,3
1234,deliberation,1,26,choice,63.99999999999999,1.28
1234,deliberation,1,26,scramble_instruction,65.27999999999999,0.252
1234,deliberation,1,26,confirmation,65.53199999999998,-0.532
1234,deliberation,1,26,iti,64.99999999999999,1
1234,deliberation,1,27,choice,65.99999999999999,0.157
1234,deliberation,1,27,confirmation,66.15699999999998,0.843
1234,deliberation,1,27,iti,66.99999999999999,1
1234,deliberation,1,28,choice,67.99999999999999,0.576
1234,deliberation,1,28,scramble_instruction,68.57599999999998,0.283
1234,deliberation,1,28,confirmation,68.85899999999998,0.141
1234,deliberation,1,28,iti,68.99999999999999,1
1234,deliberation,1,29,choice,69.99999999999999,1.821
1234,deliberation,1,29,scramble_instruction,71.82099999999998,0.287
1234,deliberation,1,29,confirmation,72.10799999999999,-1.108
1234,deliberation,1,29,iti,70.99999999999999,2
1234,deliberation,1,30,choice,72.99999999999999,0.779
1234,deliberation,1,30,scramble_instruction,73.77899999999998,0.315
1234,deliberation,1,30,confirmation,74.09399999999998,-0.094
1234,deliberation,1,30,iti,73.99999999999999,2
1234,deliberation,1,31,choice,75.99999999999999,0.203
1234,deliberation,1,31,confirmation,76.20299999999999,0.797
1234,deliberation,1,31,iti,76.99999999999999,1
1234,deliberation,1,32,choice,77.99999999999999,0.194
1234,deliberation,1,32,confirmation,78.19399999999999,0.806
1234,deliberation,1,32,iti,78.99999999999999,3
1234,deliberation,1,33,choice,81.99999999999999,1.114
1234,deliberation,1,33,scramble_instruction,83.11399999999999,0.198
1234,deliberation,1,33,confirmation,83.31199999999998,-0.312
1234,deliberation,1,33,iti,82.99999999999999,1
1234,deliberation,1,34,choice,83.99999999999999,1.954
1234,deliberation,1,34,scramble_instruction,85.95399999999998,0.189
1234,deliberation,1,34,confirmation,86.14299999999997,-1.143
1234,deliberation,1,34,iti,84.99999999999997,3.5
1234,deliberation,1,35,choice,88.49999999999997,0.654
1234,deliberation,1,35,scramble_instruction,89.15399999999997,1
1234,deliberation,1,35,no_response,90.15399999999997,0.5
1234,deliberation,1,35,iti,90.65399999999997,1
1234,deliberation,1,36,choice,91.65399999999997,1
1234,deliberation,1,36,no_response,92.65399999999997,0.5
1234,deliberation,1,36,iti,93.15399999999997,3
1234,deliberation,1,37,choice,96.15399999999997,1.284
1234,deliberation,1,37,scramble_instruction,97.43799999999997,1
1234,deliberation,1,37,no_response,98.43799999999997,0.5
1234,deliberation,1,37,iti,98.93799999999997,1
1234,deliberation,1,38,choice,99.93799999999997,1.66
1234,deliberation,1,38,scramble_instruction,101.59799999999997,1
1234,deliberation,1,38,no_response,102.59799999999997,0.5
1234,deliberation,1,38,iti,103.09799999999997,2.5
1234,deliberation,1,39,choice,105.59799999999997,1
1234,deliberation,1,39,no_response,106.59799999999997,0.5
1234,deliberation,1,39,iti,107.09799999999997,1.5
1234,deliberation,1,40,choice,108.59799999999997,0.914
1234,deliberation,1,40,confirmation,109.51199999999997,0.086
1234,deliberation,1,40,iti,109.59799999999997,2
1234,deliberation,1,41,choice,111.59799999999997,0.016
1234,deliberation,1,41,confirmation,111.61399999999998,0.984
1234,deliberation,1,41,iti,112.59799999999997,1
1234,deliberation,1,42,choice,113.59799999999997,0.026
1234,deliberation,1,42,confirmation,113.62399999999997,0.974
1234,deliberation,1,42,iti,114.59799999999997,1
1234,deliberation,1,43,choice,115.59799999999997,0.155
1234,deliberation,1,43,confirmation,115.75299999999997,0.845
1234,deliberation,1,43,iti,116.59799999999997,1.5
1234,deliberation,1,44,choice,118.09799999999997,0.05
1234,deliberation,1,44,scramble_instruction,118.14799999999997,0.212
1234,deliberation,1,44,confirmation,118.35999999999997,0.738
1234,deliberation,1,44,iti,119.09799999999997,1.5
1234,deliberation,1,45,choice,120.59799999999997,0.036
1234,deliberation,1,45,confirmation,120.63399999999997,0.964
1234,deliberation,1,45,iti,121.59799999999997,3
1234,deliberation,1,46,choice,124.59799999999997,1.721
1234,deliberation,1,46,scramble_instruction,126.31899999999997,0.32
1234,deliberation,1,46,confirmation,126.63899999999997,-1.041
1234,deliberation,1,46,iti,125.59799999999997,1
1234,deliberation,1,47,choice,126.59799999999997,0.208
1234,deliberation,1,47,confirmation,126.80599999999997,0.792
1234,deliberation,1,47,iti,127.59799999999997,1.5
1234,deliberation,1,48,choice,129.09799999999996,0.223
1234,deliberation,1,48,confirmation,129.32099999999997,0.777
1234,deliberation,1,48,iti,130.09799999999996,1.5
1234,deliberation,1,49,choice,131.59799999999996,0.271
1234,deliberation,1,49,confirmation,131.86899999999994,0.729
1234,deliberation,1,49,iti,132.59799999999996,1
1234,deliberation,1,50,choice,133.59799999999996,1.87
1234,deliberation,1,50,scramble_instruction,135.46799999999996,0.369
1234,deliberation,1,50,confirmation,135.83699999999996,-1.239
1234,deliberation,1,50,iti,134.59799999999996,1
1234,deliberation,1,51,choice,135.59799999999996,1.973
1234,deliberation,1,51,scramble_instruction,137.57099999999997,0.304
1234,deliberation,1,51,confirmation,137.87499999999997,-1.277
1234,deliberation,1,51,iti,136.59799999999998,3
1234,deliberation,2,52,choice,0,0.532
1234,deliberation,2,52,scramble_instruction,0.532,0.207
1234,deliberation,2,52,confirmation,0.739,0.261
1234,deliberation,2,52,iti,1,1.5
1234,deliberation,2,53,choice,2.5,0.106
1234,deliberation,2,53,confirmation,2.606,0.894
1234,deliberation,2,53,iti,3.5,1.5
1234,deliberation,2,54,choice,5,0.772
1234,deliberation,2,54,scramble_instruction,5.772,0.252
1234,deliberation,2,54,confirmation,6.024,-0.024
1234,deliberation,2,54,iti,6,1
1234,deliberation,2,55,choice,7,1.051
1234,deliberation,2,55,scramble_instruction,8.051,0.273
1234,deliberation,2,55,confirmation,8.324,-0.324
1234,deliberation,2,55,iti,8,1.5
1234,deliberation,2,56,choice,9.5,0.19
1234,deliberation,2,56,scramble_instruction,9.69,0.314
1234,deliberation,2,56,confirmation,10.004,0.496
1234,deliberation,2,56,iti,10.5,1
1234,deliberation,2,57,choice,11.5,0
1234,deliberation,2,57,confirmation,11.5,1
1234,deliberation,2,57,iti,12.5,1
1234,deliberation,2,58,choice,13.5,0.659
1234,deliberation,2,58,scramble_instruction,14.159,0.799
1234,deliberation,2,58,confirmation,14.958,-0.458
1234,deliberation,2,58,iti,14.5,1
1234,deliberation,2,59,choice,15.5,0.731
1234,deliberation,2,59,scramble_instruction,16.231,0.316
1234,deliberation,2,59,confirmation,16.547,-0.047
1234,deliberation,2,59,iti,16.5,2
1234,deliberation,2,60,choice,18.5,0.941
1234,deliberation,2,60,scramble_instruction,19.441,0.324
1234,deliberation,2,60,confirmation,19.765,-0.265
1234,deliberation,2,60,iti,19.5,1.5
1234,deliberation,2,61,choice,21,0.33
1234,deliberation,2,61,confirmation,21.33,0.67
1234,deliberation,2,61,iti,22,3.5
1234,deliberation,2,62,choice,25.5,0.251
1234,deliberation,2,62,confirmation,25.751,0.749
1234,deliberation,2,62,iti,26.5,1.5
1234,deliberation,2,63,choice,28,1.116
1234,deliberation,2,63,scramble_instruction,29.116,0.366
1234,deliberation,2,63,confirmation,29.482,-0.482
1234,deliberation,2,63,iti,29,3
1234,deliberation,2,64,choice,32,0.634
1234,deliberation,2,64,scramble_instruction,32.634,0.324
1234,deliberation,2,64,confirmation,32.958,0.042
1234,deliberation,2,64,iti,33,2
1234,deliberation,2,65,choice,35,0.138
1234,deliberation,2,65,confirmation,35.138,0.862
1234,deliberation,2,65,iti,36,1
1234,deliberation,2,66,choice,37,0.242
1234,deliberation,2,66,confirmation,37.242,0.758
1234,deliberation,2,66,iti,38,1
1234,deliberation,2,67,choice,39,0.262
1234,deliberation,2,67,confirmation,39.262,0.738
1234,deliberation,2,67,iti,40,2
1234,deliberation,2,68,choice,42,1.35
1234,deliberation,2,68,scramble_instruction,43.35,0.283
1234,deliberation,2,68,confirmation,43.633,-0.633
1234,deliberation,2,68,iti,43,3.5
1234,deliberation,2,69,choice,46.5,0.244
1234,deliberation,2,69,confirmation,46.744,0.756
1234,deliberation,2,69,iti,47.5,2
1234,deliberation,2,70,choice,49.5,0.183
1234,deliberation,2,70,confirmation,49.683,0.817
1234,deliberation,2,70,iti,50.5,3
1234,deliberation,2,71,choice,53.5,0.235
1234,deliberation,2,71,confirmation,53.735,0.765
1234,deliberation,2,71,iti,54.5,1
1234,deliberation,2,72,choice,55.5,0.19
1234,deliberation,2,72,confirmation,55.69,0.81
1234,deliberation,2,72,iti,56.5,1.5
1234,deliberation,2,73,choice,58,1.184
1234,deliberation,2,73,scramble_instruction,59.184,0.308
1234,deliberation,2,73,confirmation,59.492,-0.492
1234,deliberation,2,73,iti,59,1
1234,deliberation,2,74,choice,60,0.236
1234,deliberation,2,74,confirmation,60.236,0.764
1234,deliberation,2,74,iti,61,3
1234,deliberation,2,75,choice,64,1.519
1234,deliberation,2,75,scramble_instruction,65.519,0.321
1234,deliberation,2,75,confirmation,65.84,-0.84
1234,deliberation,2,75,iti,65,3
1234,deliberation,2,76,choice,68,0.18
1234,deliberation,2,76,confirmation,68.18,0.82
1234,deliberation,2,76,iti,69,1
1234,deliberation,2,77,choice,70,0.154
1234,deliberation,2,77,confirmation,70.154,0.846
1234,deliberation,2,77,iti,71,2
1234,deliberation,2,78,choice,73,0.845
1234,deliberation,2,78,scramble_instruction,73.845,0.279
1234,deliberation,2,78,confirmation,74.124,-0.124
1234,deliberation,2,78,iti,74,3.5
1234,deliberation,2,79,choice,77.5,1.359
1234,deliberation,2,79,scramble_instruction,78.859,0.378
1234,deliberation,2,79,confirmation,79.237,-0.737
1234,deliberation,2,79,iti,78.5,3
1234,deliberation,2,80,choice,81.5,0.523
1234,deliberation,2,80,scramble_instruction,82.023,0.239
1234,deliberation,2,80,confirmation,82.262,0.238
1234,deliberation,2,80,iti,82.5,2
1234,deliberation,2,81,choice,84.5,1.076
1234,deliberation,2,81,scramble_instruction,85.576,0.264
1234,deliberation,2,81,confirmation,85.83999999999999,-0.34
1234,deliberation,2,81,iti,85.49999999999999,1
1234,deliberation,2,82,choice,86.49999999999999,0.183
1234,deliberation,2,82,confirmation,86.68299999999999,0.817
1234,deliberation,2,82,iti,87.49999999999999,2
1234,deliberation,2,83,choice,89.49999999999999,1.604
1234,deliberation,2,83,scramble_instruction,91.10399999999998,0.218
1234,deliberation,2,83,confirmation,91.32199999999999,-0.822
1234,deliberation,2,83,iti,90.49999999999999,1
1234,deliberation,2,84,choice,91.49999999999999,0.738
1234,deliberation,2,84,scramble_instruction,92.23799999999999,0.267
1234,deliberation,2,84,confirmation,92.50499999999998,-0.005
1234,deliberation,2,84,iti,92.49999999999999,1
1234,deliberation,2,85,choice,93.49999999999999,0.147
1234,deliberation,2,85,confirmation,93.64699999999999,0.853
1234,deliberation,2,85,iti,94.49999999999999,3.5
1234,deliberation,2,86,choice,97.99999999999999,0.585
1234,deliberation,2,86,confirmation,98.58499999999998,0.415
1234,deliberation,2,86,iti,98.99999999999999,1.5
1234,deliberation,2,87,choice,100.49999999999999,0.206
1234,deliberation,2,87,confirmation,100.70599999999999,0.794
1234,deliberation,2,87,iti,101.49999999999999,1.5
1234,deliberation,2,88,choice,102.99999999999999,0.291
1234,deliberation,2,88,confirmation,103.29099999999998,0.709
1234,deliberation,2,88,iti,103.99999999999999,3
1234,deliberation,2,89,choice,106.99999999999999,0.46
1234,deliberation,2,89,confirmation,107.45999999999998,0.54
1234,deliberation,2,89,iti,107.99999999999999,1
1234,deliberation,2,90,choice,108.99999999999999,1.114
1234,deliberation,2,90,scramble_instruction,110.11399999999999,0.865
1234,deliberation,2,90,confirmation,110.97899999999998,-0.979
1234,deliberation,2,90,iti,109.99999999999999,2
1234,deliberation,2,91,choice,111.99999999999999,0.943
1234,deliberation,2,91,scramble_instruction,112.94299999999998,1
1234,deliberation,2,91,no_response,113.94299999999998,0.5
1234,deliberation,2,91,iti,114.44299999999998,0.5
1234,deliberation,2,92,choice,114.94299999999998,0.437
1234,deliberation,2,92,confirmation,115.37999999999998,0.563
1234,deliberation,2,92,iti,115.94299999999998,1
1234,deliberation,2,93,choice,116.94299999999998,1.941
1234,deliberation,2,93,scramble_instruction,118.88399999999999,1
1234,deliberation,2,93,no_response,119.88399999999999,0.5
1234,deliberation,2,93,iti,120.38399999999999,1
1234,deliberation,2,94,choice,121.38399999999999,0.356
1234,deliberation,2,94,confirmation,121.73999999999998,0.644
1234,deliberation,2,94,iti,122.38399999999999,1
1234,deliberation,2,95,choice,123.38399999999999,0.65
1234,deliberation,2,95,scramble_instruction,124.03399999999999,0.749
1234,deliberation,2,95,confirmation,124.78299999999999,-0.399
1234,deliberation,2,95,iti,124.38399999999999,1.5
1234,deliberation,2,96,choice,125.88399999999999,0.515
1234,deliberation,2,96,confirmation,126.39899999999999,0.485
1234,deliberation,2,96,iti,126.88399999999999,1.5
1234,deliberation,2,97,choice,128.384,0.622
1234,deliberation,2,97,scramble_instruction,129.006,0.312
1234,deliberation,2,97,confirmation,129.318,0.066
1234,deliberation,2,97,iti,129.38400000000001,3
1234,deliberation,2,98,choice,132.38400000000001,0.073
1234,deliberation,2,98,confirmation,132.45700000000002,0.927
1234,deliberation,2,98,iti,133.38400000000001,3
1234,deliberation,2,99,choice,136.38400000000001,1.725
1234,deliberation,2,99,scramble_instruction,138.109,0.381
1234,deliberation,2,99,confirmation,138.49,-1.106
1234,deliberation,2,99,iti,137.38400000000001,1.5
1234,memory,0,0,choice,138.88400000000001,1.092
1234,memory,0,0,confirmation,139.97600000000003,0.408
1234,memory,0,0,iti,140.38400000000001,0.1
1234,memory,0,1,choice,140.484,0.211
1234,memory,0,1,confirmation,140.69500000000002,1.289
1234,memory,0,1,iti,141.984,0.1
1234,memory,0,2,choice,142.084,0.127
1234,memory,0,2,confirmation,142.211,1.373
1234,memory,0,2,iti,143.584,0.1
1234,memory,1,3,choice,0,0.353
1234,memory,1,3,confirmation,0.353,1.147
1234,memory,1,3,iti,1.5,0.1
1234,memory,1,4,choice,1.6,1.5
1234,memory,1,4,no_response,3.1,0.5
1234,memory,1,4,iti,3.6,1
1234,memory,1,5,choice,4.6,0.253
1234,memory,1,5,confirmation,4.853,1.247
1234,memory,1,5,iti,6.1,0.1
1234,memory,1,6,choice,6.199999999999999,0.33
1234,memory,1,6,confirmation,6.529999999999999,1.17
1234,memory,1,6,iti,7.699999999999999,0.1
1234,memory,1,7,choice,7.799999999999999,1.5
1234,memory,1,7,no_response,9.299999999999999,0.5
1234,memory,1,7,iti,9.799999999999999,2.5
1234,memory,1,8,choice,12.299999999999999,1.5
1234,memory,1,8,no_response,13.799999999999999,0.5
1234,memory,1,8,iti,14.299999999999999,2.5
1234,memory,1,9,choice,16.799999999999997,1.5
1234,memory,1,9,no_response,18.299999999999997,0.5
1234,memory,1,9,iti,18.799999999999997,0.5
1234,memory,1,10,choice,19.299999999999997,1.5
1234,memory,1,10,no_response,20.799999999999997,0.5
1234,memory,1,10,iti,21.299999999999997,1.5
1234,memory,1,11,choice,22.799999999999997,1.5
1234,memory,1,11,no_response,24.299999999999997,0.5
1234,memory,1,11,iti,24.799999999999997,0.5
1234,memory,1,12,choice,25.299999999999997,1.5
1234,memory,1,12,no_response,26.799999999999997,0.5
1234,memory,1,12,iti,27.299999999999997,3
1234,memory,1,13,choice,30.299999999999997,1.5
1234,memory,1,13,no_response,31.799999999999997,0.5
1234,memory,1,13,iti,32.3,1
1234,memory,1,14,choice,33.3,1.5
1234,memory,1,14,no_response,34.8,0.5
1234,memory,1,14,iti,35.3,3
1234,memory,1,15,choice,38.3,1.5
1234,memory,1,15,no_response,39.8,0.5
1234,memory,1,15,iti,40.3,0.5
1234,memory,1,16,choice,40.8,1.5
1234,memory,1,16,no_response,42.3,0.5
1234,memory,1,16,iti,42.8,1.5
1234,memory,1,17,choice,44.3,1.5
1234,memory,1,17,no_response,45.8,0.5
1234,memory,1,17,iti,46.3,1
1234,memory,1,18,choice,47.3,1.5
1234,memory,1,18,no_response,48.8,0.5
1234,memory,1,18,iti,49.3,1
1234,memory,1,19,choice,50.3,1.5
1234,memory,1,19,no_response,51.8,0.5
1234,memory,1,19,iti,52.3,1
1234,memory,1,20,choice,53.3,1.5
1234,memory,1,20,no_response,54.8,0.5
1234,memory,1,20,iti,55.3,1.5
1234,memory,1,21,choice,56.8,1.5
1234,memory,1,21,no_response,58.3,0.5
1234,memory,1,21,iti,58.8,0.5
1234,memory,1,22,choice,59.3,1.5
1234,memory,1,22,no_response,60.8,0.5
1234,memory,1,22,iti,61.3,0.5
1234,memory,1,23,choice,61.8,1.5
1234,memory,1,23,no_response,63.3,0.5
1234,memory,1,23,iti,63.8,1
1234,memory,1,24,choice,64.8,1.5
1234,memory,1,24,no_response,66.3,0.5
1234,memory,1,24,iti,66.8,2.5
1234,memory,1,25,choice,69.3,1.5
1234,memory,1,25,no_response,70.8,0.5
1234,memory,1,25,iti,71.3,2.5
1234,memory,1,26,choice,73.8,1.5
1234,memory,1,26,no_response,75.3,0.5
1234,memory,1,26,iti,75.8,0.5
1234,memory,1,27,choice,76.3,1.5
1234,memory,1,27,no_response,77.8,0.5
1234,memory,1,27,iti,78.3,1
1234,memory,1,28,choice,79.3,1.5
1234,memory,1,28,no_response,80.8,0.5
1234,memory,1,28,iti,81.3,1.5
1234,memory,1,29,choice,82.8,1.5
1234,memory,1,29,no_response,84.3,0.5
1234,memory,1,29,iti,84.8,1
1234,memory,1,30,choice,85.8,1.5
1234,memory,1,30,no_response,87.3,0.5
1234,memory,1,30,iti,87.8,1
1234,memory,1,31,choice,88.8,1.5
1234,memory,1,31,no_response,90.3,0.5
1234,memory,1,31,iti,90.8,2.5
1234,memory,1,32,choice,93.3,1.5
1234,memory,1,32,no_response,94.8,0.5
1234,memory,1,32,iti,95.3,1
1234,memory,1,33,choice,96.3,1.5
1234,memory,1,33,no_response,97.8,0.5
1234,memory,1,33,iti,98.3,0.5
1234,memory,1,34,choice,98.8,1.5
1234,memory,1,34,no_response,100.3,0.5
1234,memory,1,34,iti,100.8,0.5
1234,memory,1,35,choice,101.3,1.5
1234,memory,1,35,no_response,102.8,0.5
1234,memory,1,35,iti,103.3,1.5
1234,memory,1,36,choice,104.8,1.5
1234,memory,1,36,no_response,106.3,0.5
1234,memory,1,36,iti,106.8,2.5
1234,memory,1,37,choice,109.3,1.5
1234,memory,1,37,no_response,110.8,0.5
1234,memory,1,37,iti,111.3,1
1234,memory,1,38,choice,112.3,1.5
1234,memory,1,38,no_response,113.8,0.5
1234,memory,1,38,iti,114.3,0.5
1234,memory,1,39,choice,114.8,1.5
1234,memory,1,39,no_response,116.3,0.5
1234,memory,1,39,iti,116.8,0.5
1234,memory,1,40,choice,117.3,1.5
1234,memory,1,40,no_response,118.8,0.5
1234,memory,1,40,iti,119.3,1.5
1234,memory,1,41,choice,120.8,1.5
1234,memory,1,41,no_response,122.3,0.5
1234,memory,1,41,iti,122.8,1
1234,memory,1,42,choice,123.8,1.5
1234,memory,1,42,no_response,125.3,0.5
1234,memory,1,42,iti,125.8,3
1234,memory,1,43,choice,128.8,1.5
1234,memory,1,43,no_response,130.3,0.5
1234,memory,1,43,iti,130.8,0.5
1234,memory,1,44,choice,131.3,1.5
1234,memory,1,44,no_response,132.8,0.5
1234,memory,1,44,iti,133.3,1.5
1234,memory,1,45,choice,134.8,1.5
1234,memory,1,45,no_response,136.3,0.5
1234,memory,1,45,iti,136.8,0.5
1234,memory,1,46,choice,137.3,1.5
1234,memory,1,46,no_response,138.8,0.5
1234,memory,1,46,iti,139.3,2.5
1234,memory,1,47,choice,141.8,1.5
1234,memory,1,47,no_response,143.3,0.5
1234,memory,1,47,iti,143.8,2.5
1234,memory,1,48,choice,146.3,1.5
1234,memory,1,48,no_response,147.8,0.5
1234,memory,1,48,iti,148.3,3
1234,memory,1,49,choice,151.3,1.5
1234,memory,1,49,no_response,152.8,0.5
1234,memory,1,49,iti,153.3,0.5
1234,memory,1,50,choice,153.8,1.5
1234,memory,1,50,no_response,155.3,0.5
1234,memory,1,50,iti,155.8,0.5
1234,memory,1,51,choice,156.3,1.5
1234,memory,1,51,no_response,157.8,0.5
1234,memory,1,51,iti,158.3,0.5
1234,memory,1,52,choice,158.8,1.5
1234,memory,1,52,no_response,160.3,0.5
1234,memory,1,52,iti,160.8,1
1234,memory,1,53,choice,161.8,1.5
1234,memory,1,53,no_response,163.3,0.5
1234,memory,1,53,iti,163.8,0.5
1234,memory,1,54,choice,164.3,1.5
1234,memory,1,54,no_response,165.8,0.5
1234,memory,1,54,iti,166.3,1
1234,memory,1,55,choice,167.3,1.5
1234,memory,1,55,no_response,168.8,0.5
1234,memory,1,55,iti,169.3,1
1234,memory,1,56,choice,170.3,1.5
1234,memory,1,56,no_response,171.8,0.5
1234,memory,1,56,iti,172.3,2.5
1234,memory,1,57,choice,174.8,1.5
1234,memory,1,57,no_response,176.3,0.5
1234,memory,1,57,iti,176.8,0.5
1234,memory,1,58,choice,177.3,1.5
1234,memory,1,58,no_response,178.8,0.5
1234,memory,1,58,iti,179.3,1.5
1234,memory,1,59,choice,180.8,1.5
1234,memory,1,59,no_response,182.3,0.5
1234,memory,1,59,iti,182.8,1.5
1234,memory,1,60,choice,184.3,1.5
1234,memory,1,60,no_response,185.8,0.5
1234,memory,1,60,iti,186.3,3
1234,memory,1,61,choice,189.3,1.5
1234,memory,1,61,no_response,190.8,0.5
1234,memory,1,61,iti,191.3,1
1234,memory,1,62,choice,192.3,1.5
1234,memory,1,62,no_response,193.8,0.5
1234,memory,1,62,iti,194.3,0.5
1234,memory,1,63,choice,194.8,1.5
1234,memory,1,63,no_response,196.3,0.5
1234,memory,1,63,iti,196.8,0.5
1234,memory,1,64,choice,197.3,1.5
1234,memory,1,64,no_response,198.8,0.5
1234,memory,1,64,iti,199.3,1.5
1234,memory,1,65,choice,200.8,1.5
1234,memory,1,65,no_response,202.3,0.5
1234,memory,1,65,iti,202.8,3
1234,memory,1,66,choice,205.8,1.5
1234,memory,1,66,no_response,207.3,0.5
1234,memory,1,66,iti,207.8,2.5
1234,memory,1,67,choice,210.3,1.5
1234,memory,1,67,no_response,211.8,0.5
1234,memory,1,67,iti,212.3,1
1234,memory,1,68,choice,213.3,1.5
1234,memory,1,68,no_response,214.8,0.5
1234,memory,1,68,iti,215.3,2.5
1234,memory,1,69,choice,217.8,1.5
1234,memory,1,69,no_response,219.3,0.5
1234,memory,1,69,iti,219.8,1
1234,memory,1,70,choice,220.8,1.5
1234,memory,1,70,no_response,222.3,0.5
1234,memory,1,70,iti,222.8,0.5
1234,memory,1,71,choice,223.3,1.5
1234,memory,1,71,no_response,224.8,0.5
1234,memory,1,71,iti,225.3,0.5
1234,memory,1,72,choice,225.8,1.5
1234,memory,1,72,no_response,227.3,0.5
1234,memory,1,72,iti,227.8,1.5
1234,memory,1,73,choice,229.3,1.5
1234,memory,1,73,no_response,230.8,0.5
1234,memory,1,73,iti,231.3,0.5
1234,memory,1,74,choice,231.8,1.5
1234,memory,1,74,no_response,233.3,0.5
1234,memory,1,74,iti,233.8,2.5
1234,memory,1,75,choice,236.3,1.5
1234,memory,1,75,no_response,237.8,0.5
1234,memory,1,75,iti,238.3,3
1234,memory,1,76,choice,241.3,1.5
1234,memory,1,76,no_response,242.8,0.5
