"rt","responses","ttype","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","warning","missed_checkup","success","start_time","view_history","repeat_instructions","key_press","response","stimulus_index","path","index","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","onset","duration","response_ends_trial","trial_duration","scramble_acc","stimulus_id","isi","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen"
"null","","final_decisions_confirmation","html-keyboard-response","736","1449311","0.0-4.0-5.0-1.0-0.0","12","11","0","0","","","","","null","","","","3","","","","","","","","","","","","","","","","","","0","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","737","1449417","0.0-4.0-5.0-3.0","12","11","0","0","","","","","null","","","","3","","","","","","","","","","","","","","","","","","0","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"10606","","practice_over","html-keyboard-response","738","1460025","0.0-4.0-5.0-4.0-0.0","12","11","0","0","","","","","83","","","","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1191","","start_run","html-keyboard-response","739","1461220","0.0-4.0-5.0-4.0-1.0","12","11","0","0","","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"754","","final_decisions","html-keyboard-response","740","1461978","0.0-4.0-6.0-0.0","12","11","0","0","","","","","50","","","","4","1","40","outdoor_scenes","body_parts","","","","","","0","","0","","","","1000","1","1","40","22","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","50","50","0","0.754","","","","","","","","","","unchosen","0","no_gain2","gain3","0"
"null","","final_decisions_confirmation","html-keyboard-response","741","1461981","0.0-4.0-6.0-1.0-0.0","12","11","0","0","","","","","null","","","","4","","","","","","","","","","","","","","","","","","1","","","","","","","","","0.754","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","742","1462083","0.0-4.0-6.0-3.0","12","11","0","0","","","","","null","","","","4","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"844","","final_decisions","html-keyboard-response","743","1462929","0.0-4.0-7.0-0.0","12","11","0","0","","","","","50","","","","5","1","55","objects","objects","","","","","","0","","0","","","","1500","1","1","55","59","objects","objects","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","50","50","NaN","0.844","","","","","","","","","","chosen","0","no_gain5","gain3","0"
"null","","final_decisions_confirmation","html-keyboard-response","744","1462934","0.0-4.0-7.0-1.0-0.0","12","11","0","0","","","","","null","","","","5","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","745","1463040","0.0-4.0-7.0-3.0","12","11","0","0","","","","","null","","","","5","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"null","","final_decisions","html-keyboard-response","746","1464549","0.0-4.0-8.0-0.0","12","11","0","0","","","","","null","","","","6","NaN","NaN","NaN","NaN","","","","","","1","","0","","","","1000","1","1","33","48","faces","objects","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","50","50","NaN","1.5","","","","","","","","","","unchosen","1","gain1","no_gain1",""
"null","","final_decisions_no_response","html-keyboard-response","747","1465053","0.0-4.0-8.0-2.0-0.0","12","11","0","0","","","","","null","","","","6","","","","","","","","","","1","","","","","","","","1","","","","","","","","","NaN","0.5","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","748","1465561","0.0-4.0-8.0-3.0","12","11","0","0","","","","","null","","","","6","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.5","","","","","","","","","","","","","",""
"null","","final_decisions","html-keyboard-response","749","1467065","0.0-4.0-9.0-0.0","12","11","0","0","","","","","null","","","","7","NaN","NaN","NaN","NaN","","","","","","1","","0","","","","3500","1","1","59","44","objects","body_parts","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg","50","50","NaN","1.5","","","","","","","","","","chosen","1","gain3","no_gain6",""
"null","","final_decisions_no_response","html-keyboard-response","750","1467571","0.0-4.0-9.0-2.0-0.0","12","11","0","0","","","","","null","","","","7","","","","","","","","","","1","","","","","","","","1","","","","","","","","","NaN","0.5","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","751","1470577","0.0-4.0-9.0-3.0","12","11","0","0","","","","","null","","","","7","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","3","","","","","","","","","","","","","",""
"462","","final_decisions","html-keyboard-response","752","1471042","0.0-4.0-10.0-0.0","12","11","0","0","","","","","50","","","","8","1","45","objects","body_parts","","","","","","0","","0","","","","3500","1","1","45","55","body_parts","objects","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","50","50","NaN","0.462","","","","","","","","","","chosen","1","gain5","no_gain5","1"
"null","","final_decisions_confirmation","html-keyboard-response","753","1471045","0.0-4.0-10.0-1.0-0.0","12","11","0","0","","","","","null","","","","8","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","754","1471148","0.0-4.0-10.0-3.0","12","11","0","0","","","","","null","","","","8","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"1025","","final_decisions","html-keyboard-response","755","1472176","0.0-4.0-11.0-0.0","12","11","0","0","","","","","50","","","","9","1","32","faces","faces","","","","","","0","","0","","","","1500","1","1","32","25","faces","faces","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","50","50","NaN","1.025","","","","","","","","","","chosen","0","no_gain1","gain6","0"
"null","","final_decisions_confirmation","html-keyboard-response","756","1472179","0.0-4.0-11.0-1.0-0.0","12","11","0","0","","","","","null","","","","9","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","757","1472283","0.0-4.0-11.0-3.0","12","11","0","0","","","","","null","","","","9","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"735","","final_decisions","html-keyboard-response","758","1473021","0.0-4.0-12.0-0.0","12","11","0","0","","","","","50","","","","10","1","17","body_parts","outdoor_scenes","","","","","","0","","0","","","","3000","1","1","17","45","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","50","50","NaN","0.735","","","","","","","","","","chosen","0","no_gain2","gain5","0"
"null","","final_decisions_confirmation","html-keyboard-response","759","1473025","0.0-4.0-12.0-1.0-0.0","12","11","0","0","","","","","null","","","","10","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","760","1473128","0.0-4.0-12.0-3.0","12","11","0","0","","","","","null","","","","10","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"1327","","final_decisions","html-keyboard-response","761","1474458","0.0-4.0-13.0-0.0","12","11","0","0","","","","","50","","","","11","1","39","body_parts","body_parts","","","","","","0","","0","","","","1000","1","1","39","44","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg","50","50","NaN","1.327","","","","","","","","","","chosen","1","gain2","no_gain6","1"
"null","","final_decisions_confirmation","html-keyboard-response","762","1474462","0.0-4.0-13.0-1.0-0.0","12","11","0","0","","","","","null","","","","11","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","763","1474570","0.0-4.0-13.0-3.0","12","11","0","0","","","","","null","","","","11","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"1035","","final_decisions","html-keyboard-response","764","1475608","0.0-4.0-14.0-0.0","12","11","0","0","","","","","50","","","","12","1","25","outdoor_scenes","faces","","","","","","0","","0","","","","2000","1","1","25","21","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","50","50","NaN","1.035","","","","","","","","","","chosen","1","gain6","no_gain4","1"
"null","","final_decisions_confirmation","html-keyboard-response","765","1475612","0.0-4.0-14.0-1.0-0.0","12","11","0","0","","","","","null","","","","12","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","766","1475716","0.0-4.0-14.0-3.0","12","11","0","0","","","","","null","","","","12","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"1295","","final_decisions","html-keyboard-response","767","1477013","0.0-4.0-15.0-0.0","12","11","0","0","","","","","50","","","","13","1","18","objects","outdoor_scenes","","","","","","0","","0","","","","1000","1","1","18","48","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","50","50","NaN","1.295","","","","","","","","","","unchosen","1","gain2","no_gain1","1"
"null","","final_decisions_confirmation","html-keyboard-response","768","1477017","0.0-4.0-15.0-1.0-0.0","12","11","0","0","","","","","null","","","","13","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","769","1477124","0.0-4.0-15.0-3.0","12","11","0","0","","","","","null","","","","13","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"null","","final_decisions","html-keyboard-response","770","1478634","0.0-4.0-16.0-0.0","12","11","0","0","","","","","null","","","","14","NaN","NaN","NaN","NaN","","","","","","1","","0","","","","3000","1","1","59","28","objects","faces","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","50","50","NaN","1.5","","","","","","","","","","chosen","1","gain3","no_gain3",""
"null","","final_decisions_no_response","html-keyboard-response","771","1479137","0.0-4.0-16.0-2.0-0.0","12","11","0","0","","","","","null","","","","14","","","","","","","","","","1","","","","","","","","1","","","","","","","","","NaN","0.5","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","772","1481644","0.0-4.0-16.0-3.0","12","11","0","0","","","","","null","","","","14","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","2.5","","","","","","","","","","","","","",""
"724","","final_decisions","html-keyboard-response","773","1482371","0.0-4.0-17.0-0.0","12","11","0","0","","","","","50","","","","15","1","21","body_parts","outdoor_scenes","","","","","","0","","0","","","","1000","1","1","21","45","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","50","50","NaN","0.724","","","","","","","","","","chosen","0","no_gain4","gain5","0"
"null","","final_decisions_confirmation","html-keyboard-response","774","1482374","0.0-4.0-17.0-1.0-0.0","12","11","0","0","","","","","null","","","","15","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","775","1482477","0.0-4.0-17.0-3.0","12","11","0","0","","","","","null","","","","15","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"null","","final_decisions","html-keyboard-response","776","1483985","0.0-4.0-18.0-0.0","12","11","0","0","","","","","null","","","","16","NaN","NaN","NaN","NaN","","","","","","1","","0","","","","2000","1","1","25","44","faces","body_parts","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg","50","50","NaN","1.5","","","","","","","","","","chosen","1","gain6","no_gain6",""
"null","","final_decisions_no_response","html-keyboard-response","777","1484491","0.0-4.0-18.0-2.0-0.0","12","11","0","0","","","","","null","","","","16","","","","","","","","","","1","","","","","","","","1","","","","","","","","","NaN","0.5","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","778","1486007","0.0-4.0-18.0-3.0","12","11","0","0","","","","","null","","","","16","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","1.5","","","","","","","","","","","","","",""
"130","","final_decisions","html-keyboard-response","779","1486139","0.0-4.0-19.0-0.0","12","11","0","0","","","","","50","","","","17","1","53","outdoor_scenes","objects","","","","","","0","","0","","","","1500","1","1","53","14","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","50","50","NaN","0.13","","","","","","","","","","unchosen","0","no_gain6","gain6","0"
"null","","final_decisions_confirmation","html-keyboard-response","780","1486142","0.0-4.0-19.0-1.0-0.0","12","11","0","0","","","","","null","","","","17","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","781","1486249","0.0-4.0-19.0-3.0","12","11","0","0","","","","","null","","","","17","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"218","","final_decisions","html-keyboard-response","782","1486470","0.0-4.0-20.0-0.0","12","11","0","0","","","","","50","","","","18","1","48","outdoor_scenes","objects","","","","","","0","","0","","","","3000","1","1","48","22","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","50","50","NaN","0.218","","","","","","","","","","unchosen","0","no_gain1","gain3","0"
"null","","final_decisions_confirmation","html-keyboard-response","783","1486473","0.0-4.0-20.0-1.0-0.0","12","11","0","0","","","","","null","","","","18","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","784","1486577","0.0-4.0-20.0-3.0","12","11","0","0","","","","","null","","","","18","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"137","","final_decisions","html-keyboard-response","785","1486716","0.0-4.0-21.0-0.0","12","11","0","0","","","","","50","","","","19","1","40","outdoor_scenes","body_parts","","","","","","0","","0","","","","1500","1","1","40","18","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","50","50","NaN","0.137","","","","","","","","","","unchosen","0","no_gain2","gain2","0"
"null","","final_decisions_confirmation","html-keyboard-response","786","1486720","0.0-4.0-21.0-1.0-0.0","12","11","0","0","","","","","null","","","","19","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","787","1486827","0.0-4.0-21.0-3.0","12","11","0","0","","","","","null","","","","19","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"89","","final_decisions","html-keyboard-response","788","1486919","0.0-4.0-22.0-0.0","12","11","0","0","","","","","50","","","","20","1","24","body_parts","faces","","","","","","0","","0","","","","1000","1","1","24","47","faces","body_parts","Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","50","50","NaN","0.089","","","","","","","","","","unchosen","1","gain4","no_gain5","1"
"null","","final_decisions_confirmation","html-keyboard-response","789","1486922","0.0-4.0-22.0-1.0-0.0","12","11","0","0","","","","","null","","","","20","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","790","1487027","0.0-4.0-22.0-3.0","12","11","0","0","","","","","null","","","","20","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"91","","final_decisions","html-keyboard-response","791","1487120","0.0-4.0-23.0-0.0","12","11","0","0","","","","","50","","","","21","1","25","faces","faces","","","","","","0","","0","","","","1000","1","1","25","28","faces","faces","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","50","50","NaN","0.091","","","","","","","","","","chosen","1","gain6","no_gain3","1"
"null","","final_decisions_confirmation","html-keyboard-response","792","1487123","0.0-4.0-23.0-1.0-0.0","12","11","0","0","","","","","null","","","","21","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","793","1487227","0.0-4.0-23.0-3.0","12","11","0","0","","","","","null","","","","21","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"134","","final_decisions","html-keyboard-response","794","1487364","0.0-4.0-24.0-0.0","12","11","0","0","","","","","50","","","","22","1","33","body_parts","faces","","","","","","0","","0","","","","1000","1","1","33","47","faces","body_parts","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","50","50","NaN","0.134","","","","","","","","","","unchosen","1","gain1","no_gain5","1"
"null","","final_decisions_confirmation","html-keyboard-response","795","1487368","0.0-4.0-24.0-1.0-0.0","12","11","0","0","","","","","null","","","","22","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","796","1487474","0.0-4.0-24.0-3.0","12","11","0","0","","","","","null","","","","22","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"71","","final_decisions","html-keyboard-response","797","1487547","0.0-4.0-25.0-0.0","12","11","0","0","","","","","50","","","","23","1","18","body_parts","outdoor_scenes","","","","","","0","","0","","","","2000","1","1","18","47","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","50","50","NaN","0.071","","","","","","","","","","unchosen","1","gain2","no_gain5","1"
"null","","final_decisions_confirmation","html-keyboard-response","798","1487550","0.0-4.0-25.0-1.0-0.0","12","11","0","0","","","","","null","","","","23","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","799","1487658","0.0-4.0-25.0-3.0","12","11","0","0","","","","","null","","","","23","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"104","","final_decisions","html-keyboard-response","800","1487764","0.0-4.0-26.0-0.0","12","11","0","0","","","","","50","","","","24","1","44","outdoor_scenes","body_parts","","","","","","0","","0","","","","3000","1","1","44","23","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","50","50","NaN","0.104","","","","","","","","","","chosen","0","no_gain6","gain1","0"
"null","","final_decisions_confirmation","html-keyboard-response","801","1487768","0.0-4.0-26.0-1.0-0.0","12","11","0","0","","","","","null","","","","24","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","802","1487873","0.0-4.0-26.0-3.0","12","11","0","0","","","","","null","","","","24","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"96","","final_decisions","html-keyboard-response","803","1487971","0.0-4.0-27.0-0.0","12","11","0","0","","","","","50","","","","25","1","25","objects","faces","","","","","","0","","0","","","","1000","1","1","25","55","faces","objects","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","50","50","NaN","0.096","","","","","","","","","","chosen","1","gain6","no_gain5","1"
"null","","final_decisions_confirmation","html-keyboard-response","804","1487975","0.0-4.0-27.0-1.0-0.0","12","11","0","0","","","","","null","","","","25","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","805","1488083","0.0-4.0-27.0-3.0","12","11","0","0","","","","","null","","","","25","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"71","","final_decisions","html-keyboard-response","806","1488156","0.0-4.0-28.0-0.0","12","11","0","0","","","","","50","","","","26","1","36","faces","body_parts","","","","","","0","","0","","","","1500","1","1","36","24","body_parts","faces","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","50","50","NaN","0.071","","","","","","","","","","unchosen","0","no_gain3","gain4","0"
"null","","final_decisions_confirmation","html-keyboard-response","807","1488159","0.0-4.0-28.0-1.0-0.0","12","11","0","0","","","","","null","","","","26","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","808","1488266","0.0-4.0-28.0-3.0","12","11","0","0","","","","","null","","","","26","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"82","","final_decisions","html-keyboard-response","809","1488351","0.0-4.0-29.0-0.0","12","11","0","0","","","","","50","","","","27","1","32","objects","faces","","","","","","0","","0","","","","1500","1","1","32","58","faces","objects","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","50","50","NaN","0.082","","","","","","","","","","chosen","0","no_gain1","gain4","0"
"null","","final_decisions_confirmation","html-keyboard-response","810","1488354","0.0-4.0-29.0-1.0-0.0","12","11","0","0","","","","","null","","","","27","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","811","1488460","0.0-4.0-29.0-3.0","12","11","0","0","","","","","null","","","","27","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"66","","final_decisions","html-keyboard-response","812","1488529","0.0-4.0-30.0-0.0","12","11","0","0","","","","","50","","","","28","1","14","body_parts","outdoor_scenes","","","","","","0","","0","","","","1000","1","1","14","47","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","50","50","NaN","0.066","","","","","","","","","","unchosen","1","gain6","no_gain5","1"
"null","","final_decisions_confirmation","html-keyboard-response","813","1488532","0.0-4.0-30.0-1.0-0.0","12","11","0","0","","","","","null","","","","28","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","814","1488644","0.0-4.0-30.0-3.0","12","11","0","0","","","","","null","","","","28","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"75","","final_decisions","html-keyboard-response","815","1488722","0.0-4.0-31.0-0.0","12","11","0","0","","","","","50","","","","29","1","39","outdoor_scenes","body_parts","","","","","","0","","0","","","","1000","1","1","39","17","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","50","50","NaN","0.075","","","","","","","","","","chosen","1","gain2","no_gain2","1"
"null","","final_decisions_confirmation","html-keyboard-response","816","1488725","0.0-4.0-31.0-1.0-0.0","12","11","0","0","","","","","null","","","","29","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","817","1488834","0.0-4.0-31.0-3.0","12","11","0","0","","","","","null","","","","29","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"74","","final_decisions","html-keyboard-response","818","1488910","0.0-4.0-32.0-0.0","12","11","0","0","","","","","50","","","","30","1","25","outdoor_scenes","faces","","","","","","0","","0","","","","1500","1","1","25","17","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","50","50","NaN","0.074","","","","","","","","","","chosen","1","gain6","no_gain2","1"
"null","","final_decisions_confirmation","html-keyboard-response","819","1488913","0.0-4.0-32.0-1.0-0.0","12","11","0","0","","","","","null","","","","30","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
"null","","iti_final_decisions","html-keyboard-response","820","1489022","0.0-4.0-32.0-3.0","12","11","0","0","","","","","null","","","","30","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","0.1","","","","","","","","","","","","","",""
"69","","final_decisions","html-keyboard-response","821","1489094","0.0-4.0-33.0-0.0","12","11","0","0","","","","","50","","","","31","1","33","body_parts","faces","","","","","","0","","0","","","","1000","1","1","33","40","faces","body_parts","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","50","50","NaN","0.069","","","","","","","","","","unchosen","1","gain1","no_gain2","1"
"null","","final_decisions_confirmation","html-keyboard-response","822","1489098","0.0-4.0-33.0-1.0-0.0","12","11","0","0","","","","","null","","","","31","","","","","","","","","","","","","","","","","","1","","","","","","","","","NaN","NaN","","","","","","","","","","","","","",""
