"rt","responses","ttype","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","warning","missed_checkup","success","start_time","view_history","repeat_instructions","key_press","response","stimulus_index","path","index","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","onset","duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","response_ends_trial","trial_duration","scramble_acc","chosen_left","old_pair","pair_type","old_response","pair_acc"
"null","","iti","html-keyboard-response","179","67869","0.0-2.0-68.0-4.0","1","12","0","0","","","","","null","","","","33","","","","","","","","2","","","","","","","","","","82.99999999999997","3.5","","","","","","","","","","","","","","","","",""
"443","","deliberation","html-keyboard-response","180","68315","0.0-2.0-70.0-0.0","1","12","0","0","","","","","50","","","","34","0","A","0","218","right","scramble","3000","2","1","19","55","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","NaN","NaN","86.49999999999997","0.218","","","","","","","","","","false","218","","","","","",""
"494","","scramble_instruction","html-keyboard-response","181","68811","0.0-2.0-70.0-1.0-0.0","1","12","0","0","","","","","50","","","","34","0","","","","","","","2","","","","","","","","","","86.71799999999998","0.494","1","19","55","outdoor_scenes","objects","","","","","","","0","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","182","69108","0.0-2.0-70.0-2.0-0.0","1","12","0","0","","","","","null","","","","34","","","","","","","","2","","","","","","","","","","87.21199999999997","0.288","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","183","69212","0.0-2.0-70.0-4.0","1","12","0","0","","","","","null","","","","34","","","","","","","","2","","","","","","","","","","87.49999999999997","3","","","","","","","","","","","","","","","","",""
"372","","deliberation","html-keyboard-response","184","69587","0.0-2.0-72.0-0.0","1","12","0","0","","","","","50","","","","35","0","E","0","1772","left","scramble","1000","2","1","54","36","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_callum-skelton-3KLMq7y46nA-unsplash.jpg","NaN","NaN","90.49999999999997","1.772","","","","","","","","","","false","1772","","","","","",""
"366","","scramble_instruction","html-keyboard-response","185","69955","0.0-2.0-72.0-1.0-0.0","1","12","0","0","","","","","50","","","","35","0","","","","","","","2","","","","","","","","","","92.27199999999998","0.366","1","54","36","objects","body_parts","","","","","","","1","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","186","69957","0.0-2.0-72.0-2.0-0.0","1","12","0","0","","","","","null","","","","35","","","","","","","","2","","","","","","","","","","92.63799999999998","-1.138","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","187","70062","0.0-2.0-72.0-4.0","1","12","0","0","","","","","null","","","","35","","","","","","","","2","","","","","","","","","","91.49999999999997","1","","","","","","","","","","","","","","","","",""
"363","","deliberation","html-keyboard-response","188","70428","0.0-2.0-74.0-0.0","1","12","0","0","","","","","50","","","","36","0","G","0","654","left","scramble","1000","2","1","57","22","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","NaN","NaN","92.49999999999997","0.654","","","","","","","","","","false","654","","","","","",""
"509","","scramble_instruction","html-keyboard-response","189","70939","0.0-2.0-74.0-1.0-0.0","1","12","0","0","","","","","50","","","","36","0","","","","","","","2","","","","","","","","","","93.15399999999997","0.509","1","57","22","objects","outdoor_scenes","","","","","","","1","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","190","70941","0.0-2.0-74.0-2.0-0.0","1","12","0","0","","","","","null","","","","36","","","","","","","","2","","","","","","","","","","93.66299999999997","-0.163","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","191","71049","0.0-2.0-74.0-4.0","1","12","0","0","","","","","null","","","","36","","","","","","","","2","","","","","","","","","","93.49999999999997","1","","","","","","","","","","","","","","","","",""
"224","","deliberation","html-keyboard-response","192","71275","0.0-2.0-76.0-0.0","1","12","0","0","","","","","50","","","","37","0","H","0","1129","left","scramble","2000","2","1","27","23","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","NaN","NaN","94.49999999999997","1.129","","","","","","","","","","false","1129","","","","","",""
"263","","scramble_instruction","html-keyboard-response","193","71539","0.0-2.0-76.0-1.0-0.0","1","12","0","0","","","","","50","","","","37","0","","","","","","","2","","","","","","","","","","95.62899999999998","0.263","1","27","23","faces","outdoor_scenes","","","","","","","1","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","194","71542","0.0-2.0-76.0-2.0-0.0","1","12","0","0","","","","","null","","","","37","","","","","","","","2","","","","","","","","","","95.89199999999998","-0.392","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","195","71644","0.0-2.0-76.0-4.0","1","12","0","0","","","","","null","","","","37","","","","","","","","2","","","","","","","","","","95.49999999999999","2","","","","","","","","","","","","","","","","",""
"164","","deliberation","html-keyboard-response","196","71811","0.0-2.0-78.0-0.0","1","12","0","0","","","","","50","","","","38","0","F","0","NaN","NaN","original","1500","2","1","25","43","faces","body_parts","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg","50","50","97.49999999999999","0.164","1","25","43","faces","body_parts","50","50","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","197","72655","0.0-2.0-78.0-2.0-0.0","1","12","0","0","","","","","null","","","","38","","","","","","","","2","","","","","","","","","","97.66399999999999","0.836","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","198","72766","0.0-2.0-78.0-4.0","1","12","0","0","","","","","null","","","","38","","","","","","","","2","","","","","","","","","","98.49999999999999","1.5","","","","","","","","","","","","","","","","",""
"456","","deliberation","html-keyboard-response","199","73225","0.0-2.0-80.0-0.0","1","12","0","0","","","","","50","","","","39","0","B","0","1185","right","scramble","1000","2","1","13","29","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","NaN","NaN","99.99999999999999","1.185","","","","","","","","","","false","1185","","","","","",""
"665","","scramble_instruction","html-keyboard-response","200","73892","0.0-2.0-80.0-1.0-0.0","1","12","0","0","","","","","50","","","","39","0","","","","","","","2","","","","","","","","","","101.18499999999999","0.665","1","13","29","outdoor_scenes","faces","","","","","","","0","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","201","73894","0.0-2.0-80.0-2.0-0.0","1","12","0","0","","","","","null","","","","39","","","","","","","","2","","","","","","","","","","101.85","-0.85","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","202","73999","0.0-2.0-80.0-4.0","1","12","0","0","","","","","null","","","","39","","","","","","","","2","","","","","","","","","","101","1","","","","","","","","","","","","","","","","",""
"482","","deliberation","html-keyboard-response","203","74483","0.0-2.0-82.0-0.0","1","12","0","0","","","","","50","","","","40","0","E","0","NaN","NaN","original","3000","2","1","54","36","objects","body_parts","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","50","50","102","0.482","1","54","36","objects","body_parts","50","50","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","204","75007","0.0-2.0-82.0-2.0-0.0","1","12","0","0","","","","","null","","","","40","","","","","","","","2","","","","","","","","","","102.482","0.518","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","205","75118","0.0-2.0-82.0-4.0","1","12","0","0","","","","","null","","","","40","","","","","","","","2","","","","","","","","","","103","3","","","","","","","","","","","","","","","","",""
"3","","deliberation","html-keyboard-response","206","75123","0.0-2.0-84.0-0.0","1","12","0","0","","","","","50","","","","41","0","C","0","NaN","NaN","original","3500","2","1","15","45","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","50","50","106","0.003","1","15","45","outdoor_scenes","body_parts","50","50","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","207","76124","0.0-2.0-84.0-2.0-0.0","1","12","0","0","","","","","null","","","","41","","","","","","","","2","","","","","","","","","","106.003","0.997","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","208","76229","0.0-2.0-84.0-4.0","1","12","0","0","","","","","null","","","","41","","","","","","","","2","","","","","","","","","","107","3.5","","","","","","","","","","","","","","","","",""
"84","","deliberation","html-keyboard-response","209","76315","0.0-2.0-86.0-0.0","1","12","0","0","","","","","50","","","","42","0","D","0","1187","left","scramble","3000","2","1","56","33","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg","NaN","NaN","110.5","1.187","","","","","","","","","","false","1187","","","","","",""
"590","","scramble_instruction","html-keyboard-response","210","76908","0.0-2.0-86.0-1.0-0.0","1","12","0","0","","","","","50","","","","42","0","","","","","","","2","","","","","","","","","","111.687","0.59","1","56","33","objects","faces","","","","","","","1","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","211","76910","0.0-2.0-86.0-2.0-0.0","1","12","0","0","","","","","null","","","","42","","","","","","","","2","","","","","","","","","","112.277","-0.777","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","212","77013","0.0-2.0-86.0-4.0","1","12","0","0","","","","","null","","","","42","","","","","","","","2","","","","","","","","","","111.5","3","","","","","","","","","","","","","","","","",""
"276","","deliberation","html-keyboard-response","213","77291","0.0-2.0-88.0-0.0","1","12","0","0","","","","","50","","","","43","0","L","0","1524","right","scramble","1500","2","1","46","32","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg","NaN","NaN","114.5","1.524","","","","","","","","","","false","1524","","","","","",""
"696","","scramble_instruction","html-keyboard-response","214","77988","0.0-2.0-88.0-1.0-0.0","1","12","0","0","","","","","50","","","","43","0","","","","","","","2","","","","","","","","","","116.024","0.696","1","46","32","body_parts","faces","","","","","","","0","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","215","77991","0.0-2.0-88.0-2.0-0.0","1","12","0","0","","","","","null","","","","43","","","","","","","","2","","","","","","","","","","116.72","-1.22","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","216","78100","0.0-2.0-88.0-4.0","1","12","0","0","","","","","null","","","","43","","","","","","","","2","","","","","","","","","","115.5","1.5","","","","","","","","","","","","","","","","",""
"420","","deliberation","html-keyboard-response","217","78523","0.0-2.0-90.0-0.0","1","12","0","0","","","","","50","","","","44","0","I","0","NaN","NaN","original","2000","2","1","38","18","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","50","50","117","0.42","1","38","18","body_parts","outdoor_scenes","50","50","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","218","79110","0.0-2.0-90.0-2.0-0.0","1","12","0","0","","","","","null","","","","44","","","","","","","","2","","","","","","","","","","117.42","0.58","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","219","79223","0.0-2.0-90.0-4.0","1","12","0","0","","","","","null","","","","44","","","","","","","","2","","","","","","","","","","118","2","","","","","","","","","","","","","","","","",""
"177","","deliberation","html-keyboard-response","220","79403","0.0-2.0-92.0-0.0","1","12","0","0","","","","","50","","","","45","0","F","0","1787","left","scramble","1500","2","1","25","43","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_megan-menegay-UojxG_BJxnI-unsplash.jpg","NaN","NaN","120","1.787","","","","","","","","","","false","1787","","","","","",""
"349","","scramble_instruction","html-keyboard-response","221","79753","0.0-2.0-92.0-1.0-0.0","1","12","0","0","","","","","50","","","","45","0","","","","","","","2","","","","","","","","","","121.787","0.349","1","25","43","faces","body_parts","","","","","","","1","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","222","79756","0.0-2.0-92.0-2.0-0.0","1","12","0","0","","","","","null","","","","45","","","","","","","","2","","","","","","","","","","122.13600000000001","-1.136","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","223","79861","0.0-2.0-92.0-4.0","1","12","0","0","","","","","null","","","","45","","","","","","","","2","","","","","","","","","","121.00000000000001","1.5","","","","","","","","","","","","","","","","",""
"381","","deliberation","html-keyboard-response","224","80244","0.0-2.0-94.0-0.0","1","12","0","0","","","","","50","","","","46","0","I","0","475","left","scramble","1500","2","1","38","18","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","NaN","NaN","122.50000000000001","0.475","","","","","","","","","","false","475","","","","","",""
"565","","scramble_instruction","html-keyboard-response","225","80811","0.0-2.0-94.0-1.0-0.0","1","12","0","0","","","","","50","","","","46","0","","","","","","","2","","","","","","","","","","122.97500000000001","0.565","1","38","18","body_parts","outdoor_scenes","","","","","","","1","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","226","80813","0.0-2.0-94.0-2.0-0.0","1","12","0","0","","","","","null","","","","46","","","","","","","","2","","","","","","","","","","123.54","-0.04","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","227","80918","0.0-2.0-94.0-4.0","1","12","0","0","","","","","null","","","","46","","","","","","","","2","","","","","","","","","","123.5","1.5","","","","","","","","","","","","","","","","",""
"419","","deliberation","html-keyboard-response","228","81339","0.0-2.0-96.0-0.0","1","12","0","0","","","","","50","","","","47","0","H","0","NaN","NaN","original","1000","2","1","27","23","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","50","50","125","0.419","1","27","23","faces","outdoor_scenes","50","50","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","229","81928","0.0-2.0-96.0-2.0-0.0","1","12","0","0","","","","","null","","","","47","","","","","","","","2","","","","","","","","","","125.419","0.581","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","230","82040","0.0-2.0-96.0-4.0","1","12","0","0","","","","","null","","","","47","","","","","","","","2","","","","","","","","","","126","1","","","","","","","","","","","","","","","","",""
"201","","deliberation","html-keyboard-response","231","82243","0.0-2.0-98.0-0.0","1","12","0","0","","","","","50","","","","48","0","K","0","NaN","NaN","original","1000","2","1","37","59","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","50","50","127","0.201","1","37","59","body_parts","objects","50","50","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","232","83056","0.0-2.0-98.0-2.0-0.0","1","12","0","0","","","","","null","","","","48","","","","","","","","2","","","","","","","","","","127.201","0.799","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","233","83166","0.0-2.0-98.0-4.0","1","12","0","0","","","","","null","","","","48","","","","","","","","2","","","","","","","","","","128","1","","","","","","","","","","","","","","","","",""
"228","","deliberation","html-keyboard-response","234","83396","0.0-2.0-100.0-0.0","1","12","0","0","","","","","50","","","","49","0","G","0","NaN","NaN","original","1000","2","1","57","22","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","50","50","129","0.228","1","57","22","objects","outdoor_scenes","50","50","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","235","84175","0.0-2.0-100.0-2.0-0.0","1","12","0","0","","","","","null","","","","49","","","","","","","","2","","","","","","","","","","129.228","0.772","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","236","84285","0.0-2.0-100.0-4.0","1","12","0","0","","","","","null","","","","49","","","","","","","","2","","","","","","","","","","130","1","","","","","","","","","","","","","","","","",""
"99","","deliberation","html-keyboard-response","237","84387","0.0-2.0-102.0-0.0","1","12","0","0","","","","","50","","","","50","0","B","0","NaN","NaN","original","1000","2","1","13","29","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","50","50","131","0.099","1","13","29","outdoor_scenes","faces","50","50","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","238","85297","0.0-2.0-102.0-2.0-0.0","1","12","0","0","","","","","null","","","","50","","","","","","","","2","","","","","","","","","","131.099","0.901","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","239","85407","0.0-2.0-102.0-4.0","1","12","0","0","","","","","null","","","","50","","","","","","","","2","","","","","","","","","","132","1","","","","","","","","","","","","","","","","",""
"435","","deliberation","html-keyboard-response","240","85843","0.0-2.0-104.0-0.0","1","12","0","0","","","","","50","","","","51","0","D","0","NaN","NaN","original","1500","2","1","56","33","objects","faces","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","50","50","133","0.435","1","56","33","objects","faces","50","50","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","241","86413","0.0-2.0-104.0-2.0-0.0","1","12","0","0","","","","","null","","","","51","","","","","","","","2","","","","","","","","","","133.435","0.565","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","242","86517","0.0-2.0-104.0-4.0","1","12","0","0","","","","","null","","","","51","","","","","","","","2","","","","","","","","","","134","1.5","","","","","","","","","","","","","","","","",""
"2149","","deliberation_block_over","html-keyboard-response","243","88668","0.0-2.0-104.0-6.0-0.0","1","12","0","0","","","","","83","","","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"718","","start_run","html-keyboard-response","244","89387","0.0-2.0-104.0-6.0-1.0","1","12","0","0","","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"359","","deliberation","html-keyboard-response","245","89747","0.0-2.0-106.0-0.0","1","12","0","0","","","","","50","","","","52","0","H","0","1450","left","scramble","1000","3","2","27","23","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","NaN","NaN","0","1.45","","","","","","","","","","false","1450","","","","","",""
"535","","scramble_instruction","html-keyboard-response","246","90283","0.0-2.0-106.0-1.0-0.0","1","12","0","0","","","","","50","","","","52","0","","","","","","","3","","","","","","","","","","1.45","0.535","1","27","23","faces","outdoor_scenes","","","","","","","1","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","247","90286","0.0-2.0-106.0-2.0-0.0","1","12","0","0","","","","","null","","","","52","","","","","","","","3","","","","","","","","","","1.9849999999999999","-0.985","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","248","90390","0.0-2.0-106.0-4.0","1","12","0","0","","","","","null","","","","52","","","","","","","","3","","","","","","","","","","0.9999999999999999","1","","","","","","","","","","","","","","","","",""
"186","","deliberation","html-keyboard-response","249","90578","0.0-2.0-108.0-0.0","1","12","0","0","","","","","50","","","","53","0","B","0","421","right","scramble","3500","3","2","13","29","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","NaN","NaN","2","0.421","","","","","","","","","","false","421","","","","","",""
"312","","scramble_instruction","html-keyboard-response","250","90892","0.0-2.0-108.0-1.0-0.0","1","12","0","0","","","","","50","","","","53","0","","","","","","","3","","","","","","","","","","2.421","0.312","1","13","29","outdoor_scenes","faces","","","","","","","0","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","251","91166","0.0-2.0-108.0-2.0-0.0","1","12","0","0","","","","","null","","","","53","","","","","","","","3","","","","","","","","","","2.7329999999999997","0.267","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","252","91280","0.0-2.0-108.0-4.0","1","12","0","0","","","","","null","","","","53","","","","","","","","3","","","","","","","","","","2.9999999999999996","3.5","","","","","","","","","","","","","","","","",""
"56","","deliberation","html-keyboard-response","253","91339","0.0-2.0-110.0-0.0","1","12","0","0","","","","","50","","","","54","0","G","0","NaN","NaN","original","1500","3","2","57","22","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","50","50","6.5","0.056","1","57","22","objects","outdoor_scenes","50","50","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","254","92293","0.0-2.0-110.0-2.0-0.0","1","12","0","0","","","","","null","","","","54","","","","","","","","3","","","","","","","","","","6.556","0.944","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","255","92399","0.0-2.0-110.0-4.0","1","12","0","0","","","","","null","","","","54","","","","","","","","3","","","","","","","","","","7.5","1.5","","","","","","","","","","","","","","","","",""
"106","","deliberation","html-keyboard-response","256","92508","0.0-2.0-112.0-0.0","1","12","0","0","","","","","50","","","","55","0","K","0","1225","right","scramble","3000","3","2","37","59","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","NaN","NaN","9","1.225","","","","","","","","","","false","1225","","","","","",""
"470","","scramble_instruction","html-keyboard-response","257","92979","0.0-2.0-112.0-1.0-0.0","1","12","0","0","","","","","50","","","","55","0","","","","","","","3","","","","","","","","","","10.225","0.47","1","37","59","body_parts","objects","","","","","","","0","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","258","92982","0.0-2.0-112.0-2.0-0.0","1","12","0","0","","","","","null","","","","55","","","","","","","","3","","","","","","","","","","10.695","-0.695","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","259","93086","0.0-2.0-112.0-4.0","1","12","0","0","","","","","null","","","","55","","","","","","","","3","","","","","","","","","","10","3","","","","","","","","","","","","","","","","",""
"236","","deliberation","html-keyboard-response","260","93323","0.0-2.0-114.0-0.0","1","12","0","0","","","","","50","","","","56","0","E","0","NaN","NaN","original","2000","3","2","54","36","objects","body_parts","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","50","50","13","0.236","1","54","36","objects","body_parts","50","50","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","261","94092","0.0-2.0-114.0-2.0-0.0","1","12","0","0","","","","","null","","","","56","","","","","","","","3","","","","","","","","","","13.236","0.764","","","","","","","","","","","","","","","","",""
"null","","iti","html-keyboard-response","262","94198","0.0-2.0-114.0-4.0","1","12","0","0","","","","","null","","","","56","","","","","","","","3","","","","","","","","","","14","2","","","","","","","","","","","","","","","","",""
"131","","deliberation","html-keyboard-response","263","94331","0.0-2.0-116.0-0.0","1","12","0","0","","","","","50","","","","57","0","D","0","674","right","scramble","1500","3","2","56","33","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg","NaN","NaN","16","0.674","","","","","","","","","","false","674","","","","","",""
"567","","scramble_instruction","html-keyboard-response","264","94900","0.0-2.0-116.0-1.0-0.0","1","12","0","0","","","","","50","","","","57","0","","","","","","","3","","","","","","","","","","16.674","0.567","1","56","33","objects","faces","","","","","","","0","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","265","94903","0.0-2.0-116.0-2.0-0.0","1","12","0","0","","","","","null","","","","57","","","","","","","","3","","","","","","","","","","17.241","-0.241","","","","","","","","","","","","","","","","",""
