"rt","responses","ttype","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","warning","missed_checkup","success","start_time","view_history","repeat_instructions","key_press","response","stimulus_index","path","index","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","onset","duration","response_ends_trial","trial_duration","scramble_acc","stimulus_id","isi","item_id","outcome","response_rt","deliberation_reward_tally"
"null","","deliberation_confirmation","html-keyboard-response","327","111217","0.0-2.0-154.0-2.0-0.0","1","1","0","0","","","","","null","","","","76","","","","","","","","","","","","","","","4","","","","","","","","","","3448.780999999999","0.835","","","","","","","","",""
"null","","iti","html-keyboard-response","328","111326","0.0-2.0-154.0-4.0","1","1","0","0","","","","","null","","","","76","","","","","","","","","","","","","","","4","","","","","","","","","","3449.615999999999","1.5","","","","","","","","",""
"114","","deliberation","html-keyboard-response","329","111443","0.0-2.0-156.0-0.0","1","1","0","0","","","","","50","","","","77","1","25","22","faces","outdoor_scenes","50","50","0","H","0","NaN","NaN","original","1000","4","2","25","22","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","50","50","3451.115999999999","0.114","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","330","112334","0.0-2.0-156.0-2.0-0.0","1","1","0","0","","","","","null","","","","77","","","","","","","","","","","","","","","4","","","","","","","","","","3451.229999999999","0.886","","","","","","","","",""
"null","","iti","html-keyboard-response","331","112439","0.0-2.0-156.0-4.0","1","1","0","0","","","","","null","","","","77","","","","","","","","","","","","","","","4","","","","","","","","","","3452.115999999999","1","","","","","","","","",""
"302","","deliberation","html-keyboard-response","332","112743","0.0-2.0-158.0-0.0","1","1","0","0","","","","","50","","","","78","","","","","","","","0","E","0","1233","right","scramble","2000","4","2","51","41","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_art-lasovsky-8XddFc6NkBY-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucaxx-freire-CacZwMexYdk-unsplash.jpg","NaN","NaN","3453.115999999999","1.233","false","1233","","","","","","",""
"280","","scramble_instruction","html-keyboard-response","333","113025","0.0-2.0-158.0-1.0-0.0","1","1","0","0","","","","","50","","","","78","1","51","41","objects","body_parts","","","0","","","","","","","4","","","","","","","","","","3454.3489999999993","0.28","","","0","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","334","113027","0.0-2.0-158.0-2.0-0.0","1","1","0","0","","","","","null","","","","78","","","","","","","","","","","","","","","4","","","","","","","","","","3734.3489999999993","-0.513","","","","","","","","",""
"null","","iti","html-keyboard-response","335","113138","0.0-2.0-158.0-4.0","1","1","0","0","","","","","null","","","","78","","","","","","","","","","","","","","","4","","","","","","","","","","3733.8359999999993","2","","","","","","","","",""
"219","","deliberation","html-keyboard-response","336","113358","0.0-2.0-160.0-0.0","1","1","0","0","","","","","50","","","","79","1","53","20","objects","outdoor_scenes","50","50","0","G","0","NaN","NaN","original","1500","4","2","53","20","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","50","50","3735.8359999999993","0.219","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","337","114142","0.0-2.0-160.0-2.0-0.0","1","1","0","0","","","","","null","","","","79","","","","","","","","","","","","","","","4","","","","","","","","","","3736.0549999999994","0.781","","","","","","","","",""
"null","","iti","html-keyboard-response","338","114249","0.0-2.0-160.0-4.0","1","1","0","0","","","","","null","","","","79","","","","","","","","","","","","","","","4","","","","","","","","","","3736.8359999999993","1.5","","","","","","","","",""
"23","","deliberation","html-keyboard-response","339","114274","0.0-2.0-162.0-0.0","1","1","0","0","","","","","50","","","","80","","","","","","","","0","J","0","1476","left","scramble","1000","4","2","34","57","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_olena-sergienko-0TSd6uCKTKc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","NaN","NaN","3738.3359999999993","1.476","false","1476","","","","","","",""
"266","","scramble_instruction","html-keyboard-response","340","114541","0.0-2.0-162.0-1.0-0.0","1","1","0","0","","","","","50","","","","80","1","34","57","faces","objects","","","0","","","","","","","4","","","","","","","","","","3739.8119999999994","0.266","","","1","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","341","114543","0.0-2.0-162.0-2.0-0.0","1","1","0","0","","","","","null","","","","80","","","","","","","","","","","","","","","4","","","","","","","","","","4005.8119999999994","-0.742","","","","","","","","",""
"null","","iti","html-keyboard-response","342","114649","0.0-2.0-162.0-4.0","1","1","0","0","","","","","null","","","","80","","","","","","","","","","","","","","","4","","","","","","","","","","4005.0699999999993","1","","","","","","","","",""
"135","","deliberation","html-keyboard-response","343","114786","0.0-2.0-164.0-0.0","1","1","0","0","","","","","50","","","","81","1","34","57","faces","objects","50","50","0","J","0","NaN","NaN","original","1500","4","2","34","57","faces","objects","Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","50","50","4006.0699999999993","0.135","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","344","115656","0.0-2.0-164.0-2.0-0.0","1","1","0","0","","","","","null","","","","81","","","","","","","","","","","","","","","4","","","","","","","","","","4006.2049999999995","0.865","","","","","","","","",""
"null","","iti","html-keyboard-response","345","115770","0.0-2.0-164.0-4.0","1","1","0","0","","","","","null","","","","81","","","","","","","","","","","","","","","4","","","","","","","","","","4007.0699999999993","1.5","","","","","","","","",""
"109","","deliberation","html-keyboard-response","346","115882","0.0-2.0-166.0-0.0","1","1","0","0","","","","","50","","","","82","1","36","16","body_parts","outdoor_scenes","50","50","0","I","0","NaN","NaN","original","2000","4","2","36","16","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","50","50","4008.5699999999993","0.109","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","347","116786","0.0-2.0-166.0-2.0-0.0","1","1","0","0","","","","","null","","","","82","","","","","","","","","","","","","","","4","","","","","","","","","","4008.678999999999","0.891","","","","","","","","",""
"null","","iti","html-keyboard-response","348","116894","0.0-2.0-166.0-4.0","1","1","0","0","","","","","null","","","","82","","","","","","","","","","","","","","","4","","","","","","","","","","4009.5699999999993","2","","","","","","","","",""
"75","","deliberation","html-keyboard-response","349","116971","0.0-2.0-168.0-0.0","1","1","0","0","","","","","50","","","","83","","","","","","","","0","I","0","1609","left","scramble","1000","4","2","36","16","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_callum-skelton-3KLMq7y46nA-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","NaN","NaN","4011.5699999999993","1.609","false","1609","","","","","","",""
"270","","scramble_instruction","html-keyboard-response","350","117242","0.0-2.0-168.0-1.0-0.0","1","1","0","0","","","","","50","","","","83","1","36","16","body_parts","outdoor_scenes","","","0","","","","","","","4","","","","","","","","","","4013.178999999999","0.27","","","1","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","351","117244","0.0-2.0-168.0-2.0-0.0","1","1","0","0","","","","","null","","","","83","","","","","","","","","","","","","","","4","","","","","","","","","","4283.178999999999","-0.879","","","","","","","","",""
"null","","iti","html-keyboard-response","352","117350","0.0-2.0-168.0-4.0","1","1","0","0","","","","","null","","","","83","","","","","","","","","","","","","","","4","","","","","","","","","","4282.299999999999","1","","","","","","","","",""
"235","","deliberation","html-keyboard-response","353","117587","0.0-2.0-170.0-0.0","1","1","0","0","","","","","50","","","","84","1","17","29","outdoor_scenes","faces","50","50","0","B","0","NaN","NaN","original","1000","4","2","17","29","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","50","50","4283.299999999999","0.235","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","354","118359","0.0-2.0-170.0-2.0-0.0","1","1","0","0","","","","","null","","","","84","","","","","","","","","","","","","","","4","","","","","","","","","","4283.534999999999","0.765","","","","","","","","",""
"null","","iti","html-keyboard-response","355","118464","0.0-2.0-170.0-4.0","1","1","0","0","","","","","null","","","","84","","","","","","","","","","","","","","","4","","","","","","","","","","4284.299999999999","1","","","","","","","","",""
"101","","deliberation","html-keyboard-response","356","118567","0.0-2.0-172.0-0.0","1","1","0","0","","","","","50","","","","85","","","","","","","","0","G","0","1441","left","scramble","3000","4","2","53","20","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_samsommer-vddccTqwal8-unsplash.jpg","NaN","NaN","4285.299999999999","1.441","false","1441","","","","","","",""
"291","","scramble_instruction","html-keyboard-response","357","118859","0.0-2.0-172.0-1.0-0.0","1","1","0","0","","","","","50","","","","85","1","53","20","objects","outdoor_scenes","","","0","","","","","","","4","","","","","","","","","","4286.740999999999","0.291","","","1","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","358","118861","0.0-2.0-172.0-2.0-0.0","1","1","0","0","","","","","null","","","","85","","","","","","","","","","","","","","","4","","","","","","","","","","4577.740999999999","-0.732","","","","","","","","",""
"null","","iti","html-keyboard-response","359","118966","0.0-2.0-172.0-4.0","1","1","0","0","","","","","null","","","","85","","","","","","","","","","","","","","","4","","","","","","","","","","4577.008999999999","3","","","","","","","","",""
"194","","deliberation","html-keyboard-response","360","119162","0.0-2.0-174.0-0.0","1","1","0","0","","","","","50","","","","86","","","","","","","","0","B","0","734","left","scramble","1000","4","2","17","29","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","NaN","NaN","4580.008999999999","0.734","false","734","","","","","","",""
"264","","scramble_instruction","html-keyboard-response","361","119427","0.0-2.0-174.0-1.0-0.0","1","1","0","0","","","","","50","","","","86","1","17","29","outdoor_scenes","faces","","","0","","","","","","","4","","","","","","","","","","4580.7429999999995","0.264","","","1","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","362","119430","0.0-2.0-174.0-2.0-0.0","1","1","0","0","","","","","null","","","","86","","","","","","","","","","","","","","","4","","","","","","","","","","4844.7429999999995","0.002","","","","","","","","",""
"null","","iti","html-keyboard-response","363","119535","0.0-2.0-174.0-4.0","1","1","0","0","","","","","null","","","","86","","","","","","","","","","","","","","","4","","","","","","","","","","4844.745","1","","","","","","","","",""
"139","","deliberation","html-keyboard-response","364","119677","0.0-2.0-176.0-0.0","1","1","0","0","","","","","50","","","","87","","","","","","","","0","F","0","874","left","scramble","3000","4","2","28","47","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","NaN","NaN","4845.745","0.874","false","874","","","","","","",""
"267","","scramble_instruction","html-keyboard-response","365","119945","0.0-2.0-176.0-1.0-0.0","1","1","0","0","","","","","50","","","","87","1","28","47","faces","body_parts","","","0","","","","","","","4","","","","","","","","","","4846.619","0.267","","","1","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","366","119946","0.0-2.0-176.0-2.0-0.0","1","1","0","0","","","","","null","","","","87","","","","","","","","","","","","","","","4","","","","","","","","","","5113.619","-0.141","","","","","","","","",""
"null","","iti","html-keyboard-response","367","120056","0.0-2.0-176.0-4.0","1","1","0","0","","","","","null","","","","87","","","","","","","","","","","","","","","4","","","","","","","","","","5113.478","3","","","","","","","","",""
"138","","deliberation","html-keyboard-response","368","120196","0.0-2.0-178.0-0.0","1","1","0","0","","","","","50","","","","88","1","51","41","objects","body_parts","50","50","0","E","0","NaN","NaN","original","3000","4","2","51","41","objects","body_parts","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","50","50","5116.478","0.138","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","369","121062","0.0-2.0-178.0-2.0-0.0","1","1","0","0","","","","","null","","","","88","","","","","","","","","","","","","","","4","","","","","","","","","","5116.616","0.862","","","","","","","","",""
"null","","iti","html-keyboard-response","370","121170","0.0-2.0-178.0-4.0","1","1","0","0","","","","","null","","","","88","","","","","","","","","","","","","","","4","","","","","","","","","","5117.478","3","","","","","","","","",""
"45","","deliberation","html-keyboard-response","371","121216","0.0-2.0-180.0-0.0","1","1","0","0","","","","","50","","","","89","1","52","24","objects","faces","50","50","0","D","0","NaN","NaN","original","1000","4","2","52","24","objects","faces","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","50","50","5120.478","0.045","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","372","122175","0.0-2.0-180.0-2.0-0.0","1","1","0","0","","","","","null","","","","89","","","","","","","","","","","","","","","4","","","","","","","","","","5120.523","0.955","","","","","","","","",""
"null","","iti","html-keyboard-response","373","122278","0.0-2.0-180.0-4.0","1","1","0","0","","","","","null","","","","89","","","","","","","","","","","","","","","4","","","","","","","","","","5121.478","1","","","","","","","","",""
"1","","deliberation","html-keyboard-response","374","122280","0.0-2.0-182.0-0.0","1","1","0","0","","","","","50","","","","90","1","46","26","body_parts","faces","50","50","0","L","0","NaN","NaN","original","3000","4","2","46","26","body_parts","faces","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg","50","50","5122.478","0.001","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","375","123286","0.0-2.0-182.0-2.0-0.0","1","1","0","0","","","","","null","","","","90","","","","","","","","","","","","","","","4","","","","","","","","","","5122.479","0.999","","","","","","","","",""
"null","","iti","html-keyboard-response","376","123390","0.0-2.0-182.0-4.0","1","1","0","0","","","","","null","","","","90","","","","","","","","","","","","","","","4","","","","","","","","","","5123.478","3","","","","","","","","",""
"214","","deliberation","html-keyboard-response","377","123605","0.0-2.0-184.0-0.0","1","1","0","0","","","","","50","","","","91","","","","","","","","0","K","0","835","right","scramble","1500","4","2","37","56","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","NaN","NaN","5126.478","0.835","false","835","","","","","","",""
"265","","scramble_instruction","html-keyboard-response","378","123872","0.0-2.0-184.0-1.0-0.0","1","1","0","0","","","","","50","","","","91","1","37","56","body_parts","objects","","","0","","","","","","","4","","","","","","","","","","5127.313","0.265","","","0","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","379","123874","0.0-2.0-184.0-2.0-0.0","1","1","0","0","","","","","null","","","","91","","","","","","","","","","","","","","","4","","","","","","","","","","5392.313","-0.1","","","","","","","","",""
"null","","iti","html-keyboard-response","380","123976","0.0-2.0-184.0-4.0","1","1","0","0","","","","","null","","","","91","","","","","","","","","","","","","","","4","","","","","","","","","","5392.213","1.5","","","","","","","","",""
"167","","deliberation","html-keyboard-response","381","124145","0.0-2.0-186.0-0.0","1","1","0","0","","","","","50","","","","92","","","","","","","","0","A","0","1252","right","scramble","1000","4","2","21","58","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","NaN","NaN","5393.713","1.252","false","1252","","","","","","",""
"323","","scramble_instruction","html-keyboard-response","382","124469","0.0-2.0-186.0-1.0-0.0","1","1","0","0","","","","","50","","","","92","1","21","58","outdoor_scenes","objects","","","0","","","","","","","4","","","","","","","","","","5394.965","0.323","","","0","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","383","124471","0.0-2.0-186.0-2.0-0.0","1","1","0","0","","","","","null","","","","92","","","","","","","","","","","","","","","4","","","","","","","","","","5717.965","-0.575","","","","","","","","",""
"null","","iti","html-keyboard-response","384","124578","0.0-2.0-186.0-4.0","1","1","0","0","","","","","null","","","","92","","","","","","","","","","","","","","","4","","","","","","","","","","5717.39","1","","","","","","","","",""
"114","","deliberation","html-keyboard-response","385","124693","0.0-2.0-188.0-0.0","1","1","0","0","","","","","50","","","","93","","","","","","","","0","C","0","1798","left","scramble","3500","4","2","19","42","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg","NaN","NaN","5718.39","1.798","false","1798","","","","","","",""
"221","","scramble_instruction","html-keyboard-response","386","124916","0.0-2.0-188.0-1.0-0.0","1","1","0","0","","","","","50","","","","93","1","19","42","outdoor_scenes","body_parts","","","0","","","","","","","4","","","","","","","","","","5720.188","0.221","","","1","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","387","124918","0.0-2.0-188.0-2.0-0.0","1","1","0","0","","","","","null","","","","93","","","","","","","","","","","","","","","4","","","","","","","","","","5941.188","-1.019","","","","","","","","",""
"null","","iti","html-keyboard-response","388","125022","0.0-2.0-188.0-4.0","1","1","0","0","","","","","null","","","","93","","","","","","","","","","","","","","","4","","","","","","","","","","5940.169","3.5","","","","","","","","",""
"132","","deliberation","html-keyboard-response","389","125155","0.0-2.0-190.0-0.0","1","1","0","0","","","","","50","","","","94","","","","","","","","0","H","0","1451","right","scramble","1500","4","2","25","22","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","NaN","NaN","5943.669","1.451","false","1451","","","","","","",""
"238","","scramble_instruction","html-keyboard-response","390","125395","0.0-2.0-190.0-1.0-0.0","1","1","0","0","","","","","50","","","","94","1","25","22","faces","outdoor_scenes","","","0","","","","","","","4","","","","","","","","","","5945.12","0.238","","","0","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","391","125398","0.0-2.0-190.0-2.0-0.0","1","1","0","0","","","","","null","","","","94","","","","","","","","","","","","","","","4","","","","","","","","","","6183.12","-0.689","","","","","","","","",""
"null","","iti","html-keyboard-response","392","125506","0.0-2.0-190.0-4.0","1","1","0","0","","","","","null","","","","94","","","","","","","","","","","","","","","4","","","","","","","","","","6182.431","1.5","","","","","","","","",""
"138","","deliberation","html-keyboard-response","393","125646","0.0-2.0-192.0-0.0","1","1","0","0","","","","","50","","","","95","","","","","","","","0","D","0","1085","right","scramble","2000","4","2","52","24","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_abstral-official-cyOKLSgkgCE-unsplash.jpg","NaN","NaN","6183.931","1.085","false","1085","","","","","","",""
"203","","scramble_instruction","html-keyboard-response","394","125849","0.0-2.0-192.0-1.0-0.0","1","1","0","0","","","","","50","","","","95","1","52","24","objects","faces","","","0","","","","","","","4","","","","","","","","","","6185.016","0.203","","","0","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","395","125851","0.0-2.0-192.0-2.0-0.0","1","1","0","0","","","","","null","","","","95","","","","","","","","","","","","","","","4","","","","","","","","","","6388.016","-0.288","","","","","","","","",""
"null","","iti","html-keyboard-response","396","125957","0.0-2.0-192.0-4.0","1","1","0","0","","","","","null","","","","95","","","","","","","","","","","","","","","4","","","","","","","","","","6387.728","2","","","","","","","","",""
"140","","deliberation","html-keyboard-response","397","126100","0.0-2.0-194.0-0.0","1","1","0","0","","","","","50","","","","96","1","37","56","body_parts","objects","50","50","0","K","0","NaN","NaN","original","3500","4","2","37","56","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","50","50","6389.728","0.14","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","398","126970","0.0-2.0-194.0-2.0-0.0","1","1","0","0","","","","","null","","","","96","","","","","","","","","","","","","","","4","","","","","","","","","","6389.868","0.86","","","","","","","","",""
"null","","iti","html-keyboard-response","399","127079","0.0-2.0-194.0-4.0","1","1","0","0","","","","","null","","","","96","","","","","","","","","","","","","","","4","","","","","","","","","","6390.728","3.5","","","","","","","","",""
"267","","deliberation","html-keyboard-response","400","127348","0.0-2.0-196.0-0.0","1","1","0","0","","","","","50","","","","97","1","28","47","faces","body_parts","50","50","0","F","0","NaN","NaN","original","2000","4","2","28","47","faces","body_parts","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","50","50","6394.228","0.267","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","401","128085","0.0-2.0-196.0-2.0-0.0","1","1","0","0","","","","","null","","","","97","","","","","","","","","","","","","","","4","","","","","","","","","","6394.495","0.733","","","","","","","","",""
"null","","iti","html-keyboard-response","402","128190","0.0-2.0-196.0-4.0","1","1","0","0","","","","","null","","","","97","","","","","","","","","","","","","","","4","","","","","","","","","","6395.228","2","","","","","","","","",""
"174","","deliberation","html-keyboard-response","403","128366","0.0-2.0-198.0-0.0","1","1","0","0","","","","","50","","","","98","","","","","","","","0","L","0","1270","right","scramble","1500","4","2","46","26","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_art-hauntington-jzY0KRJopEI-unsplash.jpg","NaN","NaN","6397.228","1.27","false","1270","","","","","","",""
"283","","scramble_instruction","html-keyboard-response","404","128650","0.0-2.0-198.0-1.0-0.0","1","1","0","0","","","","","50","","","","98","1","46","26","body_parts","faces","","","0","","","","","","","4","","","","","","","","","","6398.4980000000005","0.283","","","0","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","405","128652","0.0-2.0-198.0-2.0-0.0","1","1","0","0","","","","","null","","","","98","","","","","","","","","","","","","","","4","","","","","","","","","","6681.4980000000005","-0.553","","","","","","","","",""
"null","","iti","html-keyboard-response","406","128761","0.0-2.0-198.0-4.0","1","1","0","0","","","","","null","","","","98","","","","","","","","","","","","","","","4","","","","","","","","","","6680.945000000001","1.5","","","","","","","","",""
"135","","deliberation","html-keyboard-response","407","128898","0.0-2.0-200.0-0.0","1","1","0","0","","","","","50","","","","99","1","19","42","outdoor_scenes","body_parts","50","50","0","C","0","NaN","NaN","original","1000","4","2","19","42","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg","50","50","6682.445000000001","0.135","","","","","","","","",""
"null","","deliberation_confirmation","html-keyboard-response","408","129785","0.0-2.0-200.0-2.0-0.0","1","1","0","0","","","","","null","","","","99","","","","","","","","","","","","","","","4","","","","","","","","","","6682.580000000001","0.865","","","","","","","","",""
"null","","iti","html-keyboard-response","409","129888","0.0-2.0-200.0-4.0","1","1","0","0","","","","","null","","","","99","","","","","","","","","","","","","","","4","","","","","","","","","","6683.445000000001","1","","","","","","","","",""
"7934","","end_deliberation_phase","html-keyboard-response","410","137827","0.0-2.0-200.0-7.0-0.0","1","1","0","0","","","","","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2247","","outcome_learning_instructions","instructions","411","140075","0.0-3.0-0.0-0.0","1","1","0","0","","","[{""page_index"":0,""viewing_time"":1929},{""page_index"":1,""viewing_time"":158},{""page_index"":2,""viewing_time"":160}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4970","{""Q0"":""True"",""Q1"":""True"",""Q2"":""Press the space bar to see its outcome"",""Q3"":""Press the relevant key while the outcome is presented""}","reward_comprehension_check","survey-multi-choice","412","145046","0.0-3.0-0.0-1.0","1","1","0","0","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1213","","","html-keyboard-response","413","146261","0.0-3.0-1.0","1","1","0","0","","","","","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","show_chosen_item","html-keyboard-response","414","147765","0.0-3.0-2.0-0.0","1","1","0","0","","","","","null","","","","0","","","","","","","","","","1","","","","1500","","0","","","","","","","","","6684.445000000001","1.5","","","","NaN","1000","prac1","gain","",""
"null","","isi_outcome_learning","html-keyboard-response","415","147870","0.0-3.0-2.0-1.0","1","1","0","0","","","","","null","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","6685.945000000001","0.1","","","","","","","","",""
"52","","show_reward","html-keyboard-response","416","147924","0.0-3.0-2.0-2.0","1","1","0","0","","","","","50","gain","","","0","","","","","","","","0","","","","","","","","0","","","","","","","","","6686.045000000001","0.052","","","","","","","","52",""
"null","","iti_outcome_learning","html-keyboard-response","417","148030","0.0-3.0-2.0-3.0","1","1","0","0","","","","","null","","","","0","","","","","","","","","","","","","","","","0","","","","","","","","","6686.097000000001","0.1","","","","","","","","",""
"null","","show_chosen_item","html-keyboard-response","418","149534","0.0-3.0-3.0-0.0","1","1","0","0","","","","","null","","","","1","","","","","","","","","","1","","","","1000","","0","","","","","","","","","6686.197000000001","1.5","","","","NaN","1500","prac2","no-gain","",""
"null","","isi_outcome_learning","html-keyboard-response","419","149638","0.0-3.0-3.0-1.0","1","1","0","0","","","","","null","","","","1","","","","","","","","","","","","","","","","0","","","","","","","","","6687.697000000001","0.1","","","","","","","","",""
"108","","show_reward","html-keyboard-response","420","149747","0.0-3.0-3.0-2.0","1","1","0","0","","","","","50","gain","","","1","","","","","","","","0","","","","","","","","0","","","","","","","","","6687.797000000001","0.108","","","","","","","","108",""
"null","","iti_outcome_learning","html-keyboard-response","421","149854","0.0-3.0-3.0-3.0","1","1","0","0","","","","","null","","","","1","","","","","","","","","","","","","","","","0","","","","","","","","","6687.905000000002","0.1","","","","","","","","",""
"null","","show_chosen_item","html-keyboard-response","422","151358","0.0-3.0-4.0-0.0","1","1","0","0","","","","","null","","","","2","","","","","","","","","","1","","","","2000","","0","","","","","","","","","6688.005000000002","1.5","","","","NaN","1000","prac2","no-gain","",""
