"rt","responses","ttype","trial_type","trial_index","time_elapsed","internal_node_id","age","warning","missed_checkup","PID","success","start_time","view_history","repeat_instructions","key_press","response","stimulus_index","path","index","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","onset","duration","response_ends_trial","trial_duration","scramble_acc"
"176","","rating","html-slider-response","20","15848","0.0-1.0-17.0","","0","0","23","","","","","","50","43","Stimuli/Experimental_stims/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg","15","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176","","rating","html-slider-response","21","16026","0.0-1.0-18.0","","0","0","23","","","","","","50","45","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","16","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"162","","rating","html-slider-response","22","16191","0.0-1.0-19.0","","0","0","23","","","","","","50","54","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","17","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"169","","rating","html-slider-response","23","16362","0.0-1.0-20.0","","0","0","23","","","","","","50","17","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","18","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175","","rating","html-slider-response","24","16538","0.0-1.0-21.0","","0","0","23","","","","","","50","36","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","19","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"187","","rating","html-slider-response","25","16727","0.0-1.0-22.0","","0","0","23","","","","","","50","15","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","20","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"189","","rating","html-slider-response","26","16918","0.0-1.0-23.0","","0","0","23","","","","","","50","22","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","21","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"178","","rating","html-slider-response","27","17098","0.0-1.0-24.0","","0","0","23","","","","","","50","13","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","22","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175","","rating","html-slider-response","28","17276","0.0-1.0-25.0","","0","0","23","","","","","","50","38","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175","","rating","html-slider-response","29","17454","0.0-1.0-26.0","","0","0","23","","","","","","50","39","Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","24","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175","","rating","html-slider-response","30","17630","0.0-1.0-27.0","","0","0","23","","","","","","50","28","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","25","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"177","","rating","html-slider-response","31","17808","0.0-1.0-28.0","","0","0","23","","","","","","50","55","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","26","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"178","","rating","html-slider-response","32","17988","0.0-1.0-29.0","","0","0","23","","","","","","50","50","Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg","27","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167","","rating","html-slider-response","33","18156","0.0-1.0-30.0","","0","0","23","","","","","","50","58","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","28","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175","","rating","html-slider-response","34","18334","0.0-1.0-31.0","","0","0","23","","","","","","50","34","Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg","29","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"178","","rating","html-slider-response","35","18514","0.0-1.0-32.0","","0","0","23","","","","","","50","33","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","30","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"177","","rating","html-slider-response","36","18692","0.0-1.0-33.0","","0","0","23","","","","","","50","57","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","31","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176","","rating","html-slider-response","37","18870","0.0-1.0-34.0","","0","0","23","","","","","","50","31","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","32","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"177","","rating","html-slider-response","38","19050","0.0-1.0-35.0","","0","0","23","","","","","","50","25","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","33","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"164","","rating","html-slider-response","39","19216","0.0-1.0-36.0","","0","0","23","","","","","","50","59","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","34","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"177","","rating","html-slider-response","40","19396","0.0-1.0-37.0","","0","0","23","","","","","","50","21","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","35","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163","","rating","html-slider-response","41","19562","0.0-1.0-38.0","","0","0","23","","","","","","50","23","Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176","","rating","html-slider-response","42","19740","0.0-1.0-39.0","","0","0","23","","","","","","50","27","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"177","","rating","html-slider-response","43","19920","0.0-1.0-40.0","","0","0","23","","","","","","50","47","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","38","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175","","rating","html-slider-response","44","20098","0.0-1.0-41.0","","0","0","23","","","","","","50","37","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166","","rating","html-slider-response","45","20266","0.0-1.0-42.0","","0","0","23","","","","","","50","32","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176","","rating","html-slider-response","46","20444","0.0-1.0-43.0","","0","0","23","","","","","","50","12","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","41","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163","","rating","html-slider-response","47","20610","0.0-1.0-44.0","","0","0","23","","","","","","50","53","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"166","","rating","html-slider-response","48","20778","0.0-1.0-45.0","","0","0","23","","","","","","50","49","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"187","","rating","html-slider-response","49","20968","0.0-1.0-46.0","","0","0","23","","","","","","50","46","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176","","rating","html-slider-response","50","21146","0.0-1.0-47.0","","0","0","23","","","","","","50","52","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","45","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176","","rating","html-slider-response","51","21324","0.0-1.0-48.0","","0","0","23","","","","","","50","56","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","46","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"178","","rating","html-slider-response","52","21504","0.0-1.0-49.0","","0","0","23","","","","","","50","35","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5886","","deliberation_instructions","instructions","53","27426","0.0-2.0-0.0-0.0","","0","0","23","","","[{""page_index"":0,""viewing_time"":1826},{""page_index"":1,""viewing_time"":2140},{""page_index"":2,""viewing_time"":592},{""page_index"":3,""viewing_time"":692},{""page_index"":4,""viewing_time"":636}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5239","{""Q0"":""True"",""Q1"":""True"",""Q2"":""Consider carefully and take your time (up to 10 seconds)"",""Q3"":""True"",""Q4"":""D""}","deliberation_comprehension_check","survey-multi-choice","54","32669","0.0-2.0-0.0-1.0","","0","0","23","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1979","","","html-keyboard-response","55","34650","0.0-2.0-1.0","","0","0","23","","","","","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1188","","deliberation","html-keyboard-response","56","35842","0.0-2.0-2.0-0.0","","0","0","23","","","","","50","","","","0","1","NA","NA","NaN","NaN","0","prac1","1","NaN","NaN","original","1500","0","0","NA","NA","NaN","NaN","Stimuli/Practice_stims/Deliberation/anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/becca-tapert-sY5RjMB1KkE-unsplash.jpg","NA","NA","0","1.188","","",""
"null","","deliberation_confirmation","html-keyboard-response","57","37667","0.0-2.0-2.0-2.0-0.0","","0","0","23","","","","","null","","","","0","","","","","","","","","","","","","0","","","","","","","","","","1.188","1.812","","",""
"null","","iti","html-keyboard-response","58","39178","0.0-2.0-2.0-4.0","","0","0","23","","","","","null","","","","0","","","","","","","","","","","","","0","","","","","","","","","","3","1.5","","",""
"334","","deliberation","html-keyboard-response","59","39515","0.0-2.0-4.0-0.0","","0","0","23","","","","","50","","","","1","","","","","","","prac2","1","2559","left","scramble","2500","0","0","NA","NA","NaN","NaN","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","NA","NA","4.5","2559","false","2559",""
"651","","scramble_instruction","html-keyboard-response","60","40167","0.0-2.0-4.0-1.0-0.0","","0","0","23","","","","","50","","","","1","1","NA","NA","NaN","NaN","0","","","","","","","0","","","","","","","","","","2563.5","1000","","","1"
"null","","deliberation_confirmation","html-keyboard-response","61","40169","0.0-2.0-4.0-2.0-0.0","","0","0","23","","","","","null","","","","1","","","","","","","","","","","","","0","","","","","","","","","","3563.5","-0.21","","",""
"null","","iti","html-keyboard-response","62","42679","0.0-2.0-4.0-4.0","","0","0","23","","","","","null","","","","1","","","","","","","","","","","","","0","","","","","","","","","","3563.29","2.5","","",""
"417","","deliberation","html-keyboard-response","63","43099","0.0-2.0-6.0-0.0","","0","0","23","","","","","50","","","","2","","","","","","","prac3","1","1450","right","scramble","3000","0","0","NA","NA","NaN","NaN","Stimuli/Practice_stims/Deliberation/scramble/scrambled_anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_becca-tapert-sY5RjMB1KkE-unsplash.jpg","NA","NA","3565.79","1450","false","1450",""
"406","","scramble_instruction","html-keyboard-response","64","43506","0.0-2.0-6.0-1.0-0.0","","0","0","23","","","","","50","","","","2","1","NA","NA","NaN","NaN","0","","","","","","","0","","","","","","","","","","5015.79","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","65","44660","0.0-2.0-6.0-2.0-0.0","","0","0","23","","","","","null","","","","2","","","","","","","","","","","","","0","","","","","","","","","","6015.79","1.144","","",""
"null","","iti","html-keyboard-response","66","47665","0.0-2.0-6.0-4.0","","0","0","23","","","","","null","","","","2","","","","","","","","","","","","","0","","","","","","","","","","6016.934","3","","",""
"455","","deliberation","html-keyboard-response","67","48122","0.0-2.0-8.0-0.0","","0","0","23","","","","","50","","","","3","1","NA","NA","NaN","NaN","0","prac4","1","NaN","NaN","original","2000","0","0","NA","NA","NaN","NaN","Stimuli/Practice_stims/Deliberation/clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","NA","NA","6019.934","0.455","","",""
"null","","deliberation_confirmation","html-keyboard-response","68","50671","0.0-2.0-8.0-2.0-0.0","","0","0","23","","","","","null","","","","3","","","","","","","","","","","","","0","","","","","","","","","","6020.389","2.545","","",""
"null","","iti","html-keyboard-response","69","52682","0.0-2.0-8.0-4.0","","0","0","23","","","","","null","","","","3","","","","","","","","","","","","","0","","","","","","","","","","6022.934","2","","",""
"4159","","deliberation_practice_over","html-keyboard-response","70","56843","0.0-2.0-8.0-5.0-0.0","","0","0","23","","","","","83","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1239","","start_run","html-keyboard-response","71","58082","0.0-2.0-8.0-5.0-1.0","","0","0","23","","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"493","","deliberation","html-keyboard-response","72","58579","0.0-2.0-10.0-0.0","","0","0","23","","","","","50","","","","4","","","","","","","B","0","1881","left","scramble","1000","1","1","22","24","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_abstral-official-cyOKLSgkgCE-unsplash.jpg","NA","NA","0","1881","false","1881",""
"646","","scramble_instruction","html-keyboard-response","73","59226","0.0-2.0-10.0-1.0-0.0","","0","0","23","","","","","50","","","","4","1","22","24","outdoor_scenes","faces","0","","","","","","","1","","","","","","","","","","1881","1000","","","1"
"null","","deliberation_confirmation","html-keyboard-response","74","59706","0.0-2.0-10.0-2.0-0.0","","0","0","23","","","","","null","","","","4","","","","","","","","","","","","","1","","","","","","","","","","2881","0.473","","",""
"null","","iti","html-keyboard-response","75","60711","0.0-2.0-10.0-4.0","","0","0","23","","","","","null","","","","4","","","","","","","","","","","","","1","","","","","","","","","","2881.473","1","","",""
"265","","deliberation","html-keyboard-response","76","60979","0.0-2.0-12.0-0.0","","0","0","23","","","","","50","","","","5","","","","","","","F","0","1926","right","scramble","2000","1","1","29","45","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-7TBFwUQA6Xk-unsplash.jpg","NA","NA","2882.473","1926","false","1926",""
"302","","scramble_instruction","html-keyboard-response","77","61283","0.0-2.0-12.0-1.0-0.0","","0","0","23","","","","","50","","","","5","1","29","45","faces","body_parts","0","","","","","","","1","","","","","","","","","","4808.473","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","78","62063","0.0-2.0-12.0-2.0-0.0","","0","0","23","","","","","null","","","","5","","","","","","","","","","","","","1","","","","","","","","","","5808.473","0.772","","",""
"null","","iti","html-keyboard-response","79","64071","0.0-2.0-12.0-4.0","","0","0","23","","","","","null","","","","5","","","","","","","","","","","","","1","","","","","","","","","","5809.245","2","","",""
"217","","deliberation","html-keyboard-response","80","64291","0.0-2.0-14.0-0.0","","0","0","23","","","","","50","","","","6","1","44","25","body_parts","faces","0","L","0","NaN","NaN","original","1500","1","1","44","25","body_parts","faces","Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","50","50","5811.245","0.217","","",""
"null","","deliberation_confirmation","html-keyboard-response","81","67084","0.0-2.0-14.0-2.0-0.0","","0","0","23","","","","","null","","","","6","","","","","","","","","","","","","1","","","","","","","","","","5811.4619999999995","2.783","","",""
"null","","iti","html-keyboard-response","82","68596","0.0-2.0-14.0-4.0","","0","0","23","","","","","null","","","","6","","","","","","","","","","","","","1","","","","","","","","","","5814.245","1.5","","",""
"436","","deliberation","html-keyboard-response","83","69036","0.0-2.0-16.0-0.0","","0","0","23","","","","","50","","","","7","1","56","37","objects","body_parts","0","E","0","NaN","NaN","original","1000","1","1","56","37","objects","body_parts","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","50","50","5815.745","0.436","","",""
"null","","deliberation_confirmation","html-keyboard-response","84","71609","0.0-2.0-16.0-2.0-0.0","","0","0","23","","","","","null","","","","7","","","","","","","","","","","","","1","","","","","","","","","","5816.181","2.564","","",""
"null","","iti","html-keyboard-response","85","72617","0.0-2.0-16.0-4.0","","0","0","23","","","","","null","","","","7","","","","","","","","","","","","","1","","","","","","","","","","5818.745","1","","",""
"639","","deliberation","html-keyboard-response","86","73259","0.0-2.0-18.0-0.0","","0","0","23","","","","","50","","","","8","1","22","24","outdoor_scenes","faces","0","B","0","NaN","NaN","original","1000","1","1","22","24","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","50","50","5819.745","0.639","","",""
"null","","deliberation_confirmation","html-keyboard-response","87","75623","0.0-2.0-18.0-2.0-0.0","","0","0","23","","","","","null","","","","8","","","","","","","","","","","","","1","","","","","","","","","","5820.384","2.361","","",""
"null","","iti","html-keyboard-response","88","76636","0.0-2.0-18.0-4.0","","0","0","23","","","","","null","","","","8","","","","","","","","","","","","","1","","","","","","","","","","5822.745","1","","",""
"739","","deliberation","html-keyboard-response","89","77379","0.0-2.0-20.0-0.0","","0","0","23","","","","","50","","","","9","","","","","","","C","0","996","left","scramble","3000","1","1","15","41","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucaxx-freire-CacZwMexYdk-unsplash.jpg","NA","NA","5823.745","996","false","996",""
"519","","scramble_instruction","html-keyboard-response","90","77899","0.0-2.0-20.0-1.0-0.0","","0","0","23","","","","","50","","","","9","1","15","41","outdoor_scenes","body_parts","0","","","","","","","1","","","","","","","","","","6819.745","1000","","","1"
"null","","deliberation_confirmation","html-keyboard-response","91","79394","0.0-2.0-20.0-2.0-0.0","","0","0","23","","","","","null","","","","9","","","","","","","","","","","","","1","","","","","","","","","","7819.745","1.485","","",""
"null","","iti","html-keyboard-response","92","82404","0.0-2.0-20.0-4.0","","0","0","23","","","","","null","","","","9","","","","","","","","","","","","","1","","","","","","","","","","7821.23","3","","",""
"747","","deliberation","html-keyboard-response","93","83156","0.0-2.0-22.0-0.0","","0","0","23","","","","","50","","","","10","","","","","","","D","0","1815","left","scramble","1000","1","1","57","30","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","NA","NA","7824.23","1815","false","1815",""
"606","","scramble_instruction","html-keyboard-response","94","83764","0.0-2.0-22.0-1.0-0.0","","0","0","23","","","","","50","","","","10","1","57","30","objects","faces","0","","","","","","","1","","","","","","","","","","9639.23","1000","","","1"
"null","","deliberation_confirmation","html-keyboard-response","95","84353","0.0-2.0-22.0-2.0-0.0","","0","0","23","","","","","null","","","","10","","","","","","","","","","","","","1","","","","","","","","","","10639.23","0.579","","",""
"null","","iti","html-keyboard-response","96","85365","0.0-2.0-22.0-4.0","","0","0","23","","","","","null","","","","10","","","","","","","","","","","","","1","","","","","","","","","","10639.809","1","","",""
"676","","deliberation","html-keyboard-response","97","86044","0.0-2.0-24.0-0.0","","0","0","23","","","","","50","","","","11","1","15","41","outdoor_scenes","body_parts","0","C","0","NaN","NaN","original","3500","1","1","15","41","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","50","50","10640.809","0.676","","",""
"null","","deliberation_confirmation","html-keyboard-response","98","88375","0.0-2.0-24.0-2.0-0.0","","0","0","23","","","","","null","","","","11","","","","","","","","","","","","","1","","","","","","","","","","10641.484999999999","2.324","","",""
"null","","iti","html-keyboard-response","99","91881","0.0-2.0-24.0-4.0","","0","0","23","","","","","null","","","","11","","","","","","","","","","","","","1","","","","","","","","","","10643.809","3.5","","",""
"855","","deliberation","html-keyboard-response","100","92738","0.0-2.0-26.0-0.0","","0","0","23","","","","","50","","","","12","1","29","45","faces","body_parts","0","F","0","NaN","NaN","original","1000","1","1","29","45","faces","body_parts","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","50","50","10647.309","0.855","","",""
"null","","deliberation_confirmation","html-keyboard-response","101","94891","0.0-2.0-26.0-2.0-0.0","","0","0","23","","","","","null","","","","12","","","","","","","","","","","","","1","","","","","","","","","","10648.163999999999","2.145","","",""
"null","","iti","html-keyboard-response","102","95900","0.0-2.0-26.0-4.0","","0","0","23","","","","","null","","","","12","","","","","","","","","","","","","1","","","","","","","","","","10650.309","1","","",""
"820","","deliberation","html-keyboard-response","103","96722","0.0-2.0-28.0-0.0","","0","0","23","","","","","50","","","","13","","","","","","","L","0","1302","right","scramble","1000","1","1","44","25","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_pure-julia-9lVaya31sMk-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","NA","NA","10651.309","1302","false","1302",""
"392","","scramble_instruction","html-keyboard-response","104","97116","0.0-2.0-28.0-1.0-0.0","","0","0","23","","","","","50","","","","13","1","44","25","body_parts","faces","0","","","","","","","1","","","","","","","","","","11953.309","1000","","","0"
