"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","onset","duration","warning","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","response_ends_trial","trial_duration","scramble_acc","chosen_left","old_pair","pair_type","old_response","pair_acc","choice_type","reward_type","stimulus_id","outcome_response","outcome_rt","outcome_acc"
"","practice_over","","html-keyboard-response","426","170421","0.0-3.0-4.0-4.0-0.0","11","1234","11","1241","","","","83","","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","427","171822","0.0-3.0-4.0-4.0-1.0","11","1234","11","1399","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","428","172177","0.0-3.0-5.0-0.0","11","1234","11","353","","","","50","","3","","","0","NaN","0","","","","2000","1","1","12","37","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","","","0","0.353","","","","","","","","","","","","","","0","0","recombined","1","0","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","429","173339","0.0-3.0-5.0-1.0-0.0","11","1234","11","null","","","","null","","3","","","","","","","","","","","1","","","","","","","","","0.353","1.147","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","430","173449","0.0-3.0-5.0-3.0","11","1234","11","null","","","","null","","3","","","","","","","","","","","1","","","","","","","","","1.5","0.1","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","431","174959","0.0-3.0-6.0-0.0","11","1234","11","null","","","","null","","4","","","1","NaN","0","","","","1500","1","1","40","17","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","","","1.6","1.5","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","432","175474","0.0-3.0-6.0-2.0-0.0","11","1234","11","null","","","","null","","4","","","1","","","","","","","","1","","","","","","","","","3.1","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","433","176481","0.0-3.0-6.0-3.0","11","1234","11","null","","","","null","","4","","","","","","","","","","","1","","","","","","","","","3.6","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","434","176737","0.0-3.0-7.0-0.0","11","1234","11","253","","","","50","","5","","","0","H","0","","","","1000","1","1","25","12","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","","","4.6","0.253","","","","","","","","","","","","","","1","1","intact","1","1","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","435","177991","0.0-3.0-7.0-1.0-0.0","11","1234","11","null","","","","null","","5","","","","","","","","","","","1","","","","","","","","","4.853","1.247","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","436","178105","0.0-3.0-7.0-3.0","11","1234","11","null","","","","null","","5","","","","","","","","","","","1","","","","","","","","","6.1","0.1","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","437","178438","0.0-3.0-8.0-0.0","11","1234","11","330","","","","50","","6","","","0","G","0","","","","1000","1","1","58","17","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","","","6.199999999999999","0.33","","","","","","","","","","","","","","1","1","intact","1","1","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","438","179617","0.0-3.0-8.0-1.0-0.0","11","1234","11","null","","","","null","","6","","","","","","","","","","","1","","","","","","","","","6.529999999999999","1.17","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","439","179730","0.0-3.0-8.0-3.0","11","1234","11","null","","","","null","","6","","","","","","","","","","","1","","","","","","","","","7.699999999999999","0.1","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","440","181238","0.0-3.0-9.0-0.0","11","1234","11","null","","","","null","","7","","","1","A","0","","","","3000","1","1","18","50","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg","","","7.799999999999999","1.5","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","441","181744","0.0-3.0-9.0-2.0-0.0","11","1234","11","null","","","","null","","7","","","1","","","","","","","","1","","","","","","","","","9.299999999999999","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","442","184259","0.0-3.0-9.0-3.0","11","1234","11","null","","","","null","","7","","","","","","","","","","","1","","","","","","","","","9.799999999999999","2.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","443","185766","0.0-3.0-10.0-0.0","11","1234","11","null","","","","null","","8","","","1","K","0","","","","3000","1","1","37","55","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","","","12.299999999999999","1.5","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","444","186272","0.0-3.0-10.0-2.0-0.0","11","1234","11","null","","","","null","","8","","","1","","","","","","","","1","","","","","","","","","13.799999999999999","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","445","188785","0.0-3.0-10.0-3.0","11","1234","11","null","","","","null","","8","","","","","","","","","","","1","","","","","","","","","14.299999999999999","2.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","446","190297","0.0-3.0-11.0-0.0","11","1234","11","null","","","","null","","9","","","1","NaN","0","","","","1000","1","1","33","58","faces","objects","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","","","16.799999999999997","1.5","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","447","190807","0.0-3.0-11.0-2.0-0.0","11","1234","11","null","","","","null","","9","","","1","","","","","","","","1","","","","","","","","","18.299999999999997","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","448","191318","0.0-3.0-11.0-3.0","11","1234","11","null","","","","null","","9","","","","","","","","","","","1","","","","","","","","","18.799999999999997","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","449","192822","0.0-3.0-12.0-0.0","11","1234","11","null","","","","null","","10","","","1","E","0","","","","2000","1","1","48","41","objects","body_parts","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","","","19.299999999999997","1.5","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","450","193330","0.0-3.0-12.0-2.0-0.0","11","1234","11","null","","","","null","","10","","","1","","","","","","","","1","","","","","","","","","20.799999999999997","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","451","194839","0.0-3.0-12.0-3.0","11","1234","11","null","","","","null","","10","","","","","","","","","","","1","","","","","","","","","21.299999999999997","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","452","196355","0.0-3.0-13.0-0.0","11","1234","11","null","","","","null","","11","","","1","NaN","0","","","","1000","1","1","34","48","faces","objects","Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","","","22.799999999999997","1.5","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","453","196863","0.0-3.0-13.0-2.0-0.0","11","1234","11","null","","","","null","","11","","","1","","","","","","","","1","","","","","","","","","24.299999999999997","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","454","197374","0.0-3.0-13.0-3.0","11","1234","11","null","","","","null","","11","","","","","","","","","","","1","","","","","","","","","24.799999999999997","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","455","198877","0.0-3.0-14.0-0.0","11","1234","11","null","","","","null","","12","","","1","NaN","0","","","","3500","1","1","23","36","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","","","25.299999999999997","1.5","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","456","199385","0.0-3.0-14.0-2.0-0.0","11","1234","11","null","","","","null","","12","","","1","","","","","","","","1","","","","","","","","","26.799999999999997","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","457","202390","0.0-3.0-14.0-3.0","11","1234","11","null","","","","null","","12","","","","","","","","","","","1","","","","","","","","","27.299999999999997","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","458","203905","0.0-3.0-15.0-0.0","11","1234","11","null","","","","null","","13","","","1","NaN","0","","","","1500","1","1","18","45","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","","","30.299999999999997","1.5","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","459","204414","0.0-3.0-15.0-2.0-0.0","11","1234","11","null","","","","null","","13","","","1","","","","","","","","1","","","","","","","","","31.799999999999997","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","460","205423","0.0-3.0-15.0-3.0","11","1234","11","null","","","","null","","13","","","","","","","","","","","1","","","","","","","","","32.3","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","461","206935","0.0-3.0-16.0-0.0","11","1234","11","null","","","","null","","14","","","1","NaN","0","","","","3500","1","1","29","53","faces","objects","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","","","33.3","1.5","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","462","207449","0.0-3.0-16.0-2.0-0.0","11","1234","11","null","","","","null","","14","","","1","","","","","","","","1","","","","","","","","","34.8","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","463","210458","0.0-3.0-16.0-3.0","11","1234","11","null","","","","null","","14","","","","","","","","","","","1","","","","","","","","","35.3","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","464","211966","0.0-3.0-17.0-0.0","11","1234","11","null","","","","null","","15","","","1","NaN","0","","","","1000","1","1","25","54","faces","objects","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","","","38.3","1.5","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","465","212480","0.0-3.0-17.0-2.0-0.0","11","1234","11","null","","","","null","","15","","","1","","","","","","","","1","","","","","","","","","39.8","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","466","212994","0.0-3.0-17.0-3.0","11","1234","11","null","","","","null","","15","","","","","","","","","","","1","","","","","","","","","40.3","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","467","214502","0.0-3.0-18.0-0.0","11","1234","11","null","","","","null","","16","","","1","NaN","0","","","","2000","1","1","39","15","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","","","40.8","1.5","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","468","215017","0.0-3.0-18.0-2.0-0.0","11","1234","11","null","","","","null","","16","","","1","","","","","","","","1","","","","","","","","","42.3","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","469","216523","0.0-3.0-18.0-3.0","11","1234","11","null","","","","null","","16","","","","","","","","","","","1","","","","","","","","","42.8","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","470","218030","0.0-3.0-19.0-0.0","11","1234","11","null","","","","null","","17","","","1","I","0","","","","1500","1","1","40","15","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","","","44.3","1.5","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","471","218546","0.0-3.0-19.0-2.0-0.0","11","1234","11","null","","","","null","","17","","","1","","","","","","","","1","","","","","","","","","45.8","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","472","219562","0.0-3.0-19.0-3.0","11","1234","11","null","","","","null","","17","","","","","","","","","","","1","","","","","","","","","46.3","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","473","221070","0.0-3.0-20.0-0.0","11","1234","11","null","","","","null","","18","","","1","NaN","0","","","","1500","1","1","55","26","objects","faces","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg","","","47.3","1.5","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","474","221576","0.0-3.0-20.0-2.0-0.0","11","1234","11","null","","","","null","","18","","","1","","","","","","","","1","","","","","","","","","48.8","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","475","222582","0.0-3.0-20.0-3.0","11","1234","11","null","","","","null","","18","","","","","","","","","","","1","","","","","","","","","49.3","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","476","224098","0.0-3.0-21.0-0.0","11","1234","11","null","","","","null","","19","","","1","NaN","0","","","","1500","1","1","41","22","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","","","50.3","1.5","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","477","224602","0.0-3.0-21.0-2.0-0.0","11","1234","11","null","","","","null","","19","","","1","","","","","","","","1","","","","","","","","","51.8","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","478","225606","0.0-3.0-21.0-3.0","11","1234","11","null","","","","null","","19","","","","","","","","","","","1","","","","","","","","","52.3","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","479","227120","0.0-3.0-22.0-0.0","11","1234","11","null","","","","null","","20","","","1","F","0","","","","2000","1","1","30","36","faces","body_parts","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","","","53.3","1.5","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","480","227626","0.0-3.0-22.0-2.0-0.0","11","1234","11","null","","","","null","","20","","","1","","","","","","","","1","","","","","","","","","54.8","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","481","229134","0.0-3.0-22.0-3.0","11","1234","11","null","","","","null","","20","","","","","","","","","","","1","","","","","","","","","55.3","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","482","230650","0.0-3.0-23.0-0.0","11","1234","11","null","","","","null","","21","","","1","NaN","0","","","","1000","1","1","30","50","faces","objects","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg","","","56.8","1.5","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","483","231161","0.0-3.0-23.0-2.0-0.0","11","1234","11","null","","","","null","","21","","","1","","","","","","","","1","","","","","","","","","58.3","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","484","231665","0.0-3.0-23.0-3.0","11","1234","11","null","","","","null","","21","","","","","","","","","","","1","","","","","","","","","58.8","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","485","233175","0.0-3.0-24.0-0.0","11","1234","11","null","","","","null","","22","","","1","D","0","","","","1000","1","1","53","34","objects","faces","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg","","","59.3","1.5","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","486","233681","0.0-3.0-24.0-2.0-0.0","11","1234","11","null","","","","null","","22","","","1","","","","","","","","1","","","","","","","","","60.8","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","487","234192","0.0-3.0-24.0-3.0","11","1234","11","null","","","","null","","22","","","","","","","","","","","1","","","","","","","","","61.3","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","488","235697","0.0-3.0-25.0-0.0","11","1234","11","null","","","","null","","23","","","1","J","0","","","","1500","1","1","26","54","faces","objects","Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","","","61.8","1.5","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","489","236206","0.0-3.0-25.0-2.0-0.0","11","1234","11","null","","","","null","","23","","","1","","","","","","","","1","","","","","","","","","63.3","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","490","237216","0.0-3.0-25.0-3.0","11","1234","11","null","","","","null","","23","","","","","","","","","","","1","","","","","","","","","63.8","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","491","238731","0.0-3.0-26.0-0.0","11","1234","11","null","","","","null","","24","","","1","L","0","","","","3000","1","1","39","33","body_parts","faces","Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","","","64.8","1.5","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","492","239240","0.0-3.0-26.0-2.0-0.0","11","1234","11","null","","","","null","","24","","","1","","","","","","","","1","","","","","","","","","66.3","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","493","241752","0.0-3.0-26.0-3.0","11","1234","11","null","","","","null","","24","","","","","","","","","","","1","","","","","","","","","66.8","2.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","494","243261","0.0-3.0-27.0-0.0","11","1234","11","null","","","","null","","25","","","1","B","0","","","","3000","1","1","22","29","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","","","69.3","1.5","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","495","243767","0.0-3.0-27.0-2.0-0.0","11","1234","11","null","","","","null","","25","","","1","","","","","","","","1","","","","","","","","","70.8","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","496","246280","0.0-3.0-27.0-3.0","11","1234","11","null","","","","null","","25","","","","","","","","","","","1","","","","","","","","","71.3","2.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","497","247792","0.0-3.0-28.0-0.0","11","1234","11","null","","","","null","","26","","","1","C","0","","","","1000","1","1","23","45","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","","","73.8","1.5","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","498","248302","0.0-3.0-28.0-2.0-0.0","11","1234","11","null","","","","null","","26","","","1","","","","","","","","1","","","","","","","","","75.3","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","499","248818","0.0-3.0-28.0-3.0","11","1234","11","null","","","","null","","26","","","","","","","","","","","1","","","","","","","","","75.8","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","500","250327","0.0-3.0-29.0-0.0","11","1234","11","null","","","","null","","27","","","1","NaN","0","","","","1500","2","1","48","34","objects","faces","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg","","","76.3","1.5","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","501","250841","0.0-3.0-29.0-2.0-0.0","11","1234","11","null","","","","null","","27","","","1","","","","","","","","1","","","","","","","","","77.8","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","502","251846","0.0-3.0-29.0-3.0","11","1234","11","null","","","","null","","27","","","","","","","","","","","1","","","","","","","","","78.3","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","503","253355","0.0-3.0-30.0-0.0","11","1234","11","null","","","","null","","28","","","1","F","0","","","","2000","2","1","30","36","faces","body_parts","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","","","79.3","1.5","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","504","253862","0.0-3.0-30.0-2.0-0.0","11","1234","11","null","","","","null","","28","","","1","","","","","","","","1","","","","","","","","","80.8","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","505","255367","0.0-3.0-30.0-3.0","11","1234","11","null","","","","null","","28","","","","","","","","","","","1","","","","","","","","","81.3","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","506","256881","0.0-3.0-31.0-0.0","11","1234","11","null","","","","null","","29","","","1","NaN","0","","","","1500","2","1","36","23","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","","","82.8","1.5","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","507","257387","0.0-3.0-31.0-2.0-0.0","11","1234","11","null","","","","null","","29","","","1","","","","","","","","1","","","","","","","","","84.3","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","508","258390","0.0-3.0-31.0-3.0","11","1234","11","null","","","","null","","29","","","","","","","","","","","1","","","","","","","","","84.8","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","509","259907","0.0-3.0-32.0-0.0","11","1234","11","null","","","","null","","30","","","1","NaN","0","","","","1500","2","1","50","30","objects","faces","Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","","","85.8","1.5","","","","","","","","","","","","","","0","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","510","260410","0.0-3.0-32.0-2.0-0.0","11","1234","11","null","","","","null","","30","","","1","","","","","","","","1","","","","","","","","","87.3","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","511","261417","0.0-3.0-32.0-3.0","11","1234","11","null","","","","null","","30","","","","","","","","","","","1","","","","","","","","","87.8","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","512","262929","0.0-3.0-33.0-0.0","11","1234","11","null","","","","null","","31","","","1","J","0","","","","3000","2","1","26","54","faces","objects","Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","","","88.8","1.5","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","513","263433","0.0-3.0-33.0-2.0-0.0","11","1234","11","null","","","","null","","31","","","1","","","","","","","","1","","","","","","","","","90.3","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","514","265941","0.0-3.0-33.0-3.0","11","1234","11","null","","","","null","","31","","","","","","","","","","","1","","","","","","","","","90.8","2.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","515","267456","0.0-3.0-34.0-0.0","11","1234","11","null","","","","null","","32","","","1","NaN","0","","","","1500","2","1","18","45","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","","","93.3","1.5","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","",""
"","memory_no_response","","html-keyboard-response","516","267961","0.0-3.0-34.0-2.0-0.0","11","1234","11","null","","","","null","","32","","","1","","","","","","","","1","","","","","","","","","94.8","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
