PID,trial,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,confidence_response,confidence_rt
57383,1,G,unchosen,no_gain,22,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,NaN,NaN,NaN
57383,2,C,chosen,no_gain,12,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,NaN,NaN,NaN,NaN
57383,3,C,unchosen,no_gain,40,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,NaN,NaN,NaN,NaN
57383,4,G,chosen,no_gain,50,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,NaN,NaN,NaN,NaN
57383,5,H,unchosen,no_gain,23,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,NaN,NaN,NaN,NaN
57383,6,K,chosen,no_gain,36,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,NaN,NaN,NaN,NaN
57383,7,A,unchosen,no_gain,48,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,NaN,NaN,NaN,NaN
57383,8,E,unchosen,no_gain,39,Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,NaN,NaN,NaN,NaN
57383,9,H,chosen,no_gain,34,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,NaN,NaN,NaN,NaN
57383,10,A,chosen,no_gain,16,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,NaN,NaN,NaN,NaN
57383,11,J,chosen,no_gain,25,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,NaN,NaN
57383,12,K,unchosen,no_gain,54,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,NaN,NaN,NaN
57383,13,F,chosen,no_gain,35,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,NaN,NaN,NaN,NaN
57383,14,D,chosen,no_gain,56,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,NaN,NaN,NaN,NaN
57383,15,B,unchosen,no_gain,33,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN,NaN,NaN,NaN
57383,16,F,unchosen,no_gain,45,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN,NaN,NaN,NaN
57383,17,I,unchosen,no_gain,13,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,NaN,NaN,NaN,NaN
57383,18,L,unchosen,no_gain,30,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,NaN,NaN,NaN,NaN
57383,19,E,chosen,no_gain,53,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,NaN,NaN,NaN
57383,20,D,unchosen,no_gain,29,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,NaN,NaN,NaN
57383,21,J,unchosen,no_gain,57,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,NaN,NaN,NaN,NaN
57383,22,L,chosen,no_gain,42,Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,NaN,NaN,NaN,NaN
57383,23,I,chosen,no_gain,41,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,NaN,NaN,NaN,NaN
57383,24,B,chosen,no_gain,14,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,NaN,NaN,NaN,NaN
