"rt","responses","ttype","trial_type","trial_index","time_elapsed","internal_node_id","age","warning","missed_checkup","PID","success","start_time","view_history","repeat_instructions","key_press","response","stimulus_index","path","index","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","onset","duration","response_ends_trial","trial_duration","scramble_acc"
"146","","deliberation","html-keyboard-response","104","51152","0.0-2.0-28.0-0.0","","0","0","22","","","","","50","","","","13","1","47","24","body_parts","faces","0","L","0","NaN","NaN","original","1500","1","1","47","24","body_parts","faces","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","50","50","12911.021","0.146","","",""
"null","","deliberation_confirmation","html-keyboard-response","105","52011","0.0-2.0-28.0-2.0-0.0","","0","0","22","","","","","null","","","","13","","","","","","","","","","","","","1","","","","","","","","","","12911.167000000001","0.854","","",""
"null","","iti","html-keyboard-response","106","52114","0.0-2.0-28.0-4.0","","0","0","22","","","","","null","","","","13","","","","","","","","","","","","","1","","","","","","","","","","12912.021","1.5","","",""
"94","","deliberation","html-keyboard-response","107","52212","0.0-2.0-30.0-0.0","","0","0","22","","","","","50","","","","14","","","","","","","G","0","1933","NaN","scramble","1000","1","1","56","18","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","NaN","NaN","12913.521","1933","false","1933",""
"345","","scramble_instruction","html-keyboard-response","108","52559","0.0-2.0-30.0-1.0-0.0","","0","0","22","","","","","50","","","","14","1","56","18","objects","outdoor_scenes","0","","","","","","","1","","","","","","","","","","14846.521","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","109","52562","0.0-2.0-30.0-2.0-0.0","","0","0","22","","","","","null","","","","14","","","","","","","","","","","","","1","","","","","","","","","","15846.521","-1.278","","",""
"null","","iti","html-keyboard-response","110","52667","0.0-2.0-30.0-4.0","","0","0","22","","","","","null","","","","14","","","","","","","","","","","","","1","","","","","","","","","","15845.243","1","","",""
"266","","deliberation","html-keyboard-response","111","52935","0.0-2.0-32.0-0.0","","0","0","22","","","","","50","","","","15","1","13","54","outdoor_scenes","objects","0","A","0","NaN","NaN","original","1500","1","1","13","54","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","50","50","15846.243","0.266","","",""
"null","","deliberation_confirmation","html-keyboard-response","112","53677","0.0-2.0-32.0-2.0-0.0","","0","0","22","","","","","null","","","","15","","","","","","","","","","","","","1","","","","","","","","","","15846.509","0.734","","",""
"null","","iti","html-keyboard-response","113","53790","0.0-2.0-32.0-4.0","","0","0","22","","","","","null","","","","15","","","","","","","","","","","","","1","","","","","","","","","","15847.243","1.5","","",""
"153","","deliberation","html-keyboard-response","114","53946","0.0-2.0-34.0-0.0","","0","0","22","","","","","50","","","","16","1","30","40","faces","body_parts","0","F","0","NaN","NaN","original","1000","1","1","30","40","faces","body_parts","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","50","50","15848.743","0.153","","",""
"null","","deliberation_confirmation","html-keyboard-response","115","54805","0.0-2.0-34.0-2.0-0.0","","0","0","22","","","","","null","","","","16","","","","","","","","","","","","","1","","","","","","","","","","15848.896","0.847","","",""
"null","","iti","html-keyboard-response","116","54913","0.0-2.0-34.0-4.0","","0","0","22","","","","","null","","","","16","","","","","","","","","","","","","1","","","","","","","","","","15849.743","1","","",""
"216","","deliberation","html-keyboard-response","117","55132","0.0-2.0-36.0-0.0","","0","0","22","","","","","50","","","","17","","","","","","","E","0","313","NaN","scramble","1000","1","1","52","45","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_sincerely-media-7TBFwUQA6Xk-unsplash.jpg","NaN","NaN","15850.743","313","false","313",""
"392","","scramble_instruction","html-keyboard-response","118","55526","0.0-2.0-36.0-1.0-0.0","","0","0","22","","","","","50","","","","17","1","52","45","objects","body_parts","0","","","","","","","1","","","","","","","","","","16163.743","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","119","55827","0.0-2.0-36.0-2.0-0.0","","0","0","22","","","","","null","","","","17","","","","","","","","","","","","","1","","","","","","","","","","17163.743000000002","0.295","","",""
"null","","iti","html-keyboard-response","120","55934","0.0-2.0-36.0-4.0","","0","0","22","","","","","null","","","","17","","","","","","","","","","","","","1","","","","","","","","","","17164.038","1","","",""
"109","","deliberation","html-keyboard-response","121","56046","0.0-2.0-38.0-0.0","","0","0","22","","","","","50","","","","18","","","","","","","F","0","1345","NaN","scramble","1000","1","1","30","40","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_klara-kulikova-TcUfF24fUMY-unsplash.jpg","NaN","NaN","17165.038","1345","false","1345",""
"404","","scramble_instruction","html-keyboard-response","122","56452","0.0-2.0-38.0-1.0-0.0","","0","0","22","","","","","50","","","","18","1","30","40","faces","body_parts","0","","","","","","","1","","","","","","","","","","18510.038","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","123","56455","0.0-2.0-38.0-2.0-0.0","","0","0","22","","","","","null","","","","18","","","","","","","","","","","","","1","","","","","","","","","","19510.038","-0.749","","",""
"null","","iti","html-keyboard-response","124","56563","0.0-2.0-38.0-4.0","","0","0","22","","","","","null","","","","18","","","","","","","","","","","","","1","","","","","","","","","","19509.289","1","","",""
"248","","deliberation","html-keyboard-response","125","56815","0.0-2.0-40.0-0.0","","0","0","22","","","","","50","","","","19","","","","","","","C","0","1940","NaN","scramble","2000","1","1","22","43","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_megan-menegay-UojxG_BJxnI-unsplash.jpg","NaN","NaN","19510.289","1940","false","1940",""
"383","","scramble_instruction","html-keyboard-response","126","57200","0.0-2.0-40.0-1.0-0.0","","0","0","22","","","","","50","","","","19","1","22","43","outdoor_scenes","body_parts","0","","","","","","","1","","","","","","","","","","21450.289","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","127","57202","0.0-2.0-40.0-2.0-0.0","","0","0","22","","","","","null","","","","19","","","","","","","","","","","","","1","","","","","","","","","","22450.289","-1.323","","",""
"null","","iti","html-keyboard-response","128","57311","0.0-2.0-40.0-4.0","","0","0","22","","","","","null","","","","19","","","","","","","","","","","","","1","","","","","","","","","","22448.966","2","","",""
"244","","deliberation","html-keyboard-response","129","57557","0.0-2.0-42.0-0.0","","0","0","22","","","","","50","","","","20","","","","","","","D","0","1223","NaN","scramble","3500","1","1","53","28","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg","NaN","NaN","22450.966","1223","false","1223",""
"378","","scramble_instruction","html-keyboard-response","130","57937","0.0-2.0-42.0-1.0-0.0","","0","0","22","","","","","50","","","","20","1","53","28","objects","faces","0","","","","","","","1","","","","","","","","","","23673.966","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","131","57940","0.0-2.0-42.0-2.0-0.0","","0","0","22","","","","","null","","","","20","","","","","","","","","","","","","1","","","","","","","","","","24673.966","-0.601","","",""
"null","","iti","html-keyboard-response","132","58045","0.0-2.0-42.0-4.0","","0","0","22","","","","","null","","","","20","","","","","","","","","","","","","1","","","","","","","","","","24673.365","3.5","","",""
"256","","deliberation","html-keyboard-response","133","58304","0.0-2.0-44.0-0.0","","0","0","22","","","","","50","","","","21","1","26","59","faces","objects","0","J","0","NaN","NaN","original","2000","1","1","26","59","faces","objects","Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","50","50","24676.865","0.256","","",""
"null","","deliberation_confirmation","html-keyboard-response","134","59059","0.0-2.0-44.0-2.0-0.0","","0","0","22","","","","","null","","","","21","","","","","","","","","","","","","1","","","","","","","","","","24677.121000000003","0.744","","",""
"null","","iti","html-keyboard-response","135","59163","0.0-2.0-44.0-4.0","","0","0","22","","","","","null","","","","21","","","","","","","","","","","","","1","","","","","","","","","","24677.865","2","","",""
"103","","deliberation","html-keyboard-response","136","59268","0.0-2.0-46.0-0.0","","0","0","22","","","","","50","","","","22","1","38","50","body_parts","objects","0","K","0","NaN","NaN","original","3000","1","1","38","50","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg","50","50","24679.865","0.103","","",""
"null","","deliberation_confirmation","html-keyboard-response","137","60171","0.0-2.0-46.0-2.0-0.0","","0","0","22","","","","","null","","","","22","","","","","","","","","","","","","1","","","","","","","","","","24679.968","0.897","","",""
"null","","iti","html-keyboard-response","138","60276","0.0-2.0-46.0-4.0","","0","0","22","","","","","null","","","","22","","","","","","","","","","","","","1","","","","","","","","","","24680.865","3","","",""
"176","","deliberation","html-keyboard-response","139","60455","0.0-2.0-48.0-0.0","","0","0","22","","","","","50","","","","23","","","","","","","H","0","1508","NaN","scramble","1500","1","1","25","16","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","NaN","NaN","24683.865","1508","false","1508",""
"411","","scramble_instruction","html-keyboard-response","140","60868","0.0-2.0-48.0-1.0-0.0","","0","0","22","","","","","50","","","","23","1","25","16","faces","outdoor_scenes","0","","","","","","","1","","","","","","","","","","26191.865","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","141","60871","0.0-2.0-48.0-2.0-0.0","","0","0","22","","","","","null","","","","23","","","","","","","","","","","","","1","","","","","","","","","","27191.865","-0.919","","",""
"null","","iti","html-keyboard-response","142","60979","0.0-2.0-48.0-4.0","","0","0","22","","","","","null","","","","23","","","","","","","","","","","","","1","","","","","","","","","","27190.946","1.5","","",""
"216","","deliberation","html-keyboard-response","143","61199","0.0-2.0-50.0-0.0","","0","0","22","","","","","50","","","","24","1","41","15","body_parts","outdoor_scenes","0","I","0","NaN","NaN","original","2000","1","1","41","15","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","50","50","27192.446","0.216","","",""
"null","","deliberation_confirmation","html-keyboard-response","144","61987","0.0-2.0-50.0-2.0-0.0","","0","0","22","","","","","null","","","","24","","","","","","","","","","","","","1","","","","","","","","","","27192.662","0.784","","",""
"null","","iti","html-keyboard-response","145","62090","0.0-2.0-50.0-4.0","","0","0","22","","","","","null","","","","24","","","","","","","","","","","","","1","","","","","","","","","","27193.446","2","","",""
"380","","deliberation","html-keyboard-response","146","62474","0.0-2.0-52.0-0.0","","0","0","22","","","","","50","","","","25","","","","","","","I","0","1676","NaN","scramble","2000","1","1","41","15","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucaxx-freire-CacZwMexYdk-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg","NaN","NaN","27195.446","1676","false","1676",""
"384","","scramble_instruction","html-keyboard-response","147","62860","0.0-2.0-52.0-1.0-0.0","","0","0","22","","","","","50","","","","25","1","41","15","body_parts","outdoor_scenes","0","","","","","","","1","","","","","","","","","","28871.446","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","148","62863","0.0-2.0-52.0-2.0-0.0","","0","0","22","","","","","null","","","","25","","","","","","","","","","","","","1","","","","","","","","","","29871.446","-1.06","","",""
"null","","iti","html-keyboard-response","149","62964","0.0-2.0-52.0-4.0","","0","0","22","","","","","null","","","","25","","","","","","","","","","","","","1","","","","","","","","","","29870.386","2","","",""
"185","","deliberation","html-keyboard-response","150","63152","0.0-2.0-54.0-0.0","","0","0","22","","","","","50","","","","26","1","52","45","objects","body_parts","0","E","0","NaN","NaN","original","1000","1","1","52","45","objects","body_parts","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","50","50","29872.386","0.185","","",""
"null","","deliberation_confirmation","html-keyboard-response","151","63975","0.0-2.0-54.0-2.0-0.0","","0","0","22","","","","","null","","","","26","","","","","","","","","","","","","1","","","","","","","","","","29872.571","0.815","","",""
"null","","iti","html-keyboard-response","152","64082","0.0-2.0-54.0-4.0","","0","0","22","","","","","null","","","","26","","","","","","","","","","","","","1","","","","","","","","","","29873.386","1","","",""
"200","","deliberation","html-keyboard-response","153","64285","0.0-2.0-56.0-0.0","","0","0","22","","","","","50","","","","27","1","56","18","objects","outdoor_scenes","0","G","0","NaN","NaN","original","3500","1","1","56","18","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","50","50","29874.386","0.2","","",""
"null","","deliberation_confirmation","html-keyboard-response","154","65093","0.0-2.0-56.0-2.0-0.0","","0","0","22","","","","","null","","","","27","","","","","","","","","","","","","1","","","","","","","","","","29874.586","0.8","","",""
"null","","iti","html-keyboard-response","155","65202","0.0-2.0-56.0-4.0","","0","0","22","","","","","null","","","","27","","","","","","","","","","","","","1","","","","","","","","","","29875.386","3.5","","",""
"259","","deliberation","html-keyboard-response","156","65462","0.0-2.0-58.0-0.0","","0","0","22","","","","","50","","","","28","1","22","43","outdoor_scenes","body_parts","0","C","0","NaN","NaN","original","1500","2","1","22","43","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg","50","50","29878.886","0.259","","",""
"null","","deliberation_confirmation","html-keyboard-response","157","66214","0.0-2.0-58.0-2.0-0.0","","0","0","22","","","","","null","","","","28","","","","","","","","","","","","","2","","","","","","","","","","29879.144999999997","0.741","","",""
"null","","iti","html-keyboard-response","158","66324","0.0-2.0-58.0-4.0","","0","0","22","","","","","null","","","","28","","","","","","","","","","","","","2","","","","","","","","","","29879.886","1.5","","",""
"329","","deliberation","html-keyboard-response","159","66657","0.0-2.0-60.0-0.0","","0","0","22","","","","","50","","","","29","1","38","50","body_parts","objects","0","K","0","NaN","NaN","original","3000","2","1","38","50","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg","50","50","29881.386","0.329","","",""
"null","","deliberation_confirmation","html-keyboard-response","160","67338","0.0-2.0-60.0-2.0-0.0","","0","0","22","","","","","null","","","","29","","","","","","","","","","","","","2","","","","","","","","","","29881.715","0.671","","",""
"null","","iti","html-keyboard-response","161","67444","0.0-2.0-60.0-4.0","","0","0","22","","","","","null","","","","29","","","","","","","","","","","","","2","","","","","","","","","","29882.386","3","","",""
"164","","deliberation","html-keyboard-response","162","67611","0.0-2.0-62.0-0.0","","0","0","22","","","","","50","","","","30","","","","","","","A","0","212","NaN","scramble","1000","2","1","13","54","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jess-bailey-nOeVi8DsN8U-unsplash.jpg","NaN","NaN","29885.386","212","false","212",""
"252","","scramble_instruction","html-keyboard-response","163","67864","0.0-2.0-62.0-1.0-0.0","","0","0","22","","","","","50","","","","30","1","13","54","outdoor_scenes","objects","0","","","","","","","2","","","","","","","","","","30097.386","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","164","68412","0.0-2.0-62.0-2.0-0.0","","0","0","22","","","","","null","","","","30","","","","","","","","","","","","","2","","","","","","","","","","31097.386","0.536","","",""
"null","","iti","html-keyboard-response","165","68527","0.0-2.0-62.0-4.0","","0","0","22","","","","","null","","","","30","","","","","","","","","","","","","2","","","","","","","","","","31097.922","1","","",""
"153","","deliberation","html-keyboard-response","166","68682","0.0-2.0-64.0-0.0","","0","0","22","","","","","51","","","","31","0","15","41","outdoor_scenes","body_parts","0","I","0","NaN","NaN","original","1000","2","1","41","15","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","50","50","31098.922","0.153","","",""
"null","","deliberation_confirmation","html-keyboard-response","167","69540","0.0-2.0-64.0-2.0-0.0","","0","0","22","","","","","null","","","","31","","","","","","","","","","","","","2","","","","","","","","","","31099.074999999997","0.847","","",""
"null","","iti","html-keyboard-response","168","69650","0.0-2.0-64.0-4.0","","0","0","22","","","","","null","","","","31","","","","","","","","","","","","","2","","","","","","","","","","31099.922","1","","",""
"0","","deliberation","html-keyboard-response","169","69652","0.0-2.0-66.0-0.0","","0","0","22","","","","","51","","","","32","0","40","30","body_parts","faces","0","F","0","NaN","NaN","original","3500","2","1","30","40","faces","body_parts","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","50","50","31100.922","0","","",""
"null","","deliberation_confirmation","html-keyboard-response","170","70659","0.0-2.0-66.0-2.0-0.0","","0","0","22","","","","","null","","","","32","","","","","","","","","","","","","2","","","","","","","","","","31100.922","1","","",""
"null","","iti","html-keyboard-response","171","70762","0.0-2.0-66.0-4.0","","0","0","22","","","","","null","","","","32","","","","","","","","","","","","","2","","","","","","","","","","31101.922","3.5","","",""
"188","","deliberation","html-keyboard-response","172","70952","0.0-2.0-68.0-0.0","","0","0","22","","","","","51","","","","33","","","","","","","G","0","1792","NaN","scramble","2000","2","1","56","18","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_meng-ji-8BH_M-53CyA-unsplash.jpg","NaN","NaN","31105.422","1792","false","1792",""
"316","","scramble_instruction","html-keyboard-response","173","71270","0.0-2.0-68.0-1.0-0.0","","0","0","22","","","","","51","","","","33","0","18","56","outdoor_scenes","objects","0","","","","","","","2","","","","","","","","","","32897.422","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","174","71272","0.0-2.0-68.0-2.0-0.0","","0","0","22","","","","","null","","","","33","","","","","","","","","","","","","2","","","","","","","","","","33897.422","-1.108","","",""
"null","","iti","html-keyboard-response","175","71378","0.0-2.0-68.0-4.0","","0","0","22","","","","","null","","","","33","","","","","","","","","","","","","2","","","","","","","","","","33896.314","2","","",""
"175","","deliberation","html-keyboard-response","176","71556","0.0-2.0-70.0-0.0","","0","0","22","","","","","51","","","","34","0","59","26","objects","faces","0","J","0","NaN","NaN","original","1000","2","1","26","59","faces","objects","Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","50","50","33898.314","0.175","","",""
"null","","deliberation_confirmation","html-keyboard-response","177","72391","0.0-2.0-70.0-2.0-0.0","","0","0","22","","","","","null","","","","34","","","","","","","","","","","","","2","","","","","","","","","","33898.489","0.825","","",""
"null","","iti","html-keyboard-response","178","72502","0.0-2.0-70.0-4.0","","0","0","22","","","","","null","","","","34","","","","","","","","","","","","","2","","","","","","","","","","33899.314","1","","",""
"63","","deliberation","html-keyboard-response","179","72568","0.0-2.0-72.0-0.0","","0","0","22","","","","","51","","","","35","","","","","","","L","0","1510","NaN","scramble","1000","2","1","47","24","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_abstral-official-cyOKLSgkgCE-unsplash.jpg","NaN","NaN","33900.314","1510","false","1510",""
"276","","scramble_instruction","html-keyboard-response","180","72845","0.0-2.0-72.0-1.0-0.0","","0","0","22","","","","","51","","","","35","0","24","47","faces","body_parts","0","","","","","","","2","","","","","","","","","","35410.314","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","181","72848","0.0-2.0-72.0-2.0-0.0","","0","0","22","","","","","null","","","","35","","","","","","","","","","","","","2","","","","","","","","","","36410.314","-0.786","","",""
"null","","iti","html-keyboard-response","182","72955","0.0-2.0-72.0-4.0","","0","0","22","","","","","null","","","","35","","","","","","","","","","","","","2","","","","","","","","","","36409.528","1","","",""
"162","","deliberation","html-keyboard-response","183","73121","0.0-2.0-74.0-0.0","","0","0","22","","","","","51","","","","36","","","","","","","K","0","1982","NaN","scramble","3000","2","1","38","50","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_andrew-petrov-TVJqDat4MAw-unsplash.jpg","NaN","NaN","36410.528","1982","false","1982",""
"299","","scramble_instruction","html-keyboard-response","184","73422","0.0-2.0-74.0-1.0-0.0","","0","0","22","","","","","51","","","","36","0","50","38","objects","body_parts","0","","","","","","","2","","","","","","","","","","38392.528","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","185","73424","0.0-2.0-74.0-2.0-0.0","","0","0","22","","","","","null","","","","36","","","","","","","","","","","","","2","","","","","","","","","","39392.528","-1.281","","",""
"null","","iti","html-keyboard-response","186","73535","0.0-2.0-74.0-4.0","","0","0","22","","","","","null","","","","36","","","","","","","","","","","","","2","","","","","","","","","","39391.246999999996","3","","",""
"167","","deliberation","html-keyboard-response","187","73704","0.0-2.0-76.0-0.0","","0","0","22","","","","","51","","","","37","","","","","","","D","0","1575","NaN","scramble","1500","2","1","53","28","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg","NaN","NaN","39394.246999999996","1575","false","1575",""
"278","","scramble_instruction","html-keyboard-response","188","73983","0.0-2.0-76.0-1.0-0.0","","0","0","22","","","","","51","","","","37","0","28","53","faces","objects","0","","","","","","","2","","","","","","","","","","40969.246999999996","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","189","73986","0.0-2.0-76.0-2.0-0.0","","0","0","22","","","","","null","","","","37","","","","","","","","","","","","","2","","","","","","","","","","41969.246999999996","-0.853","","",""
"null","","iti","html-keyboard-response","190","74091","0.0-2.0-76.0-4.0","","0","0","22","","","","","null","","","","37","","","","","","","","","","","","","2","","","","","","","","","","41968.39399999999","1.5","","",""
"159","","deliberation","html-keyboard-response","191","74253","0.0-2.0-78.0-0.0","","0","0","22","","","","","51","","","","38","0","54","13","objects","outdoor_scenes","0","A","0","NaN","NaN","original","1000","2","1","13","54","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","50","50","41969.89399999999","0.159","","",""
"null","","deliberation_confirmation","html-keyboard-response","192","75103","0.0-2.0-78.0-2.0-0.0","","0","0","22","","","","","null","","","","38","","","","","","","","","","","","","2","","","","","","","","","","41970.05299999999","0.841","","",""
"null","","iti","html-keyboard-response","193","75214","0.0-2.0-78.0-4.0","","0","0","22","","","","","null","","","","38","","","","","","","","","","","","","2","","","","","","","","","","41970.89399999999","1","","",""
"254","","deliberation","html-keyboard-response","194","75471","0.0-2.0-80.0-0.0","","0","0","22","","","","","51","","","","39","0","45","52","body_parts","objects","0","E","0","NaN","NaN","original","3000","2","1","52","45","objects","body_parts","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","50","50","41971.89399999999","0.254","","",""
"null","","deliberation_confirmation","html-keyboard-response","195","76228","0.0-2.0-80.0-2.0-0.0","","0","0","22","","","","","null","","","","39","","","","","","","","","","","","","2","","","","","","","","","","41972.147999999994","0.746","","",""
"null","","iti","html-keyboard-response","196","76338","0.0-2.0-80.0-4.0","","0","0","22","","","","","null","","","","39","","","","","","","","","","","","","2","","","","","","","","","","41972.89399999999","3","","",""
"45","","deliberation","html-keyboard-response","197","76385","0.0-2.0-82.0-0.0","","0","0","22","","","","","51","","","","40","0","24","47","faces","body_parts","0","L","0","NaN","NaN","original","1500","2","1","47","24","body_parts","faces","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","50","50","41975.89399999999","0.045","","",""
"null","","deliberation_confirmation","html-keyboard-response","198","77351","0.0-2.0-82.0-2.0-0.0","","0","0","22","","","","","null","","","","40","","","","","","","","","","","","","2","","","","","","","","","","41975.93899999999","0.955","","",""
"null","","iti","html-keyboard-response","199","77460","0.0-2.0-82.0-4.0","","0","0","22","","","","","null","","","","40","","","","","","","","","","","","","2","","","","","","","","","","41976.89399999999","1.5","","",""
"88","","deliberation","html-keyboard-response","200","77552","0.0-2.0-84.0-0.0","","0","0","22","","","","","51","","","","41","","","","","","","I","0","1253","NaN","scramble","1500","2","1","41","15","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_lucaxx-freire-CacZwMexYdk-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg","NaN","NaN","41978.39399999999","1253","false","1253",""
"257","","scramble_instruction","html-keyboard-response","201","77810","0.0-2.0-84.0-1.0-0.0","","0","0","22","","","","","51","","","","41","0","15","41","outdoor_scenes","body_parts","0","","","","","","","2","","","","","","","","","","43231.39399999999","1000","","","0"
"null","","deliberation_confirmation","html-keyboard-response","202","77813","0.0-2.0-84.0-2.0-0.0","","0","0","22","","","","","null","","","","41","","","","","","","","","","","","","2","","","","","","","","","","44231.39399999999","-0.51","","",""
"null","","iti","html-keyboard-response","203","77922","0.0-2.0-84.0-4.0","","0","0","22","","","","","null","","","","41","","","","","","","","","","","","","2","","","","","","","","","","44230.88399999999","1.5","","",""
