"init_locations","moves","final_locations","stars_time","end_time","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","button_pressed"
"[object Object],[object Object],[object Object],[object Object]","[object Object],[object Object],[object Object]","[object Object]","3589","8198.89999999851","4609.89999999851","order","0","4613","0.0-0.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","8202.60000000149","8406.39999999851","203.79999999701977","order","1","4820","0.0-1.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","8407.70000000298","8598.5","190.79999999701977","order","2","5012","0.0-2.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","8599.60000000149","8790","190.39999999850988","order","3","5203","0.0-3.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","8790.80000000447","9014.60000000149","223.79999999701977","order","4","5428","0.0-4.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","9015.20000000298","9222.5","207.29999999701977","order","5","5636","0.0-5.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","9223.39999999851","9430.30000000447","206.90000000596046","order","6","5844","0.0-6.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","9431.30000000447","9638.30000000447","207","order","7","6052","0.0-7.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","9639.10000000149","9862.5","223.39999999850988","order","8","6276","0.0-8.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","9863.30000000447","10074.39999999851","211.09999999403954","order","9","6488","0.0-9.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","10075.60000000149","10298.5","222.89999999850988","order","10","6712","0.0-10.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","10299.39999999851","10522.70000000298","223.30000000447035","order","11","6936","0.0-11.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","10523.39999999851","10746.5","223.10000000149012","order","12","7160","0.0-12.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","10747.39999999851","10970.5","223.10000000149012","order","13","7384","0.0-13.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","10971.60000000149","11210.30000000447","238.70000000298023","order","14","7624","0.0-14.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","11210.89999999851","11434.39999999851","223.5","order","15","7848","0.0-15.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","11435.30000000447","11658.30000000447","223","order","16","8072","0.0-16.0","jrcrzph7rm9adhs","conditionC",""
"[object Object],[object Object],[object Object],[object Object]","","[object Object]","11658.89999999851","11902.70000000298","243.80000000447035","order","17","8316","0.0-17.0","jrcrzph7rm9adhs","conditionC",""
"","","","","","1254.7000000029802","html-button-response","18","9573","0.0-18.0","jrcrzph7rm9adhs","conditionC","2"
