PID,trial,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,confidence_response,confidence_rt
77131,1,G,unchosen,no_gain,18,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,NaN,NaN,NaN,NaN
77131,2,C,chosen,no_gain,22,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,NaN,NaN,NaN
77131,3,C,unchosen,no_gain,43,Stimuli/Experimental_stims/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg,NaN,NaN,NaN,NaN
77131,4,G,chosen,no_gain,56,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,NaN,NaN,NaN,NaN
77131,5,H,unchosen,no_gain,16,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,NaN,NaN,NaN,NaN
77131,6,K,chosen,no_gain,38,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,NaN,NaN,NaN,NaN
77131,7,A,unchosen,no_gain,54,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,NaN,NaN,NaN
77131,8,E,unchosen,no_gain,45,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN,NaN,NaN,NaN
77131,9,H,chosen,no_gain,25,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,NaN,NaN
77131,10,A,chosen,no_gain,13,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,NaN,NaN,NaN,NaN
77131,11,J,chosen,no_gain,26,Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg,NaN,NaN,NaN,NaN
77131,12,K,unchosen,no_gain,50,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,NaN,NaN,NaN,NaN
77131,13,F,chosen,no_gain,30,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,NaN,NaN,NaN,NaN
77131,14,D,chosen,no_gain,53,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,NaN,NaN,NaN
77131,15,B,unchosen,no_gain,32,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,NaN,NaN,NaN,NaN
77131,16,F,unchosen,no_gain,40,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,NaN,NaN,NaN,NaN
77131,17,I,unchosen,no_gain,15,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,NaN,NaN,NaN
77131,18,L,unchosen,no_gain,24,Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg,NaN,NaN,NaN,NaN
77131,19,E,chosen,no_gain,52,Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg,NaN,NaN,NaN,NaN
77131,20,D,unchosen,no_gain,28,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,NaN,NaN,NaN,NaN
77131,21,J,unchosen,no_gain,59,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,NaN,NaN,NaN,NaN
77131,22,L,chosen,no_gain,47,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,NaN,NaN,NaN,NaN
77131,23,I,chosen,no_gain,41,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,NaN,NaN,NaN,NaN
77131,24,B,chosen,no_gain,20,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,NaN,NaN,NaN,NaN
