PID,trial,pair_id,choice_type,reward_type,stimulus_id,path,outcome_response,outcome_rt,confidence_response,confidence_rt
30959,1,J,chosen,no_gain,31,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,NaN,NaN,NaN,NaN
30959,2,G,chosen,no_gain,57,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,NaN,NaN,NaN,NaN
30959,3,F,unchosen,no_gain,43,Stimuli/Experimental_stims/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg,NaN,NaN,NaN,NaN
30959,4,H,chosen,no_gain,27,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,NaN,NaN,NaN,NaN
30959,5,H,unchosen,no_gain,23,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,NaN,NaN,NaN,NaN
30959,6,B,unchosen,no_gain,29,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,NaN,NaN,NaN
30959,7,K,chosen,no_gain,37,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,NaN,NaN,NaN,NaN
30959,8,D,chosen,no_gain,56,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,NaN,NaN,NaN,NaN
30959,9,B,chosen,no_gain,13,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,NaN,NaN,NaN,NaN
30959,10,E,unchosen,no_gain,36,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,NaN,NaN,NaN,NaN
30959,11,C,chosen,no_gain,15,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,NaN,NaN,NaN
30959,12,A,unchosen,no_gain,55,Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,NaN,NaN,NaN,NaN
30959,13,J,unchosen,no_gain,51,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,NaN,NaN,NaN,NaN
30959,14,C,unchosen,no_gain,45,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN,NaN,NaN,NaN
30959,15,I,unchosen,no_gain,18,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,NaN,NaN,NaN,NaN
30959,16,I,chosen,no_gain,38,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,NaN,NaN,NaN,NaN
30959,17,F,chosen,no_gain,25,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,NaN,NaN,NaN
30959,18,L,unchosen,no_gain,32,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,NaN,NaN,NaN,NaN
30959,19,K,unchosen,no_gain,59,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,NaN,NaN,NaN,NaN
30959,20,E,chosen,no_gain,54,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,NaN,NaN,NaN
30959,21,D,unchosen,no_gain,33,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN,NaN,NaN,NaN
30959,22,G,unchosen,no_gain,22,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,NaN,NaN,NaN
30959,23,L,chosen,no_gain,46,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,NaN,NaN,NaN,NaN
30959,24,A,chosen,no_gain,19,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,NaN,NaN,NaN,NaN
